id,trade_time,is_risk,log_id,timelong,device,log_from,ip,city,result,timestamp,type,is_scan,is_sec,login_time,trade_log_diff,trade_log_diff_1min,trade_log_diff_2min,trade_log_diff_5min,trade_log_diff_10min,trade_log_diff_15min,trade_log_diff_30min,trade_log_diff_60min,trade_log_diff_120min,trade_log_diff_300min
18910,2015-03-08 13:17:48,1,4.73776750155e+15,7434.0,105870.0,1.0,791038.0,447.0,1.0,1425791845.0,3.0,False,False,2015-03-08 13:17:25,23.0,1,1,1,1,1,1,1,1,1
18910,2015-03-08 13:17:55,1,4.73776750155e+15,7434.0,105870.0,1.0,791038.0,447.0,1.0,1425791845.0,3.0,False,False,2015-03-08 13:17:25,30.0,1,1,1,1,1,1,1,1,1
18910,2015-03-08 13:18:01,1,4.73776750155e+15,7434.0,105870.0,1.0,791038.0,447.0,1.0,1425791845.0,3.0,False,False,2015-03-08 13:17:25,36.0,1,1,1,1,1,1,1,1,1
18980,2015-05-18 14:52:28,0,1.72732862642e+16,49444.0,846448.0,1.0,782275.0,12.0,1.0,1431931893.0,3.0,False,False,2015-05-18 14:51:33,55.0,1,1,1,1,1,1,1,1,1
18981,2015-01-21 10:40:09,0,5.30239190963e+15,9000.0,835072.0,2.0,1482214.0,258.0,1.0,1421807969.0,3.0,False,False,2015-01-21 10:39:29,40.0,1,1,1,1,1,1,1,1,1
18981,2015-01-21 10:40:09,0,2.91410090693e+16,5000.0,835072.0,2.0,1482214.0,258.0,1.0,1421807969.0,3.0,False,False,2015-01-21 10:39:29,40.0,1,1,1,1,1,1,1,1,1
18981,2015-01-21 10:40:09,0,7.03247625367e+15,6000.0,835072.0,2.0,1482214.0,258.0,1.0,1421807970.0,3.0,False,False,2015-01-21 10:39:30,39.0,1,1,1,1,1,1,1,1,1
18981,2015-02-24 20:35:56,0,1.92105995204e+16,8000.0,968086.0,2.0,1178865.0,258.0,1.0,1424781334.0,3.0,False,False,2015-02-24 20:35:34,22.0,1,1,1,1,1,1,1,1,1
18981,2015-03-10 23:49:20,0,1.33412453428e+16,5000.0,835072.0,2.0,850888.0,258.0,1.0,1426002506.0,3.0,False,False,2015-03-10 23:48:26,54.0,1,1,1,1,1,1,1,1,1
18981,2015-03-10 23:49:20,0,8.34479150449e+15,7000.0,835072.0,2.0,850888.0,258.0,1.0,1426002506.0,3.0,False,False,2015-03-10 23:48:26,54.0,1,1,1,1,1,1,1,1,1
18981,2015-03-10 23:49:20,0,6.42051074827e+15,8000.0,835072.0,2.0,850888.0,258.0,1.0,1426002506.0,3.0,False,False,2015-03-10 23:48:26,54.0,1,1,1,1,1,1,1,1,1
19196,2015-01-19 20:35:38,0,9.70260326369e+15,77031.0,365860.0,1.0,387801.0,21.0,1.0,1421670899.0,2.0,False,False,2015-01-19 20:34:59,39.0,1,1,1,1,1,1,1,1,1
19196,2015-03-18 16:36:21,0,1.66235680627e+16,175138.0,350303.0,1.0,771272.0,364.0,1.0,1426667754.0,1.0,False,False,2015-03-18 16:35:54,27.0,1,1,1,1,1,1,1,1,1
19196,2015-04-15 11:25:36,0,2.62947464863e+15,15244.0,350303.0,1.0,1357954.0,364.0,1.0,1429068304.0,1.0,False,False,2015-04-15 11:25:04,32.0,1,1,1,1,1,1,1,1,1
19196,2015-06-15 22:50:47,0,6.37552030123e+15,6000.0,328613.0,2.0,1065206.0,21.0,1.0,1434379806.0,3.0,False,False,2015-06-15 22:50:06,41.0,1,1,1,1,1,1,1,1,1
19267,2015-02-17 22:55:11,0,4.41187823182e+16,6000.0,894907.0,2.0,1143050.0,34.0,1.0,1424184870.0,3.0,False,False,2015-02-17 22:54:30,41.0,1,1,1,1,1,1,1,1,1
19286,2015-05-01 21:50:46,1,1.89496552726e+16,7000.0,835072.0,2.0,685297.0,101.0,1.0,1430488213.0,3.0,False,False,2015-05-01 21:50:13,33.0,1,1,1,1,1,1,1,1,1
19286,2015-05-01 21:50:46,1,5.31202612796e+15,9000.0,835072.0,2.0,685297.0,101.0,1.0,1430488213.0,3.0,False,False,2015-05-01 21:50:13,33.0,1,1,1,1,1,1,1,1,1
19357,2015-01-29 08:07:21,0,5.86908912565e+15,2337.0,916944.0,1.0,1253439.0,37.0,1.0,1422490004.0,1.0,False,False,2015-01-29 08:06:44,37.0,1,1,1,1,1,1,1,1,1
19399,2015-04-15 23:41:06,0,1.40329900459e+16,8500.0,88252.0,1.0,603979.0,272.0,1.0,1429112412.0,3.0,False,False,2015-04-15 23:40:12,54.0,1,1,1,1,1,1,1,1,1
19566,2015-01-13 15:40:27,0,8.42769972384e+15,11149.0,323749.0,1.0,272534.0,194.0,1.0,1421134769.0,1.0,False,False,2015-01-13 15:39:29,58.0,1,1,1,1,1,1,1,1,1
19566,2015-03-13 13:25:34,0,9.20235310266e+15,13811.0,323749.0,1.0,272534.0,194.0,1.0,1426224280.0,1.0,False,False,2015-03-13 13:24:40,54.0,1,1,1,1,1,1,1,1,1
19566,2015-03-17 10:28:24,0,5.0203382653e+15,18032.0,323749.0,1.0,272534.0,194.0,1.0,1426559266.0,1.0,False,False,2015-03-17 10:27:46,38.0,1,1,1,1,1,1,1,1,1
19588,2015-01-10 09:36:10,0,1.09726163316e+16,14638.0,327820.0,1.0,96405.0,70.0,1.0,1420853735.0,3.0,False,False,2015-01-10 09:35:35,35.0,1,1,1,1,1,1,1,1,1
19631,2015-03-05 10:22:06,0,7.09558276182e+15,4.0,333138.0,10.0,959489.0,254.0,1.0,1425522100.0,1.0,True,False,2015-03-05 10:21:40,26.0,1,1,1,1,1,1,1,1,1
19736,2015-04-03 21:09:16,0,7.41759028483e+15,4.0,170196.0,10.0,1342667.0,194.0,1.0,1428066523.0,1.0,True,False,2015-04-03 21:08:43,33.0,1,1,1,1,1,1,1,1,1
19792,2015-03-21 17:53:38,0,7.85215943378e+15,8151.0,143687.0,1.0,551656.0,83.0,1.0,1426931597.0,1.0,False,False,2015-03-21 17:53:17,21.0,1,1,1,1,1,1,1,1,1
20116,2015-04-07 07:00:25,0,5.5811622024e+15,15000.0,51620.0,2.0,33685.0,492.0,1.0,1428361172.0,3.0,False,False,2015-04-07 06:59:32,53.0,1,1,1,1,1,1,1,1,1
20313,2015-04-22 00:42:52,0,6.68363221288e+15,13653.0,488379.0,1.0,1085926.0,21.0,1.0,1429634532.0,3.0,False,False,2015-04-22 00:42:12,40.0,1,1,1,1,1,1,1,1,1
20313,2015-06-21 22:39:44,0,6.94115347213e+15,9512.0,3892.0,1.0,265417.0,21.0,1.0,1434897539.0,3.0,False,False,2015-06-21 22:38:59,45.0,1,1,1,1,1,1,1,1,1
20469,2015-05-11 11:39:47,0,1.2742362505e+16,8000.0,255663.0,2.0,66120.0,258.0,31.0,1431315548.0,2.0,False,False,2015-05-11 11:39:08,39.0,1,1,1,1,1,1,1,1,1
20469,2015-05-11 11:39:47,0,8.95941653675e+15,8000.0,255663.0,2.0,66120.0,258.0,1.0,1431315557.0,2.0,False,False,2015-05-11 11:39:17,30.0,1,1,1,1,1,1,1,1,1
20469,2015-05-17 22:51:16,0,3.73941892139e+16,8000.0,255663.0,2.0,1149959.0,258.0,31.0,1431874220.0,1.0,False,False,2015-05-17 22:50:20,56.0,1,1,1,1,1,1,1,1,1
20469,2015-05-17 22:51:16,0,3.41886874798e+16,6000.0,255663.0,2.0,1149959.0,258.0,1.0,1431874230.0,1.0,False,False,2015-05-17 22:50:30,46.0,1,1,1,1,1,1,1,1,1
20535,2015-03-02 10:45:00,0,1.79468722375e+16,8661.0,920929.0,1.0,956201.0,484.0,1.0,1425264243.0,3.0,False,False,2015-03-02 10:44:03,57.0,1,1,1,1,1,1,1,1,1
20710,2015-01-21 12:29:08,0,8.3006069749e+15,3000.0,835072.0,2.0,806242.0,400.0,1.0,1421814517.0,3.0,False,False,2015-01-21 12:28:37,31.0,1,1,1,1,1,1,1,1,1
20802,2015-01-05 14:10:03,0,9.10529908896e+15,1000.0,666856.0,2.0,1300756.0,225.0,1.0,1420438144.0,1.0,False,False,2015-01-05 14:09:04,59.0,1,1,1,1,1,1,1,1,1
20853,2015-02-18 10:43:35,0,2.67824566546e+15,6000.0,159541.0,2.0,363191.0,63.0,6.0,1424227359.0,3.0,False,False,2015-02-18 10:42:39,56.0,1,1,1,1,1,1,1,1,1
20853,2015-02-18 10:43:35,0,4.58638563191e+15,6000.0,159541.0,2.0,363191.0,63.0,1.0,1424227368.0,3.0,False,False,2015-02-18 10:42:48,47.0,1,1,1,1,1,1,1,1,1
21071,2015-01-07 21:45:59,0,2.83315366314e+15,2000.0,835072.0,2.0,176142.0,484.0,1.0,1420638302.0,3.0,False,False,2015-01-07 21:45:02,57.0,1,1,1,1,1,1,1,1,1
21113,2015-01-17 22:14:57,0,1.63415432415e+14,6000.0,835072.0,2.0,1023410.0,447.0,31.0,1421504041.0,2.0,False,False,2015-01-17 22:14:01,56.0,1,1,1,1,1,1,1,1,1
21113,2015-01-17 22:14:57,0,4.6191352416e+16,2000.0,835072.0,2.0,1023410.0,447.0,1.0,1421504064.0,2.0,False,False,2015-01-17 22:14:24,33.0,1,1,1,1,1,1,1,1,1
21447,2015-06-23 09:52:14,0,5.8039592614e+14,5973.0,64979.0,1.0,476495.0,364.0,1.0,1435024281.0,3.0,False,False,2015-06-23 09:51:21,53.0,1,1,1,1,1,1,1,1,1
21507,2015-05-31 15:10:23,0,2.520183898e+15,8000.0,435243.0,2.0,333294.0,255.0,1.0,1433056165.0,3.0,False,False,2015-05-31 15:09:25,58.0,1,1,1,1,1,1,1,1,1
21564,2015-01-19 15:15:21,0,6.0748226682e+15,7000.0,835072.0,2.0,951715.0,220.0,1.0,1421651700.0,3.0,False,False,2015-01-19 15:15:00,21.0,1,1,1,1,1,1,1,1,1
21564,2015-01-19 15:15:21,0,2.34366454552e+16,8000.0,835072.0,2.0,951715.0,220.0,1.0,1421651700.0,3.0,False,False,2015-01-19 15:15:00,21.0,1,1,1,1,1,1,1,1,1
21564,2015-01-19 15:15:21,0,1.70431271423e+15,9000.0,835072.0,2.0,951715.0,220.0,1.0,1421651700.0,3.0,False,False,2015-01-19 15:15:00,21.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:02,1,3.32403561482e+15,6000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893096.0,1.0,False,False,2015-02-14 13:51:36,26.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:02,1,1.31201620656e+16,2000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893108.0,1.0,False,False,2015-02-14 13:51:48,14.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:02,1,5.51110526396e+13,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893118.0,1.0,False,False,2015-02-14 13:51:58,4.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:13,1,3.32403561482e+15,6000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893096.0,1.0,False,False,2015-02-14 13:51:36,37.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:13,1,1.31201620656e+16,2000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893108.0,1.0,False,False,2015-02-14 13:51:48,25.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:13,1,5.51110526396e+13,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893118.0,1.0,False,False,2015-02-14 13:51:58,15.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:13,1,5.90490519483e+15,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893127.0,1.0,False,False,2015-02-14 13:52:07,6.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:21,1,3.32403561482e+15,6000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893096.0,1.0,False,False,2015-02-14 13:51:36,45.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:21,1,1.31201620656e+16,2000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893108.0,1.0,False,False,2015-02-14 13:51:48,33.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:21,1,5.51110526396e+13,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893118.0,1.0,False,False,2015-02-14 13:51:58,23.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:21,1,5.90490519483e+15,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893127.0,1.0,False,False,2015-02-14 13:52:07,14.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:31,1,3.32403561482e+15,6000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893096.0,1.0,False,False,2015-02-14 13:51:36,55.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:31,1,1.31201620656e+16,2000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893108.0,1.0,False,False,2015-02-14 13:51:48,43.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:31,1,5.51110526396e+13,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893118.0,1.0,False,False,2015-02-14 13:51:58,33.0,1,1,1,1,1,1,1,1,1
21581,2015-02-14 13:52:31,1,5.90490519483e+15,1000.0,1023430.0,2.0,619923.0,194.0,31.0,1423893127.0,1.0,False,False,2015-02-14 13:52:07,24.0,1,1,1,1,1,1,1,1,1
21626,2015-04-06 10:11:42,0,1.54326543061e+16,24941.0,467657.0,1.0,1429588.0,484.0,31.0,1428286243.0,1.0,False,False,2015-04-06 10:10:43,59.0,1,1,1,1,1,1,1,1,1
21626,2015-04-06 10:11:42,0,8.38897729443e+15,32331.0,467657.0,1.0,1429588.0,484.0,31.0,1428286250.0,1.0,False,False,2015-04-06 10:10:50,52.0,1,1,1,1,1,1,1,1,1
21626,2015-04-06 10:11:42,0,6.01607267571e+15,46425.0,467657.0,1.0,1429588.0,484.0,31.0,1428286264.0,1.0,False,False,2015-04-06 10:11:04,38.0,1,1,1,1,1,1,1,1,1
21626,2015-04-06 10:11:42,0,1.65969240081e+16,55428.0,467657.0,1.0,1429588.0,484.0,1.0,1428286273.0,1.0,False,False,2015-04-06 10:11:13,29.0,1,1,1,1,1,1,1,1,1
21649,2015-01-30 13:35:21,0,4.6880659245e+16,2000.0,60383.0,2.0,65446.0,122.0,1.0,1422596079.0,3.0,False,False,2015-01-30 13:34:39,42.0,1,1,1,1,1,1,1,1,1
21649,2015-01-30 14:13:17,0,7.465401024e+15,3000.0,60383.0,2.0,563928.0,122.0,1.0,1422598354.0,3.0,False,False,2015-01-30 14:12:34,43.0,1,1,1,1,1,1,1,1,1
21649,2015-02-02 13:24:37,0,4.37808457037e+15,3000.0,835072.0,2.0,388207.0,122.0,1.0,1422854648.0,3.0,False,False,2015-02-02 13:24:08,29.0,1,1,1,1,1,1,1,1,1
21649,2015-02-03 09:42:38,0,9.04861974432e+15,14756.0,25023.0,1.0,984839.0,122.0,1.0,1422927716.0,3.0,False,False,2015-02-03 09:41:56,42.0,1,1,1,1,1,1,1,1,1
21649,2015-02-03 09:50:14,0,7.45979621692e+15,15755.0,25023.0,1.0,984839.0,122.0,1.0,1422928195.0,3.0,False,False,2015-02-03 09:49:55,19.0,1,1,1,1,1,1,1,1,1
21649,2015-02-03 10:07:02,0,1.74869082273e+16,13262.0,25023.0,1.0,984839.0,122.0,1.0,1422929201.0,3.0,False,False,2015-02-03 10:06:41,21.0,1,1,1,1,1,1,1,1,1
21649,2015-03-09 20:25:15,0,5.8274573506e+15,9067.0,25023.0,1.0,1024332.0,122.0,1.0,1425903892.0,3.0,False,False,2015-03-09 20:24:52,23.0,1,1,1,1,1,1,1,1,1
21654,2015-04-08 06:59:38,0,7.4028666537e+15,6000.0,350232.0,2.0,296333.0,253.0,1.0,1428447546.0,1.0,False,False,2015-04-08 06:59:06,32.0,1,1,1,1,1,1,1,1,1
21710,2015-06-28 11:30:19,0,7.92947427273e+15,4.0,1068293.0,10.0,887034.0,185.0,1.0,1435462172.0,1.0,True,False,2015-06-28 11:29:32,47.0,1,1,1,1,1,1,1,1,1
21759,2015-04-15 09:41:44,1,5.71487335467e+15,25169.0,1067535.0,1.0,1263823.0,492.0,1.0,1429062045.0,3.0,False,False,2015-04-15 09:40:45,59.0,1,1,1,1,1,1,1,1,1
21840,2015-05-10 10:46:57,0,1.9388803255e+16,9120.0,804658.0,1.0,278498.0,101.0,1.0,1431225996.0,2.0,False,False,2015-05-10 10:46:36,21.0,1,1,1,1,1,1,1,1,1
22333,2015-01-18 08:55:55,0,4.38640231726e+15,8548.0,223670.0,1.0,22360.0,233.0,1.0,1421542520.0,3.0,False,False,2015-01-18 08:55:20,35.0,1,1,1,1,1,1,1,1,1
22333,2015-05-01 23:51:17,0,8.82823794937e+15,5273.0,405367.0,1.0,726325.0,232.0,1.0,1430495418.0,3.0,False,False,2015-05-01 23:50:18,59.0,1,1,1,1,1,1,1,1,1
22473,2015-01-04 08:09:37,0,1.28444694797e+15,32232.0,541610.0,1.0,70399.0,238.0,1.0,1420330126.0,3.0,False,False,2015-01-04 08:08:46,51.0,1,1,1,1,1,1,1,1,1
22533,2015-06-18 16:59:04,0,4.71088069924e+16,5000.0,1057012.0,2.0,1170763.0,255.0,1.0,1434617933.0,2.0,False,False,2015-06-18 16:58:53,11.0,1,1,1,1,1,1,1,1,1
22533,2015-06-18 16:59:37,0,4.71088069924e+16,5000.0,1057012.0,2.0,1170763.0,255.0,1.0,1434617933.0,2.0,False,False,2015-06-18 16:58:53,44.0,1,1,1,1,1,1,1,1,1
22701,2015-02-14 19:10:47,0,3.64113969555e+15,10381.0,851984.0,1.0,1112526.0,364.0,1.0,1423912190.0,2.0,False,False,2015-02-14 19:09:50,57.0,1,1,1,1,1,1,1,1,1
22709,2015-06-19 13:18:14,0,7.77897296247e+15,9833.0,291944.0,1.0,1345962.0,44.0,31.0,1434691036.0,3.0,False,False,2015-06-19 13:17:16,58.0,1,1,1,1,1,1,1,1,1
22709,2015-06-19 13:18:14,0,7.58042157352e+14,14322.0,291944.0,1.0,1345962.0,44.0,1.0,1434691041.0,3.0,False,False,2015-06-19 13:17:21,53.0,1,1,1,1,1,1,1,1,1
22732,2015-01-16 11:49:22,0,9.95292561357e+14,7378.0,658031.0,1.0,631100.0,21.0,1.0,1421380119.0,3.0,False,False,2015-01-16 11:48:39,43.0,1,1,1,1,1,1,1,1,1
22732,2015-01-21 18:03:48,0,2.78398642796e+16,7474.0,658031.0,1.0,631100.0,21.0,31.0,1421834581.0,3.0,False,False,2015-01-21 18:03:01,47.0,1,1,1,1,1,1,1,1,1
22732,2015-01-21 18:03:48,0,9.23381354373e+15,11177.0,658031.0,1.0,631100.0,21.0,1.0,1421834585.0,3.0,False,False,2015-01-21 18:03:05,43.0,1,1,1,1,1,1,1,1,1
22732,2015-03-14 13:42:07,0,8.43928410986e+15,25454.0,627405.0,1.0,252562.0,21.0,31.0,1426311670.0,3.0,False,False,2015-03-14 13:41:10,57.0,1,1,1,1,1,1,1,1,1
22732,2015-03-14 13:42:07,0,8.58527371359e+15,31785.0,627405.0,1.0,252562.0,21.0,1.0,1426311677.0,3.0,False,False,2015-03-14 13:41:17,50.0,1,1,1,1,1,1,1,1,1
22742,2015-01-29 17:33:58,1,1.52865367746e+16,6107.0,295743.0,1.0,1025285.0,180.0,1.0,1422524023.0,3.0,False,False,2015-01-29 17:33:43,15.0,1,1,1,1,1,1,1,1,1
22742,2015-01-29 17:34:04,1,1.52865367746e+16,6107.0,295743.0,1.0,1025285.0,180.0,1.0,1422524023.0,3.0,False,False,2015-01-29 17:33:43,21.0,1,1,1,1,1,1,1,1,1
22742,2015-01-29 21:27:00,1,9.52310731171e+14,42210.0,295743.0,1.0,787222.0,364.0,1.0,1422537997.0,3.0,False,False,2015-01-29 21:26:37,23.0,1,1,1,1,1,1,1,1,1
22862,2015-05-01 19:14:37,1,8.24454983825e+15,16113.0,830116.0,1.0,827451.0,44.0,1.0,1430478826.0,3.0,False,False,2015-05-01 19:13:46,51.0,1,1,1,1,1,1,1,1,1
22923,2015-04-14 16:07:29,0,8.24976747698e+15,34384.0,154445.0,1.0,1316863.0,488.0,1.0,1428998798.0,1.0,False,False,2015-04-14 16:06:38,51.0,1,1,1,1,1,1,1,1,1
23019,2015-03-06 15:33:33,0,7.41873239527e+15,7555.0,438056.0,1.0,40333.0,21.0,1.0,1425627165.0,3.0,False,False,2015-03-06 15:32:45,48.0,1,1,1,1,1,1,1,1,1
23019,2015-03-15 13:45:14,0,5.98873610037e+15,12917.0,438056.0,1.0,1450414.0,21.0,31.0,1426398260.0,3.0,False,False,2015-03-15 13:44:20,54.0,1,1,1,1,1,1,1,1,1
23019,2015-03-15 13:45:14,0,8.58343069141e+15,16958.0,438056.0,1.0,1450414.0,21.0,31.0,1426398264.0,3.0,False,False,2015-03-15 13:44:24,50.0,1,1,1,1,1,1,1,1,1
23019,2015-03-15 13:45:14,0,3.91621464736e+15,23143.0,438056.0,1.0,1450414.0,21.0,1.0,1426398270.0,3.0,False,False,2015-03-15 13:44:30,44.0,1,1,1,1,1,1,1,1,1
23019,2015-03-23 13:19:12,0,7.49362265346e+15,7715.0,438056.0,1.0,415710.0,21.0,1.0,1427087909.0,3.0,False,False,2015-03-23 13:18:29,43.0,1,1,1,1,1,1,1,1,1
23019,2015-04-23 16:02:01,0,7.05202831466e+15,7159.0,438056.0,1.0,447499.0,21.0,31.0,1429776074.0,3.0,False,False,2015-04-23 16:01:14,47.0,1,1,1,1,1,1,1,1,1
23019,2015-04-23 16:02:01,0,3.12724819019e+16,12663.0,438056.0,1.0,447499.0,21.0,1.0,1429776080.0,3.0,False,False,2015-04-23 16:01:20,41.0,1,1,1,1,1,1,1,1,1
23019,2015-05-21 16:50:15,0,4.80281021202e+15,7171.0,438056.0,1.0,1052670.0,21.0,1.0,1432198158.0,3.0,False,False,2015-05-21 16:49:18,57.0,1,1,1,1,1,1,1,1,1
23207,2015-06-21 00:07:49,0,1.64788906863e+15,9000.0,286023.0,2.0,1254196.0,364.0,1.0,1434816452.0,2.0,False,False,2015-06-21 00:07:32,17.0,1,1,1,1,1,1,1,1,1
23228,2015-01-04 15:40:05,0,2.23512763073e+16,6654.0,1008851.0,1.0,307216.0,211.0,1.0,1420357169.0,3.0,False,False,2015-01-04 15:39:29,36.0,1,1,1,1,1,1,1,1,1
23244,2015-04-06 18:17:46,0,8.9007420014e+15,10036.0,313462.0,1.0,465629.0,288.0,1.0,1428315430.0,1.0,False,False,2015-04-06 18:17:10,36.0,1,1,1,1,1,1,1,1,1
23253,2015-01-29 19:49:02,0,2.33997797637e+16,2614.0,997672.0,1.0,1056878.0,237.0,1.0,1422532107.0,1.0,False,False,2015-01-29 19:48:27,35.0,1,1,1,1,1,1,1,1,1
23253,2015-03-04 00:19:52,0,5.99876182587e+15,1701.0,997672.0,1.0,591472.0,237.0,1.0,1425399567.0,1.0,False,False,2015-03-04 00:19:27,25.0,1,1,1,1,1,1,1,1,1
23253,2015-04-04 22:22:29,0,2.55937702961e+15,2260.0,461193.0,1.0,1112498.0,237.0,1.0,1428157308.0,1.0,False,False,2015-04-04 22:21:48,41.0,1,1,1,1,1,1,1,1,1
23253,2015-05-10 00:13:13,0,4.61844257442e+16,2096.0,461193.0,1.0,1300703.0,237.0,1.0,1431187979.0,1.0,False,False,2015-05-10 00:12:59,14.0,1,1,1,1,1,1,1,1,1
23253,2015-05-10 16:13:59,0,3.38378502086e+15,2867.0,461193.0,1.0,1272143.0,237.0,1.0,1431245591.0,1.0,False,False,2015-05-10 16:13:11,48.0,1,1,1,1,1,1,1,1,1
23543,2015-03-16 08:51:12,0,5.17139962968e+15,9702.0,676109.0,1.0,419744.0,44.0,1.0,1426467029.0,3.0,False,False,2015-03-16 08:50:29,43.0,1,1,1,1,1,1,1,1,1
23585,2015-03-11 13:52:10,0,2.84026762088e+15,7000.0,1045672.0,2.0,497512.0,225.0,1.0,1426053077.0,3.0,False,False,2015-03-11 13:51:17,53.0,1,1,1,1,1,1,1,1,1
23648,2015-06-22 21:51:53,0,9.37006223591e+14,6000.0,1001507.0,2.0,103519.0,486.0,1.0,1434981067.0,3.0,False,False,2015-06-22 21:51:07,46.0,1,1,1,1,1,1,1,1,1
23662,2015-03-25 19:25:17,0,8.31668417186e+15,7876.0,315393.0,1.0,963402.0,211.0,1.0,1427282674.0,2.0,False,False,2015-03-25 19:24:34,43.0,1,1,1,1,1,1,1,1,1
23835,2015-05-05 14:17:27,0,8.88431597759e+15,7000.0,771471.0,2.0,778522.0,192.0,1.0,1430806590.0,3.0,False,False,2015-05-05 14:16:30,57.0,1,1,1,1,1,1,1,1,1
23891,2015-05-01 10:17:53,0,2.87449904837e+16,9000.0,332618.0,2.0,749377.0,122.0,1.0,1430446621.0,3.0,False,False,2015-05-01 10:17:01,52.0,1,1,1,1,1,1,1,1,1
23935,2015-03-31 11:20:32,0,6.80632255275e+15,8902.0,481696.0,1.0,245398.0,21.0,1.0,1427771993.0,1.0,False,False,2015-03-31 11:19:53,39.0,1,1,1,1,1,1,1,1,1
24033,2015-03-17 18:08:31,0,6.30656883903e+15,9465.0,1043471.0,1.0,1052321.0,194.0,1.0,1426586873.0,3.0,False,False,2015-03-17 18:07:53,38.0,1,1,1,1,1,1,1,1,1
24046,2015-04-08 17:32:02,0,7.8698093237e+15,9000.0,193790.0,2.0,1163223.0,492.0,1.0,1428485490.0,3.0,False,False,2015-04-08 17:31:30,32.0,1,1,1,1,1,1,1,1,1
24081,2015-03-28 09:15:32,0,3.66200740453e+15,9256.0,886482.0,1.0,1417022.0,7.0,1.0,1427505291.0,3.0,False,False,2015-03-28 09:14:51,41.0,1,1,1,1,1,1,1,1,1
24141,2015-01-16 17:09:08,0,3.09940633206e+15,67572.0,908114.0,1.0,411555.0,447.0,1.0,1421399305.0,3.0,False,False,2015-01-16 17:08:25,43.0,1,1,1,1,1,1,1,1,1
24358,2015-01-07 17:43:16,0,4.64187410775e+16,4697.0,1001745.0,1.0,686968.0,26.0,1.0,1420623755.0,1.0,False,False,2015-01-07 17:42:35,41.0,1,1,1,1,1,1,1,1,1
24430,2015-01-06 12:04:47,0,6.00903258308e+14,54770.0,1047419.0,1.0,1123506.0,78.0,1.0,1420517049.0,1.0,False,False,2015-01-06 12:04:09,38.0,1,1,1,1,1,1,1,1,1
24535,2015-03-20 22:19:06,1,2.08663044331e+14,5000.0,138696.0,2.0,315826.0,447.0,1.0,1426861105.0,3.0,False,False,2015-03-20 22:18:25,41.0,1,1,1,1,1,1,1,1,1
24699,2015-02-04 13:14:23,0,3.38549041615e+15,1000.0,835072.0,2.0,715602.0,102.0,1.0,1423026834.0,3.0,False,False,2015-02-04 13:13:54,29.0,1,1,1,1,1,1,1,1,1
24699,2015-03-16 16:42:14,0,7.35220536552e+15,14000.0,1042604.0,2.0,883233.0,102.0,1.0,1426495301.0,3.0,False,False,2015-03-16 16:41:41,33.0,1,1,1,1,1,1,1,1,1
24699,2015-05-03 09:43:39,0,8.24819040537e+14,7000.0,173242.0,2.0,1221281.0,102.0,1.0,1430617376.0,3.0,False,False,2015-05-03 09:42:56,43.0,1,1,1,1,1,1,1,1,1
24699,2015-06-22 23:35:22,0,8.28018375517e+15,6000.0,278985.0,2.0,56501.0,288.0,1.0,1434987272.0,3.0,False,False,2015-06-22 23:34:32,50.0,1,1,1,1,1,1,1,1,1
24699,2015-06-22 23:45:16,0,2.65471684186e+15,8000.0,361891.0,2.0,56501.0,288.0,1.0,1434987876.0,3.0,False,False,2015-06-22 23:44:36,40.0,1,1,1,1,1,1,1,1,1
25048,2015-01-09 12:27:35,0,4.35704923821e+16,13526.0,704524.0,1.0,636409.0,44.0,31.0,1420777610.0,3.0,False,False,2015-01-09 12:26:50,45.0,1,1,1,1,1,1,1,1,1
