rowkey,time,id,is_risk,trade_time_diff
486812,2015-01-09 13:16:38,20048,1,3347.0
486828,2015-01-19 13:56:22,20048,1,866384.0
486819,2015-04-09 09:20:37,20048,1,4386273.0
486815,2015-06-23 13:40:33,20048,1,6495596.0
441371,2015-06-05 16:59:53,20391,1,
586848,2015-04-21 14:05:06,20593,1,
51155,2015-06-22 07:21:04,20682,1,
72699,2015-03-17 23:00:39,20854,1,
72700,2015-05-30 12:14:23,20854,1,6354824.0
229162,2015-01-20 22:28:48,20921,1,
229163,2015-01-22 16:42:35,20921,1,152027.0
949071,2015-01-26 08:23:05,21018,1,
638345,2015-01-31 22:04:43,21366,1,
226841,2015-01-14 19:14:01,21581,1,
226808,2015-01-20 09:29:19,21581,1,483318.0
226810,2015-01-20 09:36:41,21581,1,442.0
226800,2015-01-20 14:44:06,21581,1,18445.0
226802,2015-03-16 14:57:18,21581,1,2181061.0
226844,2015-03-21 20:12:57,21581,1,450939.0
226839,2015-03-25 22:53:23,21581,1,355226.0
226815,2015-04-20 10:01:27,21581,1,2200084.0
226801,2015-04-25 01:22:25,21581,1,222884.0
226803,2015-05-24 12:20:20,21581,1,498240.0
226838,2015-06-30 01:45:38,21581,1,830439.0
534307,2015-05-29 21:25:44,21759,1,
618585,2015-05-09 13:53:56,22033,1,
649878,2015-02-03 16:08:44,22533,1,
291518,2015-04-13 10:32:52,22687,1,
152448,2015-02-25 06:35:35,22742,1,4260470.0
153498,2015-02-28 19:40:24,22742,1,271171.0
153527,2015-03-01 12:11:07,22742,1,59443.0
151845,2015-05-02 11:47:28,22742,1,2945344.0
151844,2015-05-02 22:06:15,22742,1,37127.0
153521,2015-05-24 14:10:17,22742,1,1872242.0
153500,2015-06-10 23:11:09,22742,1,1501252.0
153508,2015-06-10 23:11:15,22742,1,6.0
153530,2015-06-15 10:22:12,22742,1,385857.0
566513,2015-02-10 08:06:59,22862,1,158442.0
596773,2015-03-06 23:08:50,22862,1,919878.0
538345,2015-04-07 13:41:03,23211,1,
538354,2015-05-12 00:25:19,23211,1,2976256.0
949304,2015-02-19 11:57:22,23303,1,
949328,2015-02-19 12:14:34,23303,1,1032.0
949563,2015-04-08 14:15:35,23303,1,4154461.0
949297,2015-04-09 20:12:24,23303,1,107809.0
949504,2015-04-21 10:16:38,23303,1,1001054.0
949495,2015-04-22 09:51:26,23303,1,84888.0
895223,2015-04-06 18:57:36,23368,1,
524909,2015-01-11 17:16:06,23524,1,
524908,2015-02-24 20:42:14,23524,1,3813968.0
251473,2015-02-13 09:32:58,23703,1,1883760.0
251475,2015-02-17 12:00:08,23703,1,354430.0
251468,2015-03-03 13:15:28,23703,1,1214120.0
251184,2015-03-31 15:15:06,23703,1,2426378.0
251174,2015-04-19 12:09:18,23703,1,1630452.0
251172,2015-04-20 10:13:13,23703,1,79435.0
251159,2015-04-20 10:13:33,23703,1,20.0
251160,2015-06-14 09:09:15,23703,1,4748142.0
251157,2015-06-29 09:45:52,23703,1,1298197.0
944052,2015-04-08 00:25:51,24445,1,
459284,2015-02-14 15:39:28,24496,1,2780186.0
854070,2015-03-06 12:11:30,24511,1,
413971,2015-02-07 06:50:49,24535,1,
308092,2015-03-09 17:15:13,24715,1,1118658.0
902944,2015-03-06 16:22:38,24828,1,
207539,2015-02-11 14:29:18,25198,1,
207522,2015-02-25 23:00:48,25198,1,1240290.0
207517,2015-02-25 23:00:56,25198,1,8.0
207527,2015-03-23 19:03:12,25198,1,2232136.0
207516,2015-04-11 13:06:34,25198,1,1620202.0
207523,2015-05-16 21:14:16,25198,1,1593175.0
207506,2015-05-21 19:42:46,25198,1,426510.0
207512,2015-06-03 14:37:58,25198,1,1104912.0
207530,2015-06-07 09:28:10,25198,1,327012.0
607487,2015-02-20 07:51:15,25764,1,
607491,2015-03-18 08:14:24,25764,1,2247789.0
596436,2015-04-09 14:56:10,25764,1,1924906.0
607489,2015-04-13 10:31:12,25764,1,329702.0
607488,2015-04-30 15:04:27,25764,1,1485195.0
607492,2015-05-16 17:40:45,25764,1,589025.0
562413,2015-04-06 11:07:29,25767,1,
562228,2015-06-03 08:09:04,25767,1,5000495.0
217903,2015-02-17 14:43:25,25973,1,
217904,2015-02-17 14:43:25,25973,1,0.0
217901,2015-03-18 16:33:23,25973,1,2512198.0
216673,2015-05-21 00:58:01,25973,1,5473478.0
217905,2015-05-24 11:50:43,25973,1,298362.0
217906,2015-06-01 10:19:30,25973,1,685727.0
216663,2015-06-21 08:00:38,25973,1,1719668.0
583432,2015-01-16 22:00:18,26185,1,622608.0
583448,2015-01-22 09:26:35,26185,1,473177.0
583428,2015-02-16 23:49:19,26185,1,15997.0
583422,2015-02-17 16:16:07,26185,1,59208.0
583438,2015-02-27 18:26:38,26185,1,871831.0
583434,2015-03-02 05:15:14,26185,1,116867.0
583431,2015-05-05 20:51:23,26185,1,1321002.0
583449,2015-06-08 19:46:55,26185,1,194946.0
916542,2015-03-19 19:42:08,26309,1,
916551,2015-04-10 00:12:18,26309,1,1830610.0
918006,2015-04-25 20:11:37,26309,1,1367959.0
444577,2015-02-27 09:51:33,26327,1,
444586,2015-03-14 09:53:26,26327,1,1296113.0
444564,2015-04-10 01:44:04,26327,1,2303438.0
379404,2015-06-18 09:59:30,26444,1,
379406,2015-06-23 15:11:29,26444,1,450719.0
453482,2015-02-10 21:17:22,26455,1,
348731,2015-02-07 16:11:29,26492,1,
507979,2015-03-27 18:06:02,26707,1,
717088,2015-02-08 21:05:46,26776,1,
717581,2015-02-21 12:23:57,26776,1,1091891.0
717591,2015-04-07 14:06:03,26776,1,3894126.0
717158,2015-04-28 17:35:25,26776,1,1826962.0
717619,2015-05-10 00:14:07,26776,1,974322.0
519084,2015-02-11 23:57:50,26869,1,
548043,2015-03-05 10:10:44,26869,1,1851174.0
533549,2015-03-22 19:55:35,26869,1,874915.0
548122,2015-04-05 21:41:08,26869,1,1145208.0
527223,2015-04-07 17:06:55,26869,1,156347.0
543550,2015-04-12 13:13:38,26869,1,418003.0
518243,2015-05-23 10:43:07,26869,1,754984.0
518240,2015-05-23 10:44:07,26869,1,60.0
548035,2015-06-03 00:00:36,26869,1,911789.0
597066,2015-06-06 09:42:09,26869,1,294093.0
900445,2015-02-26 23:24:01,27039,1,
468640,2015-01-20 11:52:41,27150,1,
385074,2015-05-21 10:55:07,27250,1,
385081,2015-06-19 13:54:50,27250,1,2516383.0
570492,2015-03-27 01:06:07,27277,1,547869.0
209494,2015-03-15 23:02:48,27357,1,4238721.0
209482,2015-05-24 13:47:30,27357,1,6014682.0
209493,2015-06-21 00:08:43,27357,1,2370073.0
443873,2015-01-17 09:55:30,27389,1,
443869,2015-02-28 11:35:30,27389,1,3634800.0
626506,2015-05-26 08:34:45,27795,1,
488343,2015-02-13 08:17:40,27810,1,
488346,2015-03-21 23:05:48,27810,1,3163688.0
490890,2015-03-28 10:06:48,27810,1,558060.0
490891,2015-03-28 15:17:24,27810,1,18636.0
490889,2015-03-29 13:47:09,27810,1,80985.0
488341,2015-06-22 21:24:39,27810,1,4887570.0
655157,2015-03-29 09:36:13,27829,1,
655160,2015-05-10 10:52:24,27829,1,3633371.0
655161,2015-05-25 00:13:45,27829,1,1257681.0
655163,2015-06-03 21:34:35,27829,1,854450.0
655155,2015-06-03 22:29:27,27829,1,3292.0
655987,2015-05-12 10:06:49,28106,1,
468588,2015-01-10 12:02:12,28121,1,
468433,2015-01-17 00:33:53,28121,1,563501.0
468697,2015-02-09 23:05:59,28121,1,2068326.0
468649,2015-02-25 20:59:42,28121,1,1374823.0
497920,2015-03-05 10:34:26,28121,1,653684.0
468500,2015-03-12 22:37:56,28121,1,648210.0
468533,2015-04-11 17:01:14,28121,1,2571798.0
468318,2015-04-19 10:10:33,28121,1,666559.0
498115,2015-05-01 05:02:02,28121,1,1018289.0
468595,2015-05-08 21:24:46,28121,1,663764.0
628412,2015-03-06 00:09:30,28552,1,1261994.0
628409,2015-03-14 23:16:38,28552,1,4521.0
627463,2015-04-14 20:43:48,28552,1,1668816.0
627462,2015-04-24 12:35:19,28552,1,834691.0
627458,2015-05-31 22:02:02,28552,1,3230803.0
623944,2015-06-04 08:15:52,28552,1,296030.0
627480,2015-06-04 14:51:53,28552,1,23761.0
624027,2015-06-18 06:14:26,28552,1,1178553.0
579839,2015-06-13 17:25:03,28697,1,3733252.0
516831,2015-04-03 14:01:16,28826,1,
845776,2015-06-01 01:08:09,28975,1,
34012,2015-01-31 09:40:30,29224,1,
32674,2015-02-04 13:49:54,29224,1,360564.0
32678,2015-04-09 11:11:56,29224,1,5520122.0
725902,2015-01-08 21:50:05,29268,1,
725790,2015-01-12 10:14:08,29268,1,303843.0
725887,2015-03-30 10:55:41,29268,1,6655293.0
470938,2015-03-18 16:38:28,29438,1,
470942,2015-06-01 00:44:02,29438,1,95007.0
470943,2015-06-16 12:43:03,29438,1,1339141.0
227701,2015-02-16 14:36:08,29718,1,
399841,2015-05-07 10:30:34,29822,1,3193626.0
213857,2015-06-18 08:28:46,31067,1,
315202,2015-01-10 11:15:03,31112,1,
315209,2015-02-09 21:22:51,31112,1,2628468.0
315333,2015-02-17 12:48:25,31112,1,660334.0
315196,2015-04-25 16:12:31,31112,1,272942.0
315215,2015-05-04 00:22:28,31112,1,720597.0
315214,2015-05-08 20:45:27,31112,1,418979.0
315337,2015-05-18 22:37:19,31112,1,870712.0
315212,2015-05-20 12:41:51,31112,1,137072.0
315200,2015-06-28 11:52:41,31112,1,3366650.0
508360,2015-02-10 17:17:27,31322,1,
805531,2015-03-20 21:10:50,31418,1,
628623,2015-01-22 10:45:08,31518,1,
624113,2015-03-16 00:23:42,31518,1,4541914.0
624114,2015-04-27 22:54:41,31518,1,3677938.0
624115,2015-04-28 00:03:50,31518,1,4149.0
624111,2015-06-17 20:21:12,31518,1,4393042.0
624112,2015-06-18 00:42:49,31518,1,15697.0
686685,2015-06-18 20:54:52,31558,1,4901961.0
456234,2015-03-14 21:35:13,31794,1,6216843.0
456242,2015-03-22 19:37:59,31794,1,684166.0
456246,2015-06-20 23:07:40,31794,1,7788581.0
150494,2015-06-06 14:52:46,31943,1,
459102,2015-03-02 11:47:43,31959,1,
462563,2015-06-29 09:12:46,31959,1,10272303.0
570782,2015-03-03 01:33:21,32211,1,
43621,2015-05-19 14:03:56,32367,1,10213065.0
524905,2015-03-29 00:33:57,32446,1,100115.0
420487,2015-01-06 18:55:24,32826,1,
158874,2015-02-02 11:27:24,32826,1,2305920.0
98680,2015-03-03 14:51:13,32826,1,2517829.0
247392,2015-03-07 16:05:16,32826,1,350043.0
247387,2015-03-10 09:15:28,32826,1,234612.0
150972,2015-03-16 09:15:03,32826,1,518375.0
135486,2015-03-20 08:04:45,32826,1,341382.0
135491,2015-03-28 14:03:42,32826,1,712737.0
663,2015-04-01 04:58:36,32826,1,312894.0
420489,2015-04-05 20:18:15,32826,1,400779.0
135499,2015-04-07 09:34:30,32826,1,134175.0
144772,2015-04-13 11:28:59,32826,1,525269.0
405187,2015-04-17 20:09:12,32826,1,376813.0
664,2015-04-27 18:27:39,32826,1,857907.0
135497,2015-05-29 08:40:13,32826,1,1785140.0
144771,2015-05-29 10:22:10,32826,1,6117.0
98678,2015-06-08 18:33:49,32826,1,893499.0
684493,2015-06-14 09:36:43,32826,1,486174.0
135556,2015-06-15 11:22:35,32826,1,92752.0
405188,2015-06-24 15:17:33,32826,1,791698.0
918818,2015-05-19 14:00:12,32831,1,
508256,2015-03-26 13:40:26,33262,1,
449115,2015-02-04 09:17:05,33313,1,
449488,2015-02-09 10:06:47,33313,1,434982.0
449504,2015-02-10 20:58:39,33313,1,125512.0
449120,2015-02-12 11:10:20,33313,1,137501.0
449412,2015-02-12 21:29:22,33313,1,37142.0
449187,2015-03-30 19:00:25,33313,1,3965463.0
449284,2015-03-30 19:02:55,33313,1,150.0
449088,2015-03-31 19:45:00,33313,1,88925.0
449376,2015-04-04 20:39:08,33313,1,348848.0
449295,2015-04-30 15:00:51,33313,1,2226103.0
449126,2015-05-24 21:21:10,33313,1,2096419.0
449390,2015-06-17 16:05:50,33313,1,2054680.0
449136,2015-06-19 10:47:25,33313,1,153695.0
309286,2015-05-03 20:25:15,33401,1,3153776.0
309274,2015-06-08 10:29:45,33401,1,3074670.0
533812,2015-01-09 10:00:48,33413,1,
533807,2015-01-10 12:18:56,33413,1,94688.0
533810,2015-01-10 12:19:57,33413,1,61.0
533811,2015-02-07 11:31:19,33413,1,2416282.0
533808,2015-06-18 15:44:41,33413,1,422695.0
720045,2015-03-21 14:30:44,33632,1,
43923,2015-01-17 12:37:59,33748,1,
43924,2015-01-20 20:50:32,33748,1,288753.0
43920,2015-03-07 13:00:17,33748,1,3946185.0
43947,2015-05-03 14:19:57,33748,1,602972.0
43944,2015-05-03 14:20:05,33748,1,8.0
43918,2015-05-16 14:48:31,33748,1,1124906.0
42012,2015-02-03 16:13:12,34225,1,1353669.0
36385,2015-04-01 21:02:16,34225,1,1503182.0
36390,2015-04-13 10:09:49,34225,1,997653.0
36380,2015-04-13 10:09:57,34225,1,8.0
36388,2015-04-13 10:11:31,34225,1,94.0
36384,2015-05-03 22:33:10,34225,1,1772499.0
36382,2015-05-09 21:37:17,34225,1,515047.0
757002,2015-06-20 17:05:49,34956,1,
616668,2015-03-30 21:11:21,35267,1,
237545,2015-01-24 09:04:03,35326,1,1169354.0
237560,2015-04-01 12:49:46,35326,1,5802343.0
237553,2015-04-12 10:21:54,35326,1,941528.0
237396,2015-04-25 17:15:47,35326,1,1148033.0
237540,2015-06-18 12:27:38,35326,1,4648311.0
385060,2015-04-07 14:29:08,35349,1,
631350,2015-01-14 14:58:10,35475,1,
631353,2015-02-09 20:31:48,35475,1,1679667.0
631364,2015-02-22 21:28:07,35475,1,1126579.0
631365,2015-02-23 18:54:07,35475,1,77160.0
631367,2015-04-11 09:30:24,35475,1,1247587.0
631366,2015-04-12 17:23:49,35475,1,114805.0
631355,2015-04-12 22:16:55,35475,1,17586.0
631357,2015-04-14 11:13:09,35475,1,132974.0
624137,2015-04-27 22:10:13,35475,1,1162624.0
631368,2015-06-05 01:59:50,35475,1,1489857.0
631352,2015-06-15 08:02:55,35475,1,885785.0
110185,2015-03-16 22:14:15,35508,1,
927230,2015-03-29 22:57:30,35520,1,
618180,2015-06-02 09:01:43,35750,1,
640395,2015-05-07 00:08:50,35760,1,
769076,2015-01-05 16:54:18,35880,1,
769097,2015-05-03 17:08:00,35880,1,10196022.0
769053,2015-05-03 19:34:06,35880,1,8766.0
769073,2015-05-13 19:10:20,35880,1,862574.0
769133,2015-05-25 18:40:37,35880,1,1035017.0
528925,2015-03-19 14:47:44,36238,1,
528922,2015-06-15 15:42:35,36238,1,7606491.0
188273,2015-03-17 11:12:48,36532,1,
188278,2015-03-25 08:19:03,36532,1,680775.0
188277,2015-03-28 13:50:59,36532,1,279116.0
188257,2015-03-30 15:27:34,36532,1,178595.0
188332,2015-04-13 14:36:38,36532,1,1206544.0
188312,2015-04-17 15:28:16,36532,1,348698.0
188313,2015-04-19 15:28:02,36532,1,172786.0
188276,2015-05-02 08:46:34,36532,1,1099112.0
188258,2015-05-05 13:30:28,36532,1,276234.0
188331,2015-06-27 04:19:23,36532,1,4546135.0
602427,2015-01-04 11:20:44,36616,1,
602425,2015-01-06 09:19:31,36616,1,165527.0
602426,2015-03-24 11:41:25,36616,1,6661314.0
602423,2015-05-25 09:21:08,36616,1,5348383.0
602429,2015-06-15 21:59:16,36616,1,1859888.0
602428,2015-06-15 22:04:06,36616,1,290.0
806297,2015-01-22 01:22:24,36730,1,
415162,2015-03-20 10:01:33,37027,1,6697262.0
415143,2015-03-27 07:42:51,37027,1,596478.0
415146,2015-04-08 12:26:41,37027,1,1053830.0
415155,2015-05-25 11:40:40,37027,1,2600843.0
415153,2015-06-13 08:10:12,37027,1,1628972.0
443044,2015-01-24 12:33:26,37037,1,
443055,2015-06-22 15:46:30,37037,1,12885184.0
443051,2015-06-23 16:02:45,37037,1,87375.0
335309,2015-01-02 21:49:35,37277,1,
478619,2015-01-14 14:25:11,37277,1,1010136.0
423673,2015-02-28 09:09:18,37277,1,3869047.0
423679,2015-03-12 13:47:07,37277,1,1053469.0
368256,2015-04-23 02:45:45,37277,1,3589118.0
442467,2015-05-04 16:59:53,37277,1,1001648.0
478628,2015-05-09 08:44:57,37277,1,402304.0
448409,2015-02-16 18:57:46,37452,1,
448408,2015-02-23 14:49:26,37452,1,589900.0
448489,2015-02-26 10:26:58,37452,1,243452.0
448427,2015-04-15 09:45:03,37452,1,4144685.0
448459,2015-05-28 06:49:02,37452,1,3704639.0
448399,2015-06-07 09:49:25,37452,1,874823.0
405160,2015-04-28 13:30:09,37500,1,
673531,2015-04-14 16:56:27,37730,1,
769859,2015-03-04 11:15:27,38019,1,1728841.0
459542,2015-06-19 20:09:23,38152,1,
347489,2015-02-04 11:05:48,38224,1,
332261,2015-06-29 14:31:35,38224,1,10096050.0
332267,2015-06-30 10:45:05,38224,1,72810.0
94022,2015-01-06 14:31:09,38375,1,
94024,2015-01-16 15:59:44,38375,1,287328.0
94002,2015-02-12 09:46:15,38375,1,2310391.0
94003,2015-03-06 09:46:53,38375,1,1298781.0
94000,2015-04-07 10:15:16,38375,1,2766503.0
94023,2015-05-14 11:01:30,38375,1,3199574.0
94012,2015-06-05 16:08:43,38375,1,1919233.0
628612,2015-01-18 16:35:04,38432,1,
628613,2015-01-21 09:06:20,38432,1,232276.0
628611,2015-02-16 11:45:46,38432,1,1677646.0
628610,2015-02-17 18:18:46,38432,1,109980.0
628609,2015-06-20 16:30:53,38432,1,10620727.0
583141,2015-06-18 09:28:17,38803,1,
583140,2015-06-25 19:00:46,38803,1,639149.0
435490,2015-05-21 13:58:19,38850,1,
435518,2015-06-28 09:57:54,38850,1,2028433.0
329376,2015-03-20 09:52:38,38865,1,
401031,2015-04-21 11:51:25,38995,1,
391183,2015-01-16 16:08:12,39379,1,
391181,2015-01-20 10:32:27,39379,1,325455.0
391186,2015-02-15 09:04:09,39379,1,2241102.0
392816,2015-02-23 15:22:16,39379,1,713887.0
392749,2015-03-11 10:21:00,39379,1,1364324.0
392815,2015-05-01 10:04:15,39379,1,4405395.0
391182,2015-06-10 15:10:08,39379,1,3474353.0
392805,2015-06-15 09:31:22,39379,1,411674.0
392794,2015-06-28 17:46:31,39379,1,1152909.0
514508,2015-05-13 19:56:04,39518,1,
170487,2015-05-30 10:12:17,39538,1,
337047,2015-01-13 15:06:28,39650,1,
533622,2015-01-09 22:41:04,39881,1,
541122,2015-05-12 21:34:50,39881,1,828974.0
533619,2015-05-23 08:41:06,39881,1,903976.0
690792,2015-02-06 15:29:02,39942,1,
674988,2015-04-07 15:16:00,39942,1,5804.0
690791,2015-05-23 19:38:41,39942,1,3990161.0
690777,2015-06-04 13:28:56,39942,1,1014615.0
499327,2015-01-13 10:36:26,39958,1,
477459,2015-01-16 23:34:00,39958,1,305854.0
481109,2015-02-20 12:42:17,39958,1,2984897.0
518711,2015-03-12 21:13:17,39958,1,1758660.0
477453,2015-04-07 15:17:04,39958,1,2225027.0
517604,2015-05-08 14:19:24,39958,1,2674940.0
498438,2015-05-09 07:21:44,39958,1,61340.0
398076,2015-04-13 09:43:33,40097,1,
324638,2015-04-19 10:30:39,40097,1,521226.0
398012,2015-05-12 15:41:05,40097,1,2005826.0
397508,2015-05-24 19:30:13,40097,1,1050548.0
398070,2015-06-09 09:54:25,40097,1,1347852.0
67047,2015-02-26 10:40:00,40177,1,
66256,2015-05-05 00:04:45,40177,1,5347333.0
444655,2015-02-03 06:10:03,40209,1,
444657,2015-02-05 09:55:14,40209,1,186311.0
520446,2015-01-01 10:53:21,40462,1,
520450,2015-01-10 16:14:28,40462,1,796867.0
520451,2015-01-10 16:21:07,40462,1,399.0
520444,2015-01-10 16:21:23,40462,1,16.0
520443,2015-02-28 09:00:06,40462,1,2992980.0
520448,2015-03-02 14:08:31,40462,1,191305.0
520438,2015-03-27 07:27:45,40462,1,2135954.0
520442,2015-03-27 16:20:57,40462,1,31992.0
520439,2015-03-29 07:02:29,40462,1,139292.0
520435,2015-03-29 11:52:10,40462,1,17381.0
520436,2015-03-29 11:57:19,40462,1,309.0
520449,2015-04-24 05:14:23,40462,1,1337192.0
520452,2015-04-26 05:59:41,40462,1,175518.0
520437,2015-06-03 12:28:05,40462,1,3306504.0
520445,2015-06-12 20:34:47,40462,1,545808.0
583504,2015-03-08 22:53:06,40737,1,955612.0
945231,2015-02-08 07:29:04,40787,1,
756804,2015-06-11 18:55:20,40832,1,12546998.0
593120,2015-02-07 14:44:16,40850,1,794960.0
593123,2015-02-26 11:44:36,40850,1,1630820.0
593125,2015-03-27 17:35:45,40850,1,2526669.0
593122,2015-06-22 11:55:29,40850,1,7496384.0
593121,2015-06-27 15:55:28,40850,1,446399.0
496545,2015-01-10 00:35:47,40881,1,397587.0
496547,2015-01-10 00:39:32,40881,1,225.0
496540,2015-02-22 09:09:11,40881,1,1024448.0
639672,2015-02-15 09:26:58,41026,1,
640480,2015-03-24 14:42:38,41026,1,3215740.0
639912,2015-06-08 15:48:02,41026,1,6570324.0
156810,2015-01-07 13:58:00,41029,1,
156806,2015-04-06 12:10:55,41029,1,7683175.0
158637,2015-05-17 12:26:39,41029,1,3543344.0
160419,2015-05-27 18:22:49,41029,1,885370.0
160412,2015-05-27 19:35:39,41029,1,4370.0
158636,2015-06-17 20:29:32,41029,1,1817633.0
670973,2015-01-21 15:08:30,41104,1,1010493.0
439396,2015-01-17 10:25:42,41428,1,
439383,2015-03-16 09:16:31,41428,1,5007049.0
439394,2015-03-19 05:13:05,41428,1,244594.0
439384,2015-06-18 23:16:07,41428,1,7927382.0
439387,2015-06-18 23:20:04,41428,1,237.0
241191,2015-05-23 09:32:29,41786,1,
241194,2015-05-27 19:49:39,41786,1,382630.0
493039,2015-04-20 21:47:40,41895,1,
493185,2015-05-29 23:31:17,41895,1,3375817.0
493057,2015-05-31 10:17:36,41895,1,125179.0
711489,2015-02-15 08:40:09,41963,1,
711419,2015-03-10 08:34:08,41963,1,1986839.0
711614,2015-04-03 22:17:00,41963,1,2122972.0
711564,2015-04-13 14:16:49,41963,1,835189.0
692564,2015-04-25 09:47:47,42004,1,
516421,2015-01-04 06:45:18,42599,1,
516415,2015-01-04 06:45:21,42599,1,3.0
516407,2015-06-25 20:33:54,42599,1,14910513.0
516428,2015-06-25 20:35:02,42599,1,68.0
516401,2015-06-25 20:35:51,42599,1,49.0
516394,2015-06-25 20:36:42,42599,1,51.0
516377,2015-06-25 20:39:47,42599,1,185.0
516432,2015-06-30 11:45:04,42599,1,399917.0
646798,2015-05-27 09:12:39,42686,1,4376416.0
128484,2015-02-18 08:15:44,43005,1,
128485,2015-02-18 08:58:02,43005,1,2538.0
128481,2015-02-19 07:54:33,43005,1,82591.0
128493,2015-03-16 08:51:15,43005,1,2163402.0
128483,2015-04-19 21:01:57,43005,1,2981442.0
128494,2015-05-23 23:46:39,43005,1,2947482.0
116560,2015-05-31 11:12:39,43005,1,645960.0
116245,2015-06-17 09:36:05,43005,1,1463006.0
757171,2015-06-07 09:11:47,43067,1,1157364.0
272947,2015-03-03 20:18:13,43347,1,
272955,2015-04-28 20:50:02,43347,1,4840309.0
272951,2015-05-12 05:14:14,43347,1,1153452.0
272958,2015-06-22 15:08:43,43347,1,3578069.0
755648,2015-06-12 13:50:38,44210,1,746614.0
295959,2015-01-24 20:28:11,44290,1,
295976,2015-02-21 22:06:21,44290,1,2425090.0
296033,2015-03-24 11:20:28,44290,1,2639647.0
295956,2015-04-11 12:46:53,44290,1,1560385.0
295985,2015-04-18 15:09:53,44290,1,613380.0
680070,2015-06-21 15:35:15,44385,1,6407062.0
338736,2015-03-18 22:28:56,44629,1,359253.0
455331,2015-05-25 15:04:25,44633,1,
642260,2015-03-13 10:10:42,44795,1,2163413.0
655960,2015-06-19 14:45:52,44795,1,2040365.0
402531,2015-01-20 19:30:52,44988,1,271884.0
368780,2015-02-18 00:26:34,44988,1,95665.0
368778,2015-02-18 05:06:15,44988,1,16781.0
402519,2015-03-03 18:58:57,44988,1,1173162.0
402503,2015-03-13 07:01:05,44988,1,232832.0
402517,2015-04-08 16:09:32,44988,1,274210.0
402526,2015-04-22 19:42:35,44988,1,1222383.0
402516,2015-06-04 11:38:13,44988,1,348153.0
402502,2015-06-11 13:00:54,44988,1,59676.0
402523,2015-06-11 13:39:59,44988,1,2345.0
598493,2015-01-03 15:08:02,45216,1,
515089,2015-03-15 08:09:58,45414,1,
515053,2015-03-15 08:11:45,45414,1,107.0
515170,2015-05-05 15:45:33,45414,1,4433628.0
239241,2015-04-12 20:09:28,45452,1,
239124,2015-04-15 18:30:34,45452,1,253266.0
503937,2015-06-01 02:27:55,45774,1,
34617,2015-04-13 23:09:28,45779,1,
517889,2015-01-13 22:19:14,45944,1,118411.0
881513,2015-03-24 18:47:04,45993,1,870963.0
291310,2015-01-16 13:42:25,46104,1,
291307,2015-03-04 17:56:20,46104,1,4076035.0
291292,2015-03-10 11:27:26,46104,1,495066.0
291322,2015-04-25 21:17:32,46104,1,4009806.0
291274,2015-06-07 13:25:08,46104,1,3686856.0
686707,2015-05-03 16:54:17,46706,1,2265368.0
655325,2015-02-24 09:17:31,46780,1,1764881.0
704179,2015-05-01 20:59:17,46787,1,277641.0
688212,2015-05-11 11:04:56,46787,1,407532.0
677578,2015-05-13 00:45:49,46787,1,135653.0
688188,2015-06-08 09:46:37,46787,1,575447.0
409487,2015-05-17 11:37:35,46854,1,
373306,2015-01-30 22:32:27,46931,1,
373363,2015-02-05 15:46:20,46931,1,494033.0
373296,2015-04-19 22:00:43,46931,1,6329663.0
607451,2015-05-16 07:11:18,46967,1,
626762,2015-02-04 09:07:31,46985,1,
626764,2015-03-03 00:49:48,46985,1,2302937.0
223382,2015-02-21 08:45:56,47106,1,
223409,2015-02-21 08:46:26,47106,1,30.0
223505,2015-03-13 00:01:01,47106,1,1696475.0
223502,2015-05-09 16:10:32,47106,1,4982971.0
591748,2015-04-06 22:20:11,47556,1,
722275,2015-06-09 09:26:58,47760,1,
722343,2015-06-19 09:05:00,47760,1,862682.0
372166,2015-02-04 18:40:36,47776,1,
372206,2015-02-11 11:21:04,47776,1,578428.0
372187,2015-02-14 12:10:07,47776,1,262143.0
372235,2015-03-02 00:54:39,47776,1,1341872.0
372239,2015-03-02 01:12:01,47776,1,1042.0
372230,2015-03-02 01:25:56,47776,1,835.0
372249,2015-03-15 23:43:17,47776,1,1203441.0
372213,2015-05-03 15:18:57,47776,1,4203340.0
372192,2015-05-26 15:57:02,47776,1,1989485.0
372204,2015-05-27 10:21:02,47776,1,66240.0
372174,2015-06-03 14:25:20,47776,1,619458.0
372200,2015-06-17 19:14:55,47776,1,1226975.0
372260,2015-06-19 21:48:19,47776,1,182004.0
372268,2015-06-19 21:48:46,47776,1,27.0
372223,2015-06-26 00:02:23,47776,1,526417.0
849115,2015-01-12 08:50:19,48230,1,
848916,2015-01-14 21:08:27,48230,1,217088.0
848960,2015-01-15 21:06:17,48230,1,86270.0
849193,2015-01-18 17:59:00,48230,1,247963.0
849364,2015-02-08 14:26:55,48230,1,1801675.0
849029,2015-02-11 10:33:43,48230,1,245208.0
849043,2015-02-27 18:39:40,48230,1,1411557.0
849478,2015-03-21 07:18:49,48230,1,1859949.0
849469,2015-04-10 10:10:00,48230,1,1738271.0
849013,2015-04-20 12:48:07,48230,1,873487.0
849046,2015-05-04 12:54:48,48230,1,1210001.0
849243,2015-06-13 15:09:25,48230,1,3464077.0
155499,2015-03-29 09:30:51,48288,1,
155476,2015-06-13 09:49:28,48288,1,6567517.0
348890,2015-03-25 06:51:22,48755,1,3580178.0
348888,2015-03-25 06:55:10,48755,1,228.0
