Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,disHoliday_detail,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,classWeekdayRatio,parClassWeekdayRatio
1102,11,2015/1/23,1,0,1,0,0,1,4,23,4,8.51,24.77,0.0173,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/1/24,0,0,2,0,0,1,5,24,4,8.51,24.77,0.01754,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/1/25,0,0,2,0,0,1,6,25,4,8.51,24.77,0.00862,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/1/26,0,0,1,0,0,1,0,26,5,8.51,24.77,0.02478,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/1/27,0,0,1,0,0,1,1,27,5,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/1/28,2,0,1,0,0,1,2,28,5,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/1/29,0,0,1,0,0,1,3,29,5,8.51,24.77,0.00748,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/1/30,0,0,1,0,0,1,4,30,5,8.51,24.77,0.00227,0.02,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/1/31,0,0,2,0,0,1,5,31,5,8.51,24.77,0.00592,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/2/1,0,0,2,0,0,2,6,32,5,8.51,24.77,0.03484,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/2/2,0,0,1,0,0,2,0,33,6,8.51,24.77,0.03484,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/2/3,2,0,1,0,0,2,1,34,6,8.51,24.77,0.02331,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/2/4,0,0,1,0,0,2,2,35,6,8.51,24.77,0.02705,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/2/5,2,0,1,0,0,2,3,36,6,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/2/6,1,0,1,0,0,2,4,37,6,8.51,24.77,0.01601,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/2/7,0,0,2,0,0,2,5,38,6,8.51,24.77,0.01028,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/2/8,1,0,2,0,0,2,6,39,6,8.51,24.77,0.01307,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/2/9,0,0,1,0,0,2,0,40,7,8.51,24.77,0.02104,0.028,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/2/10,1,0,1,0,0,2,1,41,7,8.51,24.77,0.07355,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/2/11,3,0,1,0,0,2,2,42,7,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/2/12,0,0,1,0,0,2,3,43,7,8.51,24.77,0.02313,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/2/13,1,0,1,0,0,2,4,44,7,8.51,24.77,0.02104,0.028,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/2/14,0,0,2,0,0,2,5,45,7,8.51,24.77,0.07355,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/2/15,0,0,2,0.6,13,2,6,46,7,8.51,24.77,0.00583,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/2/16,0,0,1,0.6,12,2,0,47,8,8.51,24.77,0.01475,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/2/17,1,0,1,0.8,11,2,1,48,8,8.51,24.77,0.00985,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/2/18,0,0,3,1,1,2,2,49,8,8.51,24.77,0.02478,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/2/19,0,0,3,1,2,2,3,50,8,8.51,24.77,0.07355,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/2/20,0,0,3,1,3,2,4,51,8,8.51,24.77,0.01754,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/2/21,0,0,3,1,4,2,5,52,8,8.51,24.77,0.0042,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/2/22,0,0,3,1,5,2,6,53,8,8.51,24.77,0.01371,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/2/23,0,0,3,1,6,2,0,54,9,8.51,24.77,0.02331,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/2/24,0,0,3,1,7,2,1,55,9,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/2/25,0,0,1,0.5,8,2,2,56,9,8.51,24.77,0.02215,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/2/26,0,0,1,0.3,9,2,3,57,9,8.51,24.77,0.00724,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/2/27,0,0,1,0.3,10,2,4,58,9,8.51,24.77,0.03484,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/2/28,0,0,1,0,0,2,5,59,9,8.51,24.77,0.07355,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/3/1,1,0,2,0,0,3,6,60,9,8.51,24.77,0.0173,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/3/2,2,0,1,0,0,3,0,61,10,8.51,24.77,0.00635,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/3/3,0,0,1,0,0,3,1,62,10,8.51,24.77,0.01601,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/3/4,4,0,1,0,0,3,2,63,10,8.51,24.77,0.00724,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/3/5,0,0,1,0,0,3,3,64,10,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/3/6,0,0,1,0,0,3,4,65,10,8.51,24.77,0.00583,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/3/7,0,0,2,0,0,3,5,66,10,8.51,24.77,9.00E-05,0.00132,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/3/8,0,0,2,0,0,3,6,67,10,8.51,24.77,0.02705,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/3/9,0,0,1,0,0,3,0,68,11,8.51,24.77,0.03484,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/3/10,1,0,1,0,0,3,1,69,11,8.51,24.77,0.02478,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/3/11,2,0,1,0,0,3,2,70,11,8.51,24.77,0.02432,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/3/12,0,0,1,0,0,3,3,71,11,8.51,24.77,0.03659,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/3/13,0,0,1,0,0,3,4,72,11,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/3/14,1,0,2,0,0,3,5,73,11,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/3/15,0,0,2,0,0,3,6,74,11,8.51,24.77,0.03739,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/3/16,0,0,1,0,0,3,0,75,12,8.51,24.77,0.02705,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/3/17,0,0,1,0,0,3,1,76,12,8.51,24.77,0.02313,0.10803,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/3/18,2,0,1,0,0,3,2,77,12,8.51,24.77,0.01475,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/3/19,2,0,1,0,0,3,3,78,12,8.51,24.77,0.00589,0.01509,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/3/20,0,0,1,0,0,3,4,79,12,8.51,24.77,0.02233,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/3/21,3,0,2,0,0,3,5,80,12,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/3/22,0,0,2,0,0,3,6,81,12,8.51,24.77,0.03484,0.20741,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/3/23,0,0,1,0,0,3,0,82,13,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/3/24,3,0,1,0,0,3,1,83,13,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/3/25,1,0,1,0,0,3,2,84,13,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1102,11,2015/3/26,2,0,1,0,0,3,3,85,13,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.152173913,0.136882129
1102,11,2015/3/27,0,0,1,0,0,3,4,86,13,8.51,24.77,0.01475,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.065217391,0.053231939
1102,11,2015/3/28,1,0,2,0,0,3,5,87,13,8.51,24.77,0.01475,0.07125,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.108695652,0.098859316
1102,11,2015/3/29,0,0,2,0,0,3,6,88,13,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.091254753
1102,11,2015/3/30,0,0,1,0,0,3,0,89,14,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.043478261,0.114068441
1102,11,2015/3/31,0,0,1,0,0,3,1,90,14,8.51,24.77,0.22891,0.32881,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.173913043,0.197718631
1102,11,2015/4/1,3,0,1,0.6,13,4,2,91,14,8.51,24.77,0.01307,0.14284,0,0.633333333,4,0,0,0.225806452,3,0,4.75,0.391304348,0.30418251
1103,11,2015/1/1,1,0,3,1,1,1,3,1,1,5.29,24.77,0.00215,0.04399,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/1/2,1,0,3,1,2,1,4,2,1,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/1/3,0,0,3,1,3,1,5,3,1,5.29,24.77,0.00227,0.02,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/1/4,0,0,1,0.5,8,1,6,4,1,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/1/5,0,0,1,0.3,9,1,0,5,2,5.29,24.77,0.00592,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/1/6,1,0,1,0.3,10,1,1,6,2,5.29,24.77,0.00592,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/1/7,0,0,1,0,0,1,2,7,2,5.29,24.77,0.00478,0.028,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/1/8,0,0,1,0,0,1,3,8,2,5.29,24.77,0.00209,0.01482,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/1/9,0,0,1,0,0,1,4,9,2,5.29,24.77,0.00862,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/1/10,0,0,2,0,0,1,5,10,2,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/1/11,0,0,2,0,0,1,6,11,2,5.29,24.77,0.02331,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/1/12,0,0,1,0,0,1,0,12,3,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/1/13,0,0,1,0,0,1,1,13,3,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/1/14,1,0,1,0,0,1,2,14,3,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/1/15,0,0,1,0,0,1,3,15,3,5.29,24.77,0.02705,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/1/16,0,0,1,0,0,1,4,16,3,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/1/17,0,0,2,0,0,1,5,17,3,5.29,24.77,0.00325,0.07125,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/1/18,0,0,2,0,0,1,6,18,3,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/1/19,0,0,1,0,0,1,0,19,4,5.29,24.77,0.03739,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/1/20,1,0,1,0,0,1,1,20,4,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/1/21,0,0,1,0,0,1,2,21,4,5.29,24.77,0.02104,0.028,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/1/22,0,0,1,0,0,1,3,22,4,5.29,24.77,0.01583,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/1/23,0,0,1,0,0,1,4,23,4,5.29,24.77,0.00512,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/1/24,0,0,2,0,0,1,5,24,4,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/1/25,0,0,2,0,0,1,6,25,4,5.29,24.77,0.00589,0.01509,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/1/26,0,0,1,0,0,1,0,26,5,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/1/27,2,0,1,0,0,1,1,27,5,5.29,24.77,0.01009,0.02,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/1/28,0,0,1,0,0,1,2,28,5,5.29,24.77,0.01113,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/1/29,0,0,1,0,0,1,3,29,5,5.29,24.77,0.01583,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/1/30,0,0,1,0,0,1,4,30,5,5.29,24.77,0.00255,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/1/31,0,0,2,0,0,1,5,31,5,5.29,24.77,3.00E-05,0.00693,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/2/1,1,0,2,0,0,2,6,32,5,5.29,24.77,0.00626,0.02,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/2/2,4,0,1,0,0,2,0,33,6,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/2/3,3,0,1,0,0,2,1,34,6,5.29,24.77,0.00635,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/2/4,0,0,1,0,0,2,2,35,6,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/2/5,0,0,1,0,0,2,3,36,6,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/2/6,0,0,1,0,0,2,4,37,6,5.29,24.77,0.01754,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/2/7,0,0,2,0,0,2,5,38,6,5.29,24.77,0.02705,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/2/8,0,0,2,0,0,2,6,39,6,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/2/9,0,0,1,0,0,2,0,40,7,5.29,24.77,0.02705,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/2/10,1,0,1,0,0,2,1,41,7,5.29,24.77,0.02705,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/2/11,0,0,1,0,0,2,2,42,7,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/2/12,0,0,1,0,0,2,3,43,7,5.29,24.77,0.00347,0.07125,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/2/13,0,0,1,0,0,2,4,44,7,5.29,24.77,0.00985,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/2/14,0,0,2,0,0,2,5,45,7,5.29,24.77,0.01166,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/2/15,1,0,2,0.6,13,2,6,46,7,5.29,24.77,0.02478,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/2/16,0,0,1,0.6,12,2,0,47,8,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/2/17,1,0,1,0.8,11,2,1,48,8,5.29,24.77,0.03659,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/2/18,0,0,3,1,1,2,2,49,8,5.29,24.77,0.01583,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/2/19,0,0,3,1,2,2,3,50,8,5.29,24.77,0.00985,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/2/20,0,0,3,1,3,2,4,51,8,5.29,24.77,0.0012,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/2/21,0,0,3,1,4,2,5,52,8,5.29,24.77,0.01371,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/2/22,0,0,3,1,5,2,6,53,8,5.29,24.77,0.02104,0.028,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/2/23,0,0,3,1,6,2,0,54,9,5.29,24.77,0.02478,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/2/24,0,0,3,1,7,2,1,55,9,5.29,24.77,0.03739,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/2/25,0,0,1,0.5,8,2,2,56,9,5.29,24.77,0.00788,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/2/26,0,0,1,0.3,9,2,3,57,9,5.29,24.77,0.01307,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/2/27,0,0,1,0.3,10,2,4,58,9,5.29,24.77,0.02331,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/2/28,0,0,1,0,0,2,5,59,9,5.29,24.77,0.02104,0.028,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/3/1,0,0,2,0,0,3,6,60,9,5.29,24.77,0.02432,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/3/2,0,0,1,0,0,3,0,61,10,5.29,24.77,0.01166,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/3/3,0,0,1,0,0,3,1,62,10,5.29,24.77,0.01166,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/3/4,1,0,1,0,0,3,2,63,10,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/3/5,0,0,1,0,0,3,3,64,10,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/3/6,0,0,1,0,0,3,4,65,10,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/3/7,0,0,2,0,0,3,5,66,10,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/3/8,0,0,2,0,0,3,6,67,10,5.29,24.77,0.00276,0.04399,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/3/9,0,0,1,0,0,3,0,68,11,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/3/10,0,0,1,0,0,3,1,69,11,5.29,24.77,0.02215,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/3/11,0,0,1,0,0,3,2,70,11,5.29,24.77,0.01113,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/3/12,0,0,1,0,0,3,3,71,11,5.29,24.77,0.03484,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/3/13,0,0,1,0,0,3,4,72,11,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/3/14,1,0,2,0,0,3,5,73,11,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/3/15,0,0,2,0,0,3,6,74,11,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/3/16,0,0,1,0,0,3,0,75,12,5.29,24.77,0.03739,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/3/17,1,0,1,0,0,3,1,76,12,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/3/18,0,0,1,0,0,3,2,77,12,5.29,24.77,0.00963,0.07125,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/3/19,0,0,1,0,0,3,3,78,12,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
1103,11,2015/3/20,0,0,1,0,0,3,4,79,12,5.29,24.77,0.07355,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.053231939
1103,11,2015/3/21,0,0,2,0,0,3,5,80,12,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.098859316
1103,11,2015/3/22,0,0,2,0,0,3,6,81,12,5.29,24.77,0.03739,0.20741,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.068965517,0.091254753
1103,11,2015/3/23,0,0,1,0,0,3,0,82,13,5.29,24.77,0.00589,0.01509,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.137931034,0.114068441
1103,11,2015/3/24,0,0,1,0,0,3,1,83,13,5.29,24.77,0.00423,0.14284,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.344827586,0.197718631
1103,11,2015/3/25,0,0,1,0,0,3,2,84,13,5.29,24.77,0.02432,0.10803,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.310344828,0.30418251
1103,11,2015/3/26,0,0,1,0,0,3,3,85,13,5.29,24.77,0.22891,0.32881,0,0.383333333,7,0,0,0.161290323,1,0,3.833333333,0.034482759,0.136882129
