,Class,SaleDate,saleCount,dayOfWeek,parClass
1673,1515,2015-01-06,2,1,15
1674,1515,2015-01-07,3,2,15
1675,1515,2015-01-08,1,3,15
1676,1515,2015-01-13,2,1,15
1677,1515,2015-01-16,2,4,15
1678,1515,2015-01-18,2,6,15
1679,1515,2015-01-19,2,0,15
1680,1515,2015-01-20,1,1,15
1681,1515,2015-01-21,1,2,15
1682,1515,2015-01-22,1,3,15
1683,1515,2015-01-24,1,5,15
1684,1515,2015-01-25,2,6,15
1685,1515,2015-01-27,1,1,15
1686,1515,2015-01-28,2,2,15
1687,1515,2015-01-29,2,3,15
1688,1515,2015-02-02,1,0,15
1689,1515,2015-02-03,1,1,15
1690,1515,2015-02-07,3,5,15
1691,1515,2015-02-08,2,6,15
1692,1515,2015-02-09,1,0,15
1693,1515,2015-02-10,2,1,15
1694,1515,2015-02-11,2,2,15
1695,1515,2015-02-16,1,0,15
1696,1515,2015-02-18,1,2,15
1697,1515,2015-02-20,1,4,15
1698,1515,2015-02-22,1,6,15
1699,1515,2015-02-27,1,4,15
1700,1515,2015-02-28,1,5,15
1701,1515,2015-03-02,1,0,15
1702,1515,2015-03-03,1,1,15
1703,1515,2015-03-04,1,2,15
1704,1515,2015-03-06,1,4,15
1705,1515,2015-03-07,1,5,15
1706,1515,2015-03-10,1,1,15
1707,1515,2015-03-12,2,3,15
1708,1515,2015-03-14,1,5,15
1709,1515,2015-03-17,2,1,15
1710,1515,2015-03-20,2,4,15
1711,1515,2015-03-25,1,2,15
1712,1515,2015-03-28,1,5,15
1713,1515,2015-03-30,1,0,15
1714,1515,2015-04-04,3,5,15
1715,1515,2015-04-06,3,0,15
1716,1515,2015-04-07,1,1,15
1717,1515,2015-04-10,2,4,15
1718,1515,2015-04-11,1,5,15
1719,1515,2015-04-12,1,6,15
1720,1515,2015-04-14,1,1,15
1721,1515,2015-04-15,5,2,15
1722,1515,2015-04-20,3,0,15
1723,1515,2015-04-23,2,3,15
1724,1516,2015-04-23,3,3,15
1725,1516,2015-04-25,2,5,15
1726,1516,2015-04-26,1,6,15
1727,1516,2015-04-27,5,0,15
1728,1516,2015-04-28,1,1,15
1729,1516,2015-04-29,4,2,15
1730,1516,2015-04-30,1,3,15
1731,1517,2015-01-02,4,4,15
1732,1517,2015-01-03,3,5,15
1733,1517,2015-01-04,7,6,15
1734,1517,2015-01-05,3,0,15
1735,1517,2015-01-06,2,1,15
1736,1517,2015-01-07,5,2,15
1737,1517,2015-01-08,3,3,15
1738,1517,2015-01-09,1,4,15
1739,1517,2015-01-10,3,5,15
1740,1517,2015-01-11,4,6,15
1741,1517,2015-01-12,4,0,15
1742,1517,2015-01-13,3,1,15
1743,1517,2015-01-14,4,2,15
1744,1517,2015-01-15,3,3,15
1745,1517,2015-01-16,4,4,15
1746,1517,2015-01-17,4,5,15
1747,1517,2015-01-18,2,6,15
1748,1517,2015-01-19,3,0,15
1749,1517,2015-01-20,2,1,15
1750,1517,2015-01-21,5,2,15
1751,1517,2015-01-22,3,3,15
1752,1517,2015-01-23,5,4,15
1753,1517,2015-01-24,3,5,15
1754,1517,2015-01-25,1,6,15
1755,1517,2015-01-26,6,0,15
1756,1517,2015-01-27,2,1,15
1757,1517,2015-01-28,7,2,15
1758,1517,2015-01-29,5,3,15
1759,1517,2015-01-30,7,4,15
1760,1517,2015-01-31,6,5,15
1761,1517,2015-02-01,4,6,15
1762,1517,2015-02-02,11,0,15
1763,1517,2015-02-03,3,1,15
1764,1517,2015-02-05,1,3,15
1765,1517,2015-02-07,2,5,15
1766,1517,2015-02-08,2,6,15
1767,1517,2015-02-09,3,0,15
1768,1517,2015-02-10,3,1,15
1769,1517,2015-02-11,2,2,15
1770,1517,2015-02-12,3,3,15
1771,1517,2015-02-13,2,4,15
1772,1517,2015-02-15,2,6,15
1773,1517,2015-02-16,8,0,15
1774,1517,2015-02-17,4,1,15
1775,1517,2015-02-18,7,2,15
1776,1517,2015-02-20,2,4,15
1777,1517,2015-02-21,3,5,15
1778,1517,2015-02-22,1,6,15
1779,1517,2015-02-23,2,0,15
1780,1517,2015-02-24,2,1,15
1781,1517,2015-02-25,4,2,15
1782,1517,2015-02-26,2,3,15
1783,1517,2015-02-27,1,4,15
1784,1517,2015-02-28,1,5,15
1785,1517,2015-03-01,4,6,15
1786,1517,2015-03-02,3,0,15
1787,1517,2015-03-03,2,1,15
1788,1517,2015-03-04,6,2,15
1789,1517,2015-03-05,1,3,15
1790,1517,2015-03-06,3,4,15
1791,1517,2015-03-07,4,5,15
1792,1517,2015-03-08,4,6,15
1793,1517,2015-03-09,3,0,15
1794,1517,2015-03-10,2,1,15
1795,1517,2015-03-11,7,2,15
1796,1517,2015-03-12,2,3,15
1797,1517,2015-03-13,1,4,15
1798,1517,2015-03-14,5,5,15
1799,1517,2015-03-15,2,6,15
1800,1517,2015-03-16,1,0,15
1801,1517,2015-03-17,1,1,15
1802,1517,2015-03-18,3,2,15
1803,1517,2015-03-19,3,3,15
1804,1517,2015-03-20,2,4,15
1805,1517,2015-03-21,1,5,15
1806,1517,2015-03-22,1,6,15
1807,1517,2015-03-24,4,1,15
1808,1517,2015-03-25,3,2,15
1809,1517,2015-03-26,5,3,15
1810,1517,2015-03-28,5,5,15
1811,1517,2015-03-29,5,6,15
1812,1517,2015-03-30,4,0,15
1813,1517,2015-04-01,5,2,15
1814,1517,2015-04-02,2,3,15
1815,1517,2015-04-03,7,4,15
1816,1517,2015-04-04,3,5,15
1817,1517,2015-04-05,2,6,15
1818,1517,2015-04-06,2,0,15
1819,1517,2015-04-07,6,1,15
1820,1517,2015-04-08,5,2,15
1821,1517,2015-04-10,1,4,15
1822,1517,2015-04-11,2,5,15
1823,1517,2015-04-12,2,6,15
1824,1517,2015-04-13,3,0,15
1825,1517,2015-04-14,5,1,15
1826,1517,2015-04-15,5,2,15
1827,1517,2015-04-17,5,4,15
1828,1517,2015-04-18,2,5,15
1829,1517,2015-04-19,1,6,15
1830,1517,2015-04-20,7,0,15
1831,1517,2015-04-21,4,1,15
1832,1517,2015-04-23,3,3,15
1833,1517,2015-04-24,1,4,15
1834,1517,2015-04-25,1,5,15
1835,1517,2015-04-26,6,6,15
1836,1517,2015-04-27,1,0,15
1837,1517,2015-04-29,2,2,15
1838,1517,2015-04-30,4,3,15
1839,1518,2015-01-01,6,3,15
1840,1518,2015-01-02,8,4,15
1841,1518,2015-01-03,3,5,15
1842,1518,2015-01-04,4,6,15
1843,1518,2015-01-05,7,0,15
1844,1518,2015-01-06,8,1,15
1845,1518,2015-01-07,13,2,15
1846,1518,2015-01-08,6,3,15
1847,1518,2015-01-09,10,4,15
1848,1518,2015-01-10,8,5,15
1849,1518,2015-01-11,11,6,15
1850,1518,2015-01-12,10,0,15
1851,1518,2015-01-13,9,1,15
1852,1518,2015-01-14,19,2,15
1853,1518,2015-01-15,6,3,15
1854,1518,2015-01-16,3,4,15
1855,1518,2015-01-17,5,5,15
1856,1518,2015-01-18,5,6,15
1857,1518,2015-01-19,16,0,15
1858,1518,2015-01-20,10,1,15
1859,1518,2015-01-21,13,2,15
1860,1518,2015-01-22,8,3,15
1861,1518,2015-01-23,6,4,15
1862,1518,2015-01-24,13,5,15
1863,1518,2015-01-25,11,6,15
1864,1518,2015-01-26,6,0,15
1865,1518,2015-01-27,10,1,15
1866,1518,2015-01-28,14,2,15
1867,1518,2015-01-29,9,3,15
1868,1518,2015-01-30,8,4,15
1869,1518,2015-01-31,12,5,15
1870,1518,2015-02-01,4,6,15
1871,1518,2015-02-02,6,0,15
1872,1518,2015-02-03,10,1,15
1873,1518,2015-02-05,6,3,15
1874,1518,2015-02-06,15,4,15
1875,1518,2015-02-07,2,5,15
1876,1518,2015-02-08,7,6,15
1877,1518,2015-02-09,10,0,15
1878,1518,2015-02-10,10,1,15
1879,1518,2015-02-11,20,2,15
1880,1518,2015-02-12,9,3,15
1881,1518,2015-02-13,9,4,15
1882,1518,2015-02-15,11,6,15
1883,1518,2015-02-16,23,0,15
1884,1518,2015-02-17,12,1,15
1885,1518,2015-02-18,18,2,15
1886,1518,2015-02-19,5,3,15
1887,1518,2015-02-20,4,4,15
1888,1518,2015-02-21,8,5,15
1889,1518,2015-02-22,17,6,15
1890,1518,2015-02-23,3,0,15
1891,1518,2015-02-24,6,1,15
1892,1518,2015-02-25,8,2,15
1893,1518,2015-02-26,2,3,15
1894,1518,2015-02-27,3,4,15
1895,1518,2015-02-28,7,5,15
1896,1518,2015-03-01,10,6,15
1897,1518,2015-03-02,5,0,15
1898,1518,2015-03-03,5,1,15
1899,1518,2015-03-04,11,2,15
1900,1518,2015-03-05,6,3,15
1901,1518,2015-03-06,8,4,15
1902,1518,2015-03-07,7,5,15
1903,1518,2015-03-08,9,6,15
1904,1518,2015-03-09,8,0,15
1905,1518,2015-03-10,3,1,15
1906,1518,2015-03-11,8,2,15
1907,1518,2015-03-12,7,3,15
1908,1518,2015-03-13,3,4,15
1909,1518,2015-03-14,9,5,15
1910,1518,2015-03-15,2,6,15
1911,1518,2015-03-16,8,0,15
1912,1518,2015-03-17,7,1,15
1913,1518,2015-03-18,12,2,15
1914,1518,2015-03-19,6,3,15
1915,1518,2015-03-20,9,4,15
1916,1518,2015-03-21,9,5,15
1917,1518,2015-03-22,8,6,15
1918,1518,2015-03-23,10,0,15
1919,1518,2015-03-24,11,1,15
1920,1518,2015-03-25,15,2,15
1921,1518,2015-03-26,6,3,15
1922,1518,2015-03-27,2,4,15
1923,1518,2015-03-28,7,5,15
1924,1518,2015-03-29,13,6,15
1925,1518,2015-03-30,8,0,15
1926,1518,2015-04-01,10,2,15
1927,1518,2015-04-02,4,3,15
1928,1518,2015-04-03,8,4,15
1929,1518,2015-04-04,9,5,15
1930,1518,2015-04-05,6,6,15
1931,1518,2015-04-06,8,0,15
1932,1518,2015-04-07,15,1,15
1933,1518,2015-04-08,6,2,15
1934,1518,2015-04-10,2,4,15
1935,1518,2015-04-11,12,5,15
1936,1518,2015-04-12,7,6,15
1937,1518,2015-04-13,9,0,15
1938,1518,2015-04-14,16,1,15
1939,1518,2015-04-15,17,2,15
1940,1518,2015-04-17,11,4,15
1941,1518,2015-04-18,14,5,15
1942,1518,2015-04-19,9,6,15
1943,1518,2015-04-20,18,0,15
1944,1518,2015-04-21,7,1,15
1945,1518,2015-04-22,23,2,15
1946,1518,2015-04-23,5,3,15
1947,1518,2015-04-24,14,4,15
1948,1518,2015-04-25,17,5,15
1949,1518,2015-04-26,15,6,15
1950,1518,2015-04-27,7,0,15
1951,1518,2015-04-28,8,1,15
1952,1518,2015-04-29,17,2,15
1953,1518,2015-04-30,13,3,15
1954,1519,2015-01-03,1,5,15
1955,1519,2015-01-06,1,1,15
1956,1519,2015-01-10,1,5,15
1957,1519,2015-01-11,1,6,15
1958,1519,2015-01-12,1,0,15
1959,1519,2015-01-13,1,1,15
1960,1519,2015-01-14,3,2,15
1961,1519,2015-01-15,1,3,15
1962,1519,2015-01-17,2,5,15
1963,1519,2015-01-19,3,0,15
1964,1519,2015-01-20,1,1,15
1965,1519,2015-01-22,7,3,15
1966,1519,2015-01-24,2,5,15
1967,1519,2015-01-25,1,6,15
1968,1519,2015-01-26,2,0,15
1969,1519,2015-01-28,2,2,15
1970,1519,2015-01-30,1,4,15
1971,1519,2015-02-01,2,6,15
1972,1519,2015-02-02,2,0,15
1973,1519,2015-02-05,4,3,15
1974,1519,2015-02-06,2,4,15
1975,1519,2015-02-07,3,5,15
1976,1519,2015-02-08,1,6,15
1977,1519,2015-02-09,5,0,15
1978,1519,2015-02-10,1,1,15
1979,1519,2015-02-11,8,2,15
1980,1519,2015-02-12,4,3,15
1981,1519,2015-02-13,3,4,15
1982,1519,2015-02-15,8,6,15
1983,1519,2015-02-16,13,0,15
1984,1519,2015-02-17,20,1,15
1985,1519,2015-02-18,27,2,15
1986,1519,2015-02-20,1,4,15
1987,1519,2015-02-21,1,5,15
1988,1519,2015-03-04,3,2,15
1989,1519,2015-03-05,1,3,15
1990,1519,2015-03-06,1,4,15
1991,1519,2015-03-09,1,0,15
1992,1519,2015-03-13,4,4,15
1993,1519,2015-03-14,1,5,15
1994,1519,2015-03-18,2,2,15
1995,1519,2015-03-19,1,3,15
1996,1519,2015-03-20,2,4,15
1997,1519,2015-03-21,1,5,15
1998,1519,2015-03-23,1,0,15
1999,1519,2015-03-24,2,1,15
2000,1519,2015-03-25,4,2,15
2001,1519,2015-03-26,2,3,15
2002,1519,2015-03-27,1,4,15
2003,1519,2015-03-29,3,6,15
2004,1519,2015-03-30,1,0,15
2005,1519,2015-04-02,1,3,15
2006,1519,2015-04-04,1,5,15
2007,1519,2015-04-06,3,0,15
2008,1519,2015-04-12,3,6,15
2009,1519,2015-04-13,1,0,15
2010,1519,2015-04-14,3,1,15
2011,1519,2015-04-15,3,2,15
2012,1519,2015-04-19,5,6,15
2013,1519,2015-04-20,1,0,15
2014,1519,2015-04-22,1,2,15
2015,1519,2015-04-23,2,3,15
2016,1519,2015-04-24,2,4,15
2017,1519,2015-04-25,2,5,15
2018,1519,2015-04-26,2,6,15
2019,1519,2015-04-27,1,0,15
2020,1519,2015-04-28,1,1,15
2021,1519,2015-04-29,2,2,15
2022,1521,2015-01-01,10,3,15
2023,1521,2015-01-02,6,4,15
2024,1521,2015-01-03,8,5,15
2025,1521,2015-01-04,2,6,15
2026,1521,2015-01-05,4,0,15
2027,1521,2015-01-06,10,1,15
2028,1521,2015-01-07,22,2,15
2029,1521,2015-01-08,11,3,15
2030,1521,2015-01-09,6,4,15
2031,1521,2015-01-10,12,5,15
2032,1521,2015-01-11,13,6,15
2033,1521,2015-01-12,16,0,15
2034,1521,2015-01-13,12,1,15
2035,1521,2015-01-14,9,2,15
2036,1521,2015-01-15,8,3,15
2037,1521,2015-01-16,6,4,15
2038,1521,2015-01-17,11,5,15
2039,1521,2015-01-18,6,6,15
2040,1521,2015-01-19,12,0,15
2041,1521,2015-01-20,9,1,15
2042,1521,2015-01-21,15,2,15
2043,1521,2015-01-22,11,3,15
2044,1521,2015-01-23,7,4,15
2045,1521,2015-01-24,8,5,15
2046,1521,2015-01-25,9,6,15
2047,1521,2015-01-26,11,0,15
2048,1521,2015-01-27,7,1,15
2049,1521,2015-01-28,14,2,15
2050,1521,2015-01-29,7,3,15
2051,1521,2015-01-30,12,4,15
2052,1521,2015-01-31,6,5,15
2053,1521,2015-02-01,13,6,15
2054,1521,2015-02-02,14,0,15
2055,1521,2015-02-03,10,1,15
2056,1521,2015-02-05,5,3,15
2057,1521,2015-02-06,9,4,15
2058,1521,2015-02-07,10,5,15
2059,1521,2015-02-08,10,6,15
2060,1521,2015-02-09,12,0,15
2061,1521,2015-02-10,17,1,15
2062,1521,2015-02-11,14,2,15
2063,1521,2015-02-12,9,3,15
2064,1521,2015-02-13,9,4,15
2065,1521,2015-02-15,18,6,15
2066,1521,2015-02-16,18,0,15
2067,1521,2015-02-17,20,1,15
2068,1521,2015-02-18,11,2,15
2069,1521,2015-02-20,1,4,15
2070,1521,2015-02-21,4,5,15
2071,1521,2015-02-22,4,6,15
2072,1521,2015-02-23,4,0,15
2073,1521,2015-02-24,8,1,15
2074,1521,2015-02-25,7,2,15
2075,1521,2015-02-26,9,3,15
2076,1521,2015-02-27,12,4,15
2077,1521,2015-02-28,11,5,15
2078,1521,2015-03-01,6,6,15
2079,1521,2015-03-02,4,0,15
2080,1521,2015-03-03,12,1,15
2081,1521,2015-03-04,13,2,15
2082,1521,2015-03-05,6,3,15
2083,1521,2015-03-06,9,4,15
2084,1521,2015-03-07,4,5,15
2085,1521,2015-03-08,7,6,15
2086,1521,2015-03-09,17,0,15
2087,1521,2015-03-10,7,1,15
2088,1521,2015-03-11,8,2,15
2089,1521,2015-03-12,6,3,15
2090,1521,2015-03-13,4,4,15
2091,1521,2015-03-14,8,5,15
2092,1521,2015-03-15,8,6,15
2093,1521,2015-03-16,6,0,15
2094,1521,2015-03-17,3,1,15
2095,1521,2015-03-18,13,2,15
2096,1521,2015-03-19,7,3,15
2097,1521,2015-03-20,2,4,15
2098,1521,2015-03-21,5,5,15
2099,1521,2015-03-22,5,6,15
2100,1521,2015-03-23,16,0,15
2101,1521,2015-03-24,9,1,15
2102,1521,2015-03-25,16,2,15
2103,1521,2015-03-26,5,3,15
2104,1521,2015-03-27,4,4,15
2105,1521,2015-03-28,8,5,15
2106,1521,2015-03-29,6,6,15
2107,1521,2015-03-30,11,0,15
2108,1521,2015-04-01,14,2,15
2109,1521,2015-04-02,9,3,15
2110,1521,2015-04-03,5,4,15
2111,1521,2015-04-04,8,5,15
2112,1521,2015-04-05,2,6,15
2113,1521,2015-04-06,3,0,15
2114,1521,2015-04-07,9,1,15
2115,1521,2015-04-08,13,2,15
2116,1521,2015-04-10,7,4,15
2117,1521,2015-04-11,4,5,15
2118,1521,2015-04-12,14,6,15
2119,1521,2015-04-13,9,0,15
2120,1521,2015-04-14,11,1,15
2121,1521,2015-04-15,12,2,15
2122,1521,2015-04-17,6,4,15
2123,1521,2015-04-18,10,5,15
2124,1521,2015-04-19,11,6,15
2125,1521,2015-04-20,12,0,15
2126,1521,2015-04-21,8,1,15
2127,1521,2015-04-22,11,2,15
2128,1521,2015-04-23,5,3,15
2129,1521,2015-04-24,9,4,15
2130,1521,2015-04-25,6,5,15
2131,1521,2015-04-26,12,6,15
2132,1521,2015-04-27,8,0,15
2133,1521,2015-04-28,6,1,15
2134,1521,2015-04-29,9,2,15
2135,1521,2015-04-30,3,3,15
2136,2001,2015-01-01,6,3,20
2137,2001,2015-01-02,5,4,20
2138,2001,2015-01-04,2,6,20
2139,2001,2015-01-06,8,1,20
2140,2001,2015-01-08,3,3,20
2141,2001,2015-01-09,1,4,20
2142,2001,2015-01-10,13,5,20
2143,2001,2015-01-11,1,6,20
2144,2001,2015-01-12,1,0,20
2145,2001,2015-01-13,5,1,20
2146,2001,2015-01-15,2,3,20
2147,2001,2015-01-17,3,5,20
2148,2001,2015-01-18,10,6,20
2149,2001,2015-01-20,3,1,20
2150,2001,2015-01-21,5,2,20
2151,2001,2015-01-22,2,3,20
2152,2001,2015-01-23,3,4,20
2153,2001,2015-01-24,3,5,20
2154,2001,2015-01-25,1,6,20
2155,2001,2015-01-27,5,1,20
2156,2001,2015-01-28,4,2,20
2157,2001,2015-01-29,2,3,20
2158,2001,2015-01-30,3,4,20
2159,2001,2015-01-31,5,5,20
2160,2001,2015-02-01,1,6,20
2161,2001,2015-02-02,3,0,20
2162,2001,2015-02-05,2,3,20
2163,2001,2015-02-06,2,4,20
2164,2001,2015-02-07,6,5,20
2165,2001,2015-02-08,1,6,20
2166,2001,2015-02-09,5,0,20
2167,2001,2015-02-11,2,2,20
2168,2001,2015-02-13,2,4,20
2169,2001,2015-02-15,1,6,20
2170,2001,2015-02-16,3,0,20
2171,2001,2015-02-21,8,5,20
2172,2001,2015-02-23,1,0,20
2173,2001,2015-02-24,5,1,20
2174,2001,2015-02-25,6,2,20
2175,2001,2015-02-27,15,4,20
2176,2001,2015-02-28,3,5,20
2177,2001,2015-03-03,2,1,20
2178,2001,2015-03-04,3,2,20
2179,2001,2015-03-05,1,3,20
2180,2001,2015-03-06,6,4,20
2181,2001,2015-03-08,2,6,20
2182,2001,2015-03-09,3,0,20
2183,2001,2015-03-11,14,2,20
2184,2001,2015-03-12,1,3,20
2185,2001,2015-03-13,5,4,20
2186,2001,2015-03-14,4,5,20
2187,2001,2015-03-15,9,6,20
2188,2001,2015-03-17,2,1,20
2189,2001,2015-03-18,4,2,20
2190,2001,2015-03-19,2,3,20
2191,2001,2015-03-21,3,5,20
2192,2001,2015-03-22,3,6,20
2193,2001,2015-03-23,1,0,20
2194,2001,2015-03-24,1,1,20
2195,2001,2015-03-25,1,2,20
2196,2001,2015-03-26,1,3,20
2197,2001,2015-03-27,1,4,20
2198,2001,2015-03-28,5,5,20
2199,2001,2015-03-30,6,0,20
2200,2001,2015-04-01,1,2,20
2201,2001,2015-04-03,3,4,20
2202,2001,2015-04-04,6,5,20
2203,2001,2015-04-06,4,0,20
2204,2001,2015-04-07,2,1,20
2205,2001,2015-04-08,1,2,20
2206,2001,2015-04-12,2,6,20
2207,2001,2015-04-13,3,0,20
2208,2001,2015-04-14,3,1,20
2209,2001,2015-04-15,1,2,20
2210,2001,2015-04-17,5,4,20
2211,2001,2015-04-21,2,1,20
2212,2001,2015-04-22,1,2,20
2213,2001,2015-04-25,1,5,20
2214,2001,2015-04-26,2,6,20
2215,2001,2015-04-27,3,0,20
2216,2001,2015-04-29,3,2,20
2217,2001,2015-04-30,5,3,20
2218,2002,2015-01-01,3,3,20
2219,2002,2015-01-02,5,4,20
2220,2002,2015-01-03,1,5,20
2221,2002,2015-01-04,1,6,20
2222,2002,2015-01-05,2,0,20
2223,2002,2015-01-06,3,1,20
2224,2002,2015-01-07,6,2,20
2225,2002,2015-01-08,1,3,20
2226,2002,2015-01-09,5,4,20
2227,2002,2015-01-10,1,5,20
2228,2002,2015-01-11,5,6,20
2229,2002,2015-01-12,4,0,20
2230,2002,2015-01-13,4,1,20
2231,2002,2015-01-14,5,2,20
2232,2002,2015-01-15,2,3,20
2233,2002,2015-01-16,2,4,20
2234,2002,2015-01-17,1,5,20
2235,2002,2015-01-19,2,0,20
2236,2002,2015-01-21,3,2,20
2237,2002,2015-01-22,4,3,20
2238,2002,2015-01-23,3,4,20
2239,2002,2015-01-24,3,5,20
2240,2002,2015-01-25,4,6,20
2241,2002,2015-01-26,2,0,20
2242,2002,2015-01-27,1,1,20
2243,2002,2015-01-28,4,2,20
2244,2002,2015-01-29,2,3,20
2245,2002,2015-01-30,1,4,20
2246,2002,2015-01-31,2,5,20
2247,2002,2015-02-01,5,6,20
2248,2002,2015-02-02,2,0,20
2249,2002,2015-02-03,3,1,20
2250,2002,2015-02-05,2,3,20
2251,2002,2015-02-06,1,4,20
2252,2002,2015-02-08,1,6,20
2253,2002,2015-02-09,2,0,20
2254,2002,2015-02-10,1,1,20
2255,2002,2015-02-12,2,3,20
2256,2002,2015-02-13,1,4,20
2257,2002,2015-02-15,1,6,20
2258,2002,2015-02-16,4,0,20
2259,2002,2015-02-17,2,1,20
2260,2002,2015-02-18,4,2,20
2261,2002,2015-02-22,1,6,20
2262,2002,2015-02-23,2,0,20
2263,2002,2015-02-24,1,1,20
2264,2002,2015-02-26,1,3,20
2265,2002,2015-02-27,1,4,20
2266,2002,2015-02-28,1,5,20
2267,2002,2015-03-01,1,6,20
2268,2002,2015-03-02,1,0,20
2269,2002,2015-03-03,2,1,20
2270,2002,2015-03-04,3,2,20
2271,2002,2015-03-05,1,3,20
2272,2002,2015-03-06,4,4,20
2273,2002,2015-03-08,1,6,20
2274,2002,2015-03-09,2,0,20
2275,2002,2015-03-10,2,1,20
2276,2002,2015-03-12,2,3,20
2277,2002,2015-03-13,3,4,20
2278,2002,2015-03-14,1,5,20
2279,2002,2015-03-15,3,6,20
2280,2002,2015-03-16,2,0,20
2281,2002,2015-03-17,2,1,20
2282,2002,2015-03-18,5,2,20
2283,2002,2015-03-19,6,3,20
2284,2002,2015-03-20,1,4,20
2285,2002,2015-03-21,1,5,20
2286,2002,2015-03-22,2,6,20
2287,2002,2015-03-24,2,1,20
2288,2002,2015-03-25,4,2,20
2289,2002,2015-03-26,4,3,20
2290,2002,2015-03-27,1,4,20
2291,2002,2015-03-28,2,5,20
2292,2002,2015-03-30,2,0,20
2293,2002,2015-04-01,1,2,20
2294,2002,2015-04-03,2,4,20
2295,2002,2015-04-04,1,5,20
2296,2002,2015-04-05,3,6,20
2297,2002,2015-04-06,4,0,20
2298,2002,2015-04-07,3,1,20
2299,2002,2015-04-08,2,2,20
2300,2002,2015-04-10,2,4,20
2301,2002,2015-04-11,2,5,20
2302,2002,2015-04-12,2,6,20
2303,2002,2015-04-13,3,0,20
2304,2002,2015-04-14,2,1,20
2305,2002,2015-04-15,1,2,20
2306,2002,2015-04-17,4,4,20
2307,2002,2015-04-18,3,5,20
2308,2002,2015-04-19,2,6,20
2309,2002,2015-04-21,2,1,20
2310,2002,2015-04-22,2,2,20
2311,2002,2015-04-26,2,6,20
2312,2002,2015-04-28,2,1,20
2313,2002,2015-04-30,2,3,20
2314,2003,2015-01-02,5,4,20
2315,2003,2015-01-04,2,6,20
2316,2003,2015-01-06,2,1,20
2317,2003,2015-01-08,1,3,20
2318,2003,2015-01-10,5,5,20
2319,2003,2015-01-11,2,6,20
2320,2003,2015-01-12,1,0,20
2321,2003,2015-01-15,1,3,20
2322,2003,2015-01-17,3,5,20
2323,2003,2015-01-18,2,6,20
2324,2003,2015-01-19,3,0,20
2325,2003,2015-01-20,3,1,20
2326,2003,2015-01-21,3,2,20
2327,2003,2015-01-23,1,4,20
2328,2003,2015-01-24,2,5,20
2329,2003,2015-01-25,3,6,20
2330,2003,2015-01-26,2,0,20
2331,2003,2015-01-27,5,1,20
2332,2003,2015-01-29,1,3,20
2333,2003,2015-01-30,2,4,20
2334,2003,2015-01-31,4,5,20
2335,2003,2015-02-02,2,0,20
2336,2003,2015-02-07,6,5,20
2337,2003,2015-02-08,1,6,20
2338,2003,2015-02-09,2,0,20
2339,2003,2015-02-10,1,1,20
2340,2003,2015-02-12,2,3,20
2341,2003,2015-02-15,5,6,20
2342,2003,2015-02-16,4,0,20
2343,2003,2015-02-17,3,1,20
2344,2003,2015-02-18,1,2,20
2345,2003,2015-02-21,1,5,20
2346,2003,2015-02-23,1,0,20
2347,2003,2015-02-24,1,1,20
2348,2003,2015-02-25,2,2,20
2349,2003,2015-03-01,4,6,20
2350,2003,2015-03-02,1,0,20
2351,2003,2015-03-04,4,2,20
2352,2003,2015-03-08,2,6,20
2353,2003,2015-03-11,2,2,20
2354,2003,2015-03-14,1,5,20
2355,2003,2015-03-16,2,0,20
2356,2003,2015-03-21,2,5,20
2357,2003,2015-03-22,1,6,20
2358,2003,2015-03-24,2,1,20
2359,2003,2015-03-26,3,3,20
2360,2003,2015-03-29,7,6,20
2361,2003,2015-04-05,1,6,20
2362,2003,2015-04-07,3,1,20
2363,2003,2015-04-10,1,4,20
2364,2003,2015-04-15,5,2,20
2365,2003,2015-04-18,2,5,20
2366,2003,2015-04-19,1,6,20
2367,2003,2015-04-21,1,1,20
2368,2003,2015-04-22,2,2,20
2369,2003,2015-04-26,1,6,20
2370,2003,2015-04-29,4,2,20
2371,2003,2015-04-30,3,3,20
2372,2004,2015-03-16,1,0,20
2373,2004,2015-04-05,1,6,20
2374,2004,2015-04-26,1,6,20
2375,2005,2015-01-01,1,3,20
2376,2005,2015-01-02,3,4,20
2377,2005,2015-01-03,4,5,20
2378,2005,2015-01-04,4,6,20
2379,2005,2015-01-05,4,0,20
2380,2005,2015-01-06,6,1,20
2381,2005,2015-01-07,4,2,20
2382,2005,2015-01-08,4,3,20
2383,2005,2015-01-09,4,4,20
2384,2005,2015-01-11,1,6,20
2385,2005,2015-01-12,4,0,20
2386,2005,2015-01-13,3,1,20
2387,2005,2015-01-14,5,2,20
2388,2005,2015-01-15,2,3,20
2389,2005,2015-01-16,1,4,20
2390,2005,2015-01-17,3,5,20
2391,2005,2015-01-18,8,6,20
2392,2005,2015-01-19,5,0,20
2393,2005,2015-01-20,1,1,20
2394,2005,2015-01-21,5,2,20
2395,2005,2015-01-22,6,3,20
2396,2005,2015-01-23,4,4,20
2397,2005,2015-01-24,4,5,20
2398,2005,2015-01-25,6,6,20
2399,2005,2015-01-26,5,0,20
2400,2005,2015-01-27,2,1,20
2401,2005,2015-01-28,12,2,20
2402,2005,2015-01-30,3,4,20
2403,2005,2015-01-31,6,5,20
2404,2005,2015-02-01,8,6,20
2405,2005,2015-02-02,4,0,20
2406,2005,2015-02-03,6,1,20
2407,2005,2015-02-05,1,3,20
