编码,日期,销量
2309,20150512.0,1
2309,20150513.0,1
2309,20150514.0,1
2309,20150515.0,1
2309,20150516.0,1
2309,20150517.0,1
2309,20150518.0,1
2309,20150519.0,1
2309,20150520.0,1
2309,20150521.0,1
2309,20150522.0,1
2309,20150523.0,1
2309,20150524.0,1
2309,20150525.0,1
2309,20150526.0,1
2309,20150527.0,1
2309,20150528.0,1
2309,20150529.0,1
2309,20150530.0,1
2310,20150501.0,0
2310,20150502.0,0
2310,20150503.0,0
2310,20150504.0,0
2310,20150505.0,0
2310,20150506.0,0
2310,20150507.0,0
2310,20150508.0,0
2310,20150509.0,0
2310,20150510.0,0
2310,20150511.0,0
2310,20150512.0,0
2310,20150513.0,0
2310,20150514.0,0
2310,20150515.0,0
2310,20150516.0,0
2310,20150517.0,0
2310,20150518.0,0
2310,20150519.0,0
2310,20150520.0,0
2310,20150521.0,0
2310,20150522.0,0
2310,20150523.0,0
2310,20150524.0,0
2310,20150525.0,0
2310,20150526.0,0
2310,20150527.0,0
2310,20150528.0,0
2310,20150529.0,0
2310,20150530.0,0
2311,20150501.0,2
2311,20150502.0,0
2311,20150503.0,0
2311,20150504.0,1
2311,20150505.0,1
2311,20150506.0,0
2311,20150507.0,0
2311,20150508.0,0
2311,20150509.0,0
2311,20150510.0,0
2311,20150511.0,0
2311,20150512.0,1
2311,20150513.0,1
2311,20150514.0,0
2311,20150515.0,0
2311,20150516.0,0
2311,20150517.0,0
2311,20150518.0,0
2311,20150519.0,1
2311,20150520.0,1
2311,20150521.0,0
2311,20150522.0,0
2311,20150523.0,0
2311,20150524.0,0
2311,20150525.0,0
2311,20150526.0,1
2311,20150527.0,0
2311,20150528.0,0
2311,20150529.0,0
2311,20150530.0,0
2314,20150501.0,2
2314,20150502.0,1
2314,20150503.0,1
2314,20150504.0,0
2314,20150505.0,1
2314,20150506.0,0
2314,20150507.0,0
2314,20150508.0,0
2314,20150509.0,0
2314,20150510.0,0
2314,20150511.0,0
2314,20150512.0,1
2314,20150513.0,1
2314,20150514.0,0
2314,20150515.0,0
2314,20150516.0,0
2314,20150517.0,0
2314,20150518.0,0
2314,20150519.0,1
2314,20150520.0,1
2314,20150521.0,0
2314,20150522.0,0
2314,20150523.0,0
2314,20150524.0,0
2314,20150525.0,0
2314,20150526.0,1
2314,20150527.0,1
2314,20150528.0,0
2314,20150529.0,0
2314,20150530.0,0
2317,20150501.0,0
2317,20150502.0,0
2317,20150503.0,0
2317,20150504.0,0
2317,20150505.0,0
2317,20150506.0,0
2317,20150507.0,0
2317,20150508.0,0
2317,20150509.0,0
2317,20150510.0,0
2317,20150511.0,0
2317,20150512.0,0
2317,20150513.0,0
2317,20150514.0,0
2317,20150515.0,0
2317,20150516.0,0
2317,20150517.0,0
2317,20150518.0,0
2317,20150519.0,0
2317,20150520.0,0
2317,20150521.0,0
2317,20150522.0,0
2317,20150523.0,0
2317,20150524.0,0
2317,20150525.0,0
2317,20150526.0,0
2317,20150527.0,0
2317,20150528.0,0
2317,20150529.0,0
2317,20150530.0,0
3001,20150501.0,0
3001,20150502.0,0
3001,20150503.0,0
3001,20150504.0,0
3001,20150505.0,0
3001,20150506.0,0
3001,20150507.0,0
3001,20150508.0,0
3001,20150509.0,0
3001,20150510.0,0
3001,20150511.0,0
3001,20150512.0,0
3001,20150513.0,0
3001,20150514.0,0
3001,20150515.0,0
3001,20150516.0,0
3001,20150517.0,0
3001,20150518.0,0
3001,20150519.0,0
3001,20150520.0,0
3001,20150521.0,0
3001,20150522.0,0
3001,20150523.0,0
3001,20150524.0,0
3001,20150525.0,0
3001,20150526.0,0
3001,20150527.0,0
3001,20150528.0,0
3001,20150529.0,0
3001,20150530.0,0
3002,20150501.0,0
3002,20150502.0,0
3002,20150503.0,0
3002,20150504.0,1
3002,20150505.0,1
3002,20150506.0,2
3002,20150507.0,0
3002,20150508.0,0
3002,20150509.0,0
3002,20150510.0,0
3002,20150511.0,1
3002,20150512.0,1
3002,20150513.0,2
3002,20150514.0,0
3002,20150515.0,0
3002,20150516.0,0
3002,20150517.0,0
3002,20150518.0,1
3002,20150519.0,1
3002,20150520.0,1
3002,20150521.0,0
3002,20150522.0,0
3002,20150523.0,0
3002,20150524.0,0
3002,20150525.0,1
3002,20150526.0,1
3002,20150527.0,2
3002,20150528.0,0
3002,20150529.0,0
3002,20150530.0,0
3003,20150501.0,0
3003,20150502.0,0
3003,20150503.0,0
3003,20150504.0,0
3003,20150505.0,0
3003,20150506.0,0
3003,20150507.0,0
3003,20150508.0,0
3003,20150509.0,0
3003,20150510.0,0
3003,20150511.0,0
3003,20150512.0,0
3003,20150513.0,0
3003,20150514.0,0
3003,20150515.0,0
3003,20150516.0,0
3003,20150517.0,0
3003,20150518.0,0
3003,20150519.0,0
3003,20150520.0,0
3003,20150521.0,0
3003,20150522.0,0
3003,20150523.0,0
3003,20150524.0,0
3003,20150525.0,0
3003,20150526.0,0
3003,20150527.0,0
3003,20150528.0,0
3003,20150529.0,0
3003,20150530.0,0
3004,20150501.0,0
3004,20150502.0,0
3004,20150503.0,0
3004,20150504.0,0
3004,20150505.0,0
3004,20150506.0,0
3004,20150507.0,0
3004,20150508.0,0
3004,20150509.0,0
3004,20150510.0,0
3004,20150511.0,0
3004,20150512.0,0
3004,20150513.0,0
3004,20150514.0,0
3004,20150515.0,0
3004,20150516.0,0
3004,20150517.0,0
3004,20150518.0,0
3004,20150519.0,0
3004,20150520.0,0
3004,20150521.0,0
3004,20150522.0,0
3004,20150523.0,0
3004,20150524.0,0
3004,20150525.0,0
3004,20150526.0,0
3004,20150527.0,0
3004,20150528.0,0
3004,20150529.0,0
3004,20150530.0,0
3006,20150501.0,2
3006,20150502.0,2
3006,20150503.0,1
3006,20150504.0,3
3006,20150505.0,3
3006,20150506.0,3
3006,20150507.0,2
3006,20150508.0,2
3006,20150509.0,2
3006,20150510.0,2
3006,20150511.0,3
3006,20150512.0,3
3006,20150513.0,4
3006,20150514.0,2
3006,20150515.0,2
3006,20150516.0,2
3006,20150517.0,2
3006,20150518.0,3
3006,20150519.0,3
3006,20150520.0,4
3006,20150521.0,2
3006,20150522.0,2
3006,20150523.0,2
3006,20150524.0,2
3006,20150525.0,3
3006,20150526.0,3
3006,20150527.0,4
3006,20150528.0,2
3006,20150529.0,2
3006,20150530.0,2
3007,20150501.0,1
3007,20150502.0,0
3007,20150503.0,0
3007,20150504.0,0
3007,20150505.0,1
3007,20150506.0,1
3007,20150507.0,0
3007,20150508.0,0
3007,20150509.0,0
3007,20150510.0,1
3007,20150511.0,1
3007,20150512.0,0
3007,20150513.0,1
3007,20150514.0,0
3007,20150515.0,0
3007,20150516.0,0
3007,20150517.0,1
3007,20150518.0,1
3007,20150519.0,0
3007,20150520.0,1
3007,20150521.0,1
3007,20150522.0,0
3007,20150523.0,0
3007,20150524.0,1
3007,20150525.0,1
3007,20150526.0,0
3007,20150527.0,1
3007,20150528.0,1
3007,20150529.0,0
3007,20150530.0,0
3008,20150501.0,0
3008,20150502.0,0
3008,20150503.0,0
3008,20150504.0,1
3008,20150505.0,1
3008,20150506.0,1
3008,20150507.0,1
3008,20150508.0,1
3008,20150509.0,1
3008,20150510.0,2
3008,20150511.0,1
3008,20150512.0,1
3008,20150513.0,1
3008,20150514.0,1
3008,20150515.0,1
3008,20150516.0,1
3008,20150517.0,2
3008,20150518.0,1
3008,20150519.0,1
3008,20150520.0,1
3008,20150521.0,1
3008,20150522.0,1
3008,20150523.0,1
3008,20150524.0,2
3008,20150525.0,1
3008,20150526.0,1
3008,20150527.0,1
3008,20150528.0,1
3008,20150529.0,1
3008,20150530.0,1
3010,20150501.0,0
3010,20150502.0,0
3010,20150503.0,0
3010,20150504.0,0
3010,20150505.0,0
3010,20150506.0,0
3010,20150507.0,0
3010,20150508.0,0
3010,20150509.0,0
3010,20150510.0,0
3010,20150511.0,0
3010,20150512.0,0
3010,20150513.0,0
3010,20150514.0,0
3010,20150515.0,0
3010,20150516.0,0
3010,20150517.0,0
3010,20150518.0,0
3010,20150519.0,0
3010,20150520.0,0
3010,20150521.0,0
3010,20150522.0,0
3010,20150523.0,0
3010,20150524.0,0
3010,20150525.0,0
3010,20150526.0,0
3010,20150527.0,0
3010,20150528.0,0
3010,20150529.0,0
3010,20150530.0,0
3011,20150501.0,0
3011,20150502.0,0
3011,20150503.0,0
3011,20150504.0,0
3011,20150505.0,0
3011,20150506.0,0
3011,20150507.0,0
3011,20150508.0,0
3011,20150509.0,0
3011,20150510.0,0
3011,20150511.0,0
3011,20150512.0,0
3011,20150513.0,0
3011,20150514.0,0
3011,20150515.0,0
3011,20150516.0,0
3011,20150517.0,0
3011,20150518.0,0
3011,20150519.0,0
3011,20150520.0,0
3011,20150521.0,0
3011,20150522.0,0
3011,20150523.0,0
3011,20150524.0,0
3011,20150525.0,0
3011,20150526.0,0
3011,20150527.0,0
3011,20150528.0,0
3011,20150529.0,0
3011,20150530.0,0
3013,20150501.0,2
3013,20150502.0,2
3013,20150503.0,2
3013,20150504.0,3
3013,20150505.0,4
3013,20150506.0,5
3013,20150507.0,3
3013,20150508.0,3
3013,20150509.0,3
3013,20150510.0,3
3013,20150511.0,4
3013,20150512.0,4
3013,20150513.0,5
3013,20150514.0,3
3013,20150515.0,3
3013,20150516.0,3
3013,20150517.0,3
3013,20150518.0,4
3013,20150519.0,4
3013,20150520.0,5
3013,20150521.0,3
3013,20150522.0,3
3013,20150523.0,3
3013,20150524.0,3
3013,20150525.0,4
3013,20150526.0,4
3013,20150527.0,5
3013,20150528.0,3
3013,20150529.0,3
3013,20150530.0,3
3016,20150501.0,5
3016,20150502.0,6
3016,20150503.0,4
3016,20150504.0,10
3016,20150505.0,10
3016,20150506.0,16
3016,20150507.0,8
3016,20150508.0,6
3016,20150509.0,9
3016,20150510.0,7
3016,20150511.0,10
3016,20150512.0,8
3016,20150513.0,15
3016,20150514.0,8
3016,20150515.0,6
3016,20150516.0,9
3016,20150517.0,7
3016,20150518.0,10
3016,20150519.0,8
3016,20150520.0,15
3016,20150521.0,8
3016,20150522.0,6
3016,20150523.0,9
3016,20150524.0,7
3016,20150525.0,10
3016,20150526.0,8
3016,20150527.0,15
3016,20150528.0,8
3016,20150529.0,6
3016,20150530.0,9
3018,20150501.0,5
3018,20150502.0,3
3018,20150503.0,2
3018,20150504.0,5
3018,20150505.0,6
3018,20150506.0,6
3018,20150507.0,4
3018,20150508.0,3
3018,20150509.0,3
3018,20150510.0,3
3018,20150511.0,5
3018,20150512.0,5
3018,20150513.0,6
3018,20150514.0,5
3018,20150515.0,3
3018,20150516.0,3
3018,20150517.0,3
3018,20150518.0,5
3018,20150519.0,5
3018,20150520.0,6
3018,20150521.0,5
3018,20150522.0,3
3018,20150523.0,3
3018,20150524.0,3
3018,20150525.0,5
3018,20150526.0,5
3018,20150527.0,6
3018,20150528.0,5
3018,20150529.0,3
3018,20150530.0,3
3107,20150501.0,0
3107,20150502.0,0
3107,20150503.0,0
3107,20150504.0,0
3107,20150505.0,0
3107,20150506.0,0
3107,20150507.0,0
3107,20150508.0,0
3107,20150509.0,0
3107,20150510.0,0
3107,20150511.0,0
3107,20150512.0,0
3107,20150513.0,0
3107,20150514.0,0
3107,20150515.0,0
3107,20150516.0,0
3107,20150517.0,0
3107,20150518.0,0
3107,20150519.0,0
3107,20150520.0,0
3107,20150521.0,0
3107,20150522.0,0
3107,20150523.0,0
3107,20150524.0,0
3107,20150525.0,0
3107,20150526.0,0
3107,20150527.0,0
3107,20150528.0,0
3107,20150529.0,0
3107,20150530.0,0
3109,20150501.0,0
3109,20150502.0,0
3109,20150503.0,0
3109,20150504.0,0
3109,20150505.0,0
3109,20150506.0,0
3109,20150507.0,0
3109,20150508.0,0
3109,20150509.0,0
3109,20150510.0,0
3109,20150511.0,0
3109,20150512.0,0
3109,20150513.0,0
3109,20150514.0,0
3109,20150515.0,0
3109,20150516.0,0
3109,20150517.0,0
3109,20150518.0,0
3109,20150519.0,0
3109,20150520.0,0
3109,20150521.0,0
3109,20150522.0,0
3109,20150523.0,0
3109,20150524.0,0
3109,20150525.0,0
3109,20150526.0,0
3109,20150527.0,0
3109,20150528.0,0
3109,20150529.0,0
3109,20150530.0,0
3110,20150501.0,0
3110,20150502.0,0
3110,20150503.0,0
3110,20150504.0,0
3110,20150505.0,0
3110,20150506.0,0
3110,20150507.0,0
3110,20150508.0,0
3110,20150509.0,0
3110,20150510.0,0
3110,20150511.0,0
3110,20150512.0,0
3110,20150513.0,0
3110,20150514.0,0
3110,20150515.0,0
3110,20150516.0,0
3110,20150517.0,0
3110,20150518.0,0
3110,20150519.0,0
3110,20150520.0,0
3110,20150521.0,0
3110,20150522.0,0
3110,20150523.0,0
3110,20150524.0,0
3110,20150525.0,0
3110,20150526.0,0
3110,20150527.0,0
3110,20150528.0,0
3110,20150529.0,0
3110,20150530.0,0
3112,20150501.0,0
3112,20150502.0,0
3112,20150503.0,0
3112,20150504.0,0
3112,20150505.0,0
3112,20150506.0,0
3112,20150507.0,0
3112,20150508.0,0
3112,20150509.0,0
3112,20150510.0,0
3112,20150511.0,0
3112,20150512.0,0
3112,20150513.0,0
3112,20150514.0,0
3112,20150515.0,0
3112,20150516.0,0
3112,20150517.0,0
3112,20150518.0,0
3112,20150519.0,0
3112,20150520.0,0
3112,20150521.0,0
3112,20150522.0,0
3112,20150523.0,0
3112,20150524.0,0
3112,20150525.0,0
3112,20150526.0,0
3112,20150527.0,0
3112,20150528.0,0
3112,20150529.0,0
3112,20150530.0,0
3113,20150501.0,0
3113,20150502.0,0
3113,20150503.0,0
3113,20150504.0,0
3113,20150505.0,0
3113,20150506.0,0
3113,20150507.0,0
3113,20150508.0,0
3113,20150509.0,0
3113,20150510.0,0
3113,20150511.0,0
3113,20150512.0,0
3113,20150513.0,0
3113,20150514.0,0
3113,20150515.0,0
3113,20150516.0,0
3113,20150517.0,0
3113,20150518.0,0
3113,20150519.0,0
3113,20150520.0,0
3113,20150521.0,0
3113,20150522.0,0
3113,20150523.0,0
3113,20150524.0,0
3113,20150525.0,0
3113,20150526.0,0
3113,20150527.0,0
3113,20150528.0,0
3113,20150529.0,0
3113,20150530.0,0
3114,20150501.0,0
3114,20150502.0,0
3114,20150503.0,0
3114,20150504.0,0
3114,20150505.0,0
3114,20150506.0,1
3114,20150507.0,0
3114,20150508.0,0
3114,20150509.0,0
3114,20150510.0,0
3114,20150511.0,0
3114,20150512.0,0
3114,20150513.0,1
3114,20150514.0,0
3114,20150515.0,0
3114,20150516.0,0
3114,20150517.0,0
3114,20150518.0,0
3114,20150519.0,0
3114,20150520.0,1
3114,20150521.0,0
3114,20150522.0,0
3114,20150523.0,0
3114,20150524.0,0
3114,20150525.0,0
3114,20150526.0,0
3114,20150527.0,1
3114,20150528.0,0
3114,20150529.0,0
3114,20150530.0,0
3116,20150501.0,0
3116,20150502.0,0
3116,20150503.0,0
3116,20150504.0,0
3116,20150505.0,0
3116,20150506.0,0
3116,20150507.0,0
3116,20150508.0,0
3116,20150509.0,0
3116,20150510.0,0
3116,20150511.0,0
3116,20150512.0,0
3116,20150513.0,0
3116,20150514.0,0
3116,20150515.0,0
3116,20150516.0,0
3116,20150517.0,0
3116,20150518.0,0
3116,20150519.0,0
3116,20150520.0,0
3116,20150521.0,0
3116,20150522.0,0
3116,20150523.0,0
3116,20150524.0,0
3116,20150525.0,0
3116,20150526.0,0
3116,20150527.0,0
3116,20150528.0,0
3116,20150529.0,0
3116,20150530.0,0
3117,20150501.0,1
3117,20150502.0,0
3117,20150503.0,0
3117,20150504.0,0
3117,20150505.0,0
3117,20150506.0,0
3117,20150507.0,0
3117,20150508.0,0
3117,20150509.0,0
3117,20150510.0,0
3117,20150511.0,0
3117,20150512.0,0
3117,20150513.0,0
3117,20150514.0,0
3117,20150515.0,0
3117,20150516.0,0
3117,20150517.0,0
3117,20150518.0,0
3117,20150519.0,0
3117,20150520.0,0
3117,20150521.0,0
3117,20150522.0,0
3117,20150523.0,0
3117,20150524.0,0
3117,20150525.0,0
3117,20150526.0,0
3117,20150527.0,0
3117,20150528.0,0
3117,20150529.0,0
3117,20150530.0,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,1
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,1
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,1
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,0
3118,,1
3118,,0
3118,,0
3118,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3119,,0
3126,20150501.0,0
3126,20150502.0,0
3126,20150503.0,0
3126,20150504.0,0
3126,20150505.0,0
3126,20150506.0,0
3126,20150507.0,0
3126,20150508.0,0
3126,20150509.0,0
3126,20150510.0,0
3126,20150511.0,0
3126,20150512.0,0
3126,20150513.0,0
3126,20150514.0,0
3126,20150515.0,0
3126,20150516.0,0
3126,20150517.0,0
3126,20150518.0,0
3126,20150519.0,0
3126,20150520.0,0
3126,20150521.0,0
3126,20150522.0,0
3126,20150523.0,0
3126,20150524.0,0
3126,20150525.0,0
3126,20150526.0,0
3126,20150527.0,0
3126,20150528.0,0
3126,20150529.0,0
3126,20150530.0,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3319,,0
3320,20150501.0,0
3320,20150502.0,0
3320,20150503.0,0
3320,20150504.0,0
3320,20150505.0,0
3320,20150506.0,0
3320,20150507.0,0
3320,20150508.0,0
3320,20150509.0,0
3320,20150510.0,0
3320,20150511.0,0
3320,20150512.0,0
3320,20150513.0,0
3320,20150514.0,0
3320,20150515.0,0
3320,20150516.0,0
3320,20150517.0,0
3320,20150518.0,0
3320,20150519.0,0
3320,20150520.0,0
3320,20150521.0,0
3320,20150522.0,0
3320,20150523.0,0
3320,20150524.0,0
3320,20150525.0,0
3320,20150526.0,0
3320,20150527.0,0
3320,20150528.0,0
3320,20150529.0,0
3320,20150530.0,0
3402,20150501.0,0
3402,20150502.0,0
3402,20150503.0,0
3402,20150504.0,0
3402,20150505.0,0
3402,20150506.0,0
3402,20150507.0,0
3402,20150508.0,0
3402,20150509.0,0
3402,20150510.0,0
3402,20150511.0,0
3402,20150512.0,0
3402,20150513.0,0
3402,20150514.0,0
3402,20150515.0,0
3402,20150516.0,0
3402,20150517.0,0
3402,20150518.0,0
3402,20150519.0,0
3402,20150520.0,0
3402,20150521.0,0
3402,20150522.0,0
3402,20150523.0,0
3402,20150524.0,0
3402,20150525.0,0
3402,20150526.0,0
3402,20150527.0,0
3402,20150528.0,0
3402,20150529.0,0
3402,20150530.0,0
3403,20150501.0,0
3403,20150502.0,0
3403,20150503.0,0
3403,20150504.0,0
3403,20150505.0,0
3403,20150506.0,0
3403,20150507.0,0
3403,20150508.0,0
3403,20150509.0,0
3403,20150510.0,0
3403,20150511.0,0
3403,20150512.0,0
3403,20150513.0,0
3403,20150514.0,0
3403,20150515.0,0
3403,20150516.0,0
3403,20150517.0,0
3403,20150518.0,0
3403,20150519.0,0
3403,20150520.0,0
3403,20150521.0,0
3403,20150522.0,0
3403,20150523.0,0
3403,20150524.0,0
3403,20150525.0,0
3403,20150526.0,0
3403,20150527.0,0
3403,20150528.0,0
3403,20150529.0,0
3403,20150530.0,0
3407,20150501.0,1
3407,20150502.0,0
3407,20150503.0,0
3407,20150504.0,0
3407,20150505.0,0
3407,20150506.0,0
3407,20150507.0,0
3407,20150508.0,0
3407,20150509.0,0
3407,20150510.0,0
3407,20150511.0,0
3407,20150512.0,0
3407,20150513.0,1
3407,20150514.0,0
3407,20150515.0,0
3407,20150516.0,0
3407,20150517.0,0
3407,20150518.0,0
3407,20150519.0,0
3407,20150520.0,1
3407,20150521.0,0
3407,20150522.0,0
3407,20150523.0,0
3407,20150524.0,0
3407,20150525.0,0
3407,20150526.0,0
3407,20150527.0,1
3407,20150528.0,0
3407,20150529.0,0
3407,20150530.0,0
3408,20150501.0,0
3408,20150502.0,0
3408,20150503.0,0
3408,20150504.0,0
3408,20150505.0,0
3408,20150506.0,0
3408,20150507.0,0
3408,20150508.0,0
3408,20150509.0,0
3408,20150510.0,0
3408,20150511.0,0
3408,20150512.0,0
3408,20150513.0,0
3408,20150514.0,0
3408,20150515.0,0
3408,20150516.0,0
3408,20150517.0,0
3408,20150518.0,0
3408,20150519.0,0
3408,20150520.0,0
3408,20150521.0,0
3408,20150522.0,0
3408,20150523.0,0
3408,20150524.0,0
3408,20150525.0,0
3408,20150526.0,0
3408,20150527.0,0
3408,20150528.0,0
3408,20150529.0,0
3408,20150530.0,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3415,,0
3423,20150501.0,0
3423,20150502.0,0
3423,20150503.0,0
3423,20150504.0,0
3423,20150505.0,0
3423,20150506.0,0
3423,20150507.0,0
3423,20150508.0,0
3423,20150509.0,0
3423,20150510.0,0
3423,20150511.0,0
3423,20150512.0,0
3423,20150513.0,0
3423,20150514.0,0
3423,20150515.0,0
3423,20150516.0,0
3423,20150517.0,0
3423,20150518.0,0
3423,20150519.0,0
3423,20150520.0,0
3423,20150521.0,0
3423,20150522.0,0
3423,20150523.0,0
3423,20150524.0,0
3423,20150525.0,0
3423,20150526.0,0
3423,20150527.0,0
3423,20150528.0,0
3423,20150529.0,0
3423,20150530.0,0
3424,20150501.0,0
3424,20150502.0,0
3424,20150503.0,0
3424,20150504.0,0
3424,20150505.0,0
3424,20150506.0,0
3424,20150507.0,0
3424,20150508.0,0
3424,20150509.0,0
3424,20150510.0,0
3424,20150511.0,0
3424,20150512.0,0
3424,20150513.0,0
3424,20150514.0,0
3424,20150515.0,0
3424,20150516.0,0
3424,20150517.0,0
3424,20150518.0,0
3424,20150519.0,0
3424,20150520.0,0
3424,20150521.0,0
3424,20150522.0,0
3424,20150523.0,0
3424,20150524.0,0
3424,20150525.0,0
3424,20150526.0,0
3424,20150527.0,0
3424,20150528.0,0
3424,20150529.0,0
3424,20150530.0,0
3426,20150501.0,0
3426,20150502.0,0
3426,20150503.0,0
3426,20150504.0,0
3426,20150505.0,0
3426,20150506.0,0
3426,20150507.0,0
3426,20150508.0,0
3426,20150509.0,0
3426,20150510.0,0
3426,20150511.0,0
3426,20150512.0,0
3426,20150513.0,0
3426,20150514.0,0
3426,20150515.0,0
3426,20150516.0,0
3426,20150517.0,0
3426,20150518.0,0
3426,20150519.0,0
3426,20150520.0,0
3426,20150521.0,0
3426,20150522.0,0
3426,20150523.0,0
3426,20150524.0,0
3426,20150525.0,0
3426,20150526.0,0
3426,20150527.0,0
3426,20150528.0,0
3426,20150529.0,0
3426,20150530.0,0
3431,20150501.0,0
3431,20150502.0,0
3431,20150503.0,0
3431,20150504.0,0
3431,20150505.0,0
3431,20150506.0,0
3431,20150507.0,0
3431,20150508.0,0
3431,20150509.0,0
3431,20150510.0,0
3431,20150511.0,0
3431,20150512.0,0
3431,20150513.0,0
3431,20150514.0,0
3431,20150515.0,0
3431,20150516.0,0
3431,20150517.0,0
3431,20150518.0,0
3431,20150519.0,0
3431,20150520.0,0
3431,20150521.0,0
3431,20150522.0,0
3431,20150523.0,0
3431,20150524.0,0
3431,20150525.0,0
3431,20150526.0,0
3431,20150527.0,0
3431,20150528.0,0
3431,20150529.0,0
3431,20150530.0,0
15,20150501.0,52
15,20150502.0,26
15,20150503.0,24
15,20150504.0,28
15,20150505.0,34
15,20150506.0,52
15,20150507.0,31
15,20150508.0,32
15,20150509.0,34
15,20150510.0,36
15,20150511.0,44
15,20150512.0,40
15,20150513.0,56
15,20150514.0,31
15,20150515.0,32
15,20150516.0,34
15,20150517.0,36
15,20150518.0,44
15,20150519.0,40
15,20150520.0,57
15,20150521.0,31
15,20150522.0,32
15,20150523.0,34
15,20150524.0,36
15,20150525.0,44
15,20150526.0,40
15,20150527.0,56
15,20150528.0,31
15,20150529.0,32
15,20150530.0,34
20,20150501.0,42
20,20150502.0,32
20,20150503.0,29
20,20150504.0,46
20,20150505.0,45
20,20150506.0,56
20,20150507.0,42
20,20150508.0,41
20,20150509.0,41
20,20150510.0,41
20,20150511.0,50
20,20150512.0,50
20,20150513.0,56
20,20150514.0,42
20,20150515.0,40
20,20150516.0,41
20,20150517.0,40
20,20150518.0,50
20,20150519.0,50
20,20150520.0,56
20,20150521.0,42
20,20150522.0,40
20,20150523.0,41
20,20150524.0,40
20,20150525.0,50
20,20150526.0,50
20,20150527.0,56
20,20150528.0,42
20,20150529.0,40
20,20150530.0,41
21,,5
21,,5
21,,2
21,,4
21,,5
21,,5
21,,2
21,,3
21,,4
21,,2
21,,4
21,,4
21,,5
21,,2
21,,3
21,,4
21,,2
21,,4
21,,4
21,,5
21,,2
21,,3
21,,4
21,,2
21,,3
21,,4
21,,5
21,,2
21,,3
21,,4
22,20150501.0,81
22,20150502.0,63
22,20150503.0,56
22,20150504.0,53
22,20150505.0,75
22,20150506.0,81
22,20150507.0,67
22,20150508.0,75
22,20150509.0,79
22,20150510.0,78
22,20150511.0,75
22,20150512.0,76
22,20150513.0,80
22,20150514.0,66
22,20150515.0,75
22,20150516.0,79
22,20150517.0,78
22,20150518.0,75
22,20150519.0,76
22,20150520.0,80
22,20150521.0,67
22,20150522.0,75
22,20150523.0,79
22,20150524.0,78
22,20150525.0,75
22,20150526.0,76
22,20150527.0,80
22,20150528.0,66
22,20150529.0,76
22,20150530.0,79
23,,21
23,,15
23,,12
23,,12
23,,15
23,,11
23,,12
23,,13
23,,17
23,,16
23,,12
23,,15
23,,15
23,,13
23,,12
23,,17
23,,16
23,,12
23,,15
23,,15
23,,13
23,,12
23,,17
23,,16
23,,12
23,,15
23,,15
23,,13
23,,12
23,,17
30,20150501.0,19
30,20150502.0,17
30,20150503.0,13
30,20150504.0,22
30,20150505.0,28
30,20150506.0,38
30,20150507.0,22
30,20150508.0,18
30,20150509.0,22
30,20150510.0,20
30,20150511.0,29
30,20150512.0,26
30,20150513.0,38
30,20150514.0,22
30,20150515.0,18
30,20150516.0,22
30,20150517.0,20
30,20150518.0,29
30,20150519.0,26
30,20150520.0,38
30,20150521.0,22
30,20150522.0,18
30,20150523.0,23
30,20150524.0,20
30,20150525.0,29
30,20150526.0,26
30,20150527.0,38
30,20150528.0,22
30,20150529.0,18
30,20150530.0,23
31,,2
31,,3
31,,3
31,,3
31,,4
31,,5
31,,3
31,,3
31,,3
31,,5
31,,5
31,,4
31,,5
31,,3
31,,3
31,,3
31,,5
31,,4
31,,4
31,,5
31,,3
31,,3
31,,3
31,,4
31,,4
31,,4
31,,5
31,,3
31,,3
31,,3
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
32,,0
33,20150501.0,3
33,20150502.0,1
33,20150503.0,2
33,20150504.0,1
