Class,SaleDate,Coupon
1521,2015/4/25,0
1521,2015/4/26,0
1521,2015/4/27,0
1521,2015/4/28,0
1521,2015/4/29,0
1521,2015/4/30,0
2001,2015/4/1,1
2001,2015/4/2,0
2001,2015/4/3,0
2001,2015/4/4,0
2001,2015/4/5,0
2001,2015/4/6,0
2001,2015/4/7,0
2001,2015/4/8,1
2001,2015/4/9,0
2001,2015/4/10,0
2001,2015/4/11,0
2001,2015/4/12,0
2001,2015/4/13,0
2001,2015/4/14,0
2001,2015/4/15,1
2001,2015/4/16,0
2001,2015/4/17,0
2001,2015/4/18,0
2001,2015/4/19,0
2001,2015/4/20,0
2001,2015/4/21,0
2001,2015/4/22,1
2001,2015/4/23,0
2001,2015/4/24,1
2001,2015/4/25,0
2001,2015/4/26,1
2001,2015/4/27,0
2001,2015/4/28,0
2001,2015/4/29,1
2001,2015/4/30,0
2002,2015/4/1,1
2002,2015/4/2,1
2002,2015/4/3,1
2002,2015/4/4,0
2002,2015/4/5,1
2002,2015/4/6,1
2002,2015/4/7,0
2002,2015/4/8,1
2002,2015/4/9,1
2002,2015/4/10,1
2002,2015/4/11,0
2002,2015/4/12,1
2002,2015/4/13,1
2002,2015/4/14,1
2002,2015/4/15,1
2002,2015/4/16,1
2002,2015/4/17,1
2002,2015/4/18,0
2002,2015/4/19,1
2002,2015/4/20,1
2002,2015/4/21,1
2002,2015/4/22,1
2002,2015/4/23,1
2002,2015/4/24,1
2002,2015/4/25,0
2002,2015/4/26,1
2002,2015/4/27,1
2002,2015/4/28,1
2002,2015/4/29,1
2002,2015/4/30,1
2003,2015/4/1,0
2003,2015/4/2,0
2003,2015/4/3,0
2003,2015/4/4,0
2003,2015/4/5,0
2003,2015/4/6,0
2003,2015/4/7,0
2003,2015/4/8,0
2003,2015/4/9,0
2003,2015/4/10,0
2003,2015/4/11,0
2003,2015/4/12,0
2003,2015/4/13,0
2003,2015/4/14,0
2003,2015/4/15,0
2003,2015/4/16,0
2003,2015/4/17,0
2003,2015/4/18,0
2003,2015/4/19,0
2003,2015/4/20,0
2003,2015/4/21,0
2003,2015/4/22,0
2003,2015/4/23,0
2003,2015/4/24,0
2003,2015/4/25,0
2003,2015/4/26,0
2003,2015/4/27,0
2003,2015/4/28,0
2003,2015/4/29,0
2003,2015/4/30,0
2004,2015/4/1,0
2004,2015/4/2,0
2004,2015/4/3,0
2004,2015/4/4,0
2004,2015/4/5,0
2004,2015/4/6,0
2004,2015/4/7,0
2004,2015/4/8,0
2004,2015/4/9,0
2004,2015/4/10,0
2004,2015/4/11,0
2004,2015/4/12,0
2004,2015/4/13,0
2004,2015/4/14,0
2004,2015/4/15,0
2004,2015/4/16,0
2004,2015/4/17,0
2004,2015/4/18,0
2004,2015/4/19,0
2004,2015/4/20,0
2004,2015/4/21,0
2004,2015/4/22,0
2004,2015/4/23,0
2004,2015/4/24,0
2004,2015/4/25,0
2004,2015/4/26,0
2004,2015/4/27,0
2004,2015/4/28,0
2004,2015/4/29,0
2004,2015/4/30,0
2005,2015/4/1,1
2005,2015/4/2,1
2005,2015/4/3,1
2005,2015/4/4,1
2005,2015/4/5,1
2005,2015/4/6,1
2005,2015/4/7,1
2005,2015/4/8,1
2005,2015/4/9,1
2005,2015/4/10,1
2005,2015/4/11,1
2005,2015/4/12,1
2005,2015/4/13,1
2005,2015/4/14,1
2005,2015/4/15,1
2005,2015/4/16,1
2005,2015/4/17,1
2005,2015/4/18,1
2005,2015/4/19,1
2005,2015/4/20,1
2005,2015/4/21,1
2005,2015/4/22,1
2005,2015/4/23,1
2005,2015/4/24,1
2005,2015/4/25,1
2005,2015/4/26,1
2005,2015/4/27,1
2005,2015/4/28,1
2005,2015/4/29,1
2005,2015/4/30,1
2006,2015/4/1,2
2006,2015/4/2,1
2006,2015/4/3,0
2006,2015/4/4,0
2006,2015/4/5,0
2006,2015/4/6,0
2006,2015/4/7,0
2006,2015/4/8,1
2006,2015/4/9,1
2006,2015/4/10,0
2006,2015/4/11,0
2006,2015/4/12,0
2006,2015/4/13,0
2006,2015/4/14,1
2006,2015/4/15,1
2006,2015/4/16,1
2006,2015/4/17,0
2006,2015/4/18,0
2006,2015/4/19,0
2006,2015/4/20,0
2006,2015/4/21,1
2006,2015/4/22,1
2006,2015/4/23,0
2006,2015/4/24,0
2006,2015/4/25,0
2006,2015/4/26,0
2006,2015/4/27,0
2006,2015/4/28,0
2006,2015/4/29,1
2006,2015/4/30,0
2007,2015/4/1,1
2007,2015/4/2,0
2007,2015/4/3,0
2007,2015/4/4,0
2007,2015/4/5,4
2007,2015/4/6,1
2007,2015/4/7,0
2007,2015/4/8,1
2007,2015/4/9,0
2007,2015/4/10,0
2007,2015/4/11,0
2007,2015/4/12,0
2007,2015/4/13,0
2007,2015/4/14,0
2007,2015/4/15,1
2007,2015/4/16,0
2007,2015/4/17,0
2007,2015/4/18,0
2007,2015/4/19,0
2007,2015/4/20,0
2007,2015/4/21,0
2007,2015/4/22,0
2007,2015/4/23,0
2007,2015/4/24,0
2007,2015/4/25,0
2007,2015/4/26,0
2007,2015/4/27,0
2007,2015/4/28,0
2007,2015/4/29,0
2007,2015/4/30,0
2008,2015/4/1,0
2008,2015/4/2,0
2008,2015/4/3,0
2008,2015/4/4,0
2008,2015/4/5,0
2008,2015/4/6,0
2008,2015/4/7,0
2008,2015/4/8,0
2008,2015/4/9,0
2008,2015/4/10,0
2008,2015/4/11,0
2008,2015/4/12,0
2008,2015/4/13,0
2008,2015/4/14,0
2008,2015/4/15,0
2008,2015/4/16,0
2008,2015/4/17,0
2008,2015/4/18,0
2008,2015/4/19,0
2008,2015/4/20,0
2008,2015/4/21,0
2008,2015/4/22,0
2008,2015/4/23,0
2008,2015/4/24,0
2008,2015/4/25,0
2008,2015/4/26,0
2008,2015/4/27,0
2008,2015/4/28,0
2008,2015/4/29,0
2008,2015/4/30,0
2009,2015/4/1,0
2009,2015/4/2,0
2009,2015/4/3,0
2009,2015/4/4,0
2009,2015/4/5,0
2009,2015/4/6,0
2009,2015/4/7,0
2009,2015/4/8,0
2009,2015/4/9,0
2009,2015/4/10,0
2009,2015/4/11,0
2009,2015/4/12,0
2009,2015/4/13,0
2009,2015/4/14,0
2009,2015/4/15,0
2009,2015/4/16,0
2009,2015/4/17,0
2009,2015/4/18,0
2009,2015/4/19,0
2009,2015/4/20,0
2009,2015/4/21,0
2009,2015/4/22,0
2009,2015/4/23,0
2009,2015/4/24,0
2009,2015/4/25,0
2009,2015/4/26,0
2009,2015/4/27,0
2009,2015/4/28,0
2009,2015/4/29,0
2009,2015/4/30,0
2010,2015/4/1,1
2010,2015/4/2,1
2010,2015/4/3,0
2010,2015/4/4,1
2010,2015/4/5,0
2010,2015/4/6,0
2010,2015/4/7,0
2010,2015/4/8,1
2010,2015/4/9,1
2010,2015/4/10,0
2010,2015/4/11,1
2010,2015/4/12,0
2010,2015/4/13,1
2010,2015/4/14,1
2010,2015/4/15,1
2010,2015/4/16,1
2010,2015/4/17,0
2010,2015/4/18,1
2010,2015/4/19,0
2010,2015/4/20,1
2010,2015/4/21,1
2010,2015/4/22,1
2010,2015/4/23,1
2010,2015/4/24,0
2010,2015/4/25,0
2010,2015/4/26,0
2010,2015/4/27,1
2010,2015/4/28,1
2010,2015/4/29,1
2010,2015/4/30,1
2011,2015/4/1,1
2011,2015/4/2,2
2011,2015/4/3,1
2011,2015/4/4,1
2011,2015/4/5,1
2011,2015/4/6,1
2011,2015/4/7,1
2011,2015/4/8,2
2011,2015/4/9,2
2011,2015/4/10,1
2011,2015/4/11,1
2011,2015/4/12,1
2011,2015/4/13,2
2011,2015/4/14,2
2011,2015/4/15,2
2011,2015/4/16,2
2011,2015/4/17,1
2011,2015/4/18,1
2011,2015/4/19,1
2011,2015/4/20,2
2011,2015/4/21,2
2011,2015/4/22,2
2011,2015/4/23,2
2011,2015/4/24,1
2011,2015/4/25,1
2011,2015/4/26,1
2011,2015/4/27,2
2011,2015/4/28,2
2011,2015/4/29,2
2011,2015/4/30,2
2012,2015/4/1,0
2012,2015/4/2,0
2012,2015/4/3,0
2012,2015/4/4,0
2012,2015/4/5,0
2012,2015/4/6,0
2012,2015/4/7,0
2012,2015/4/8,0
2012,2015/4/9,0
2012,2015/4/10,0
2012,2015/4/11,0
2012,2015/4/12,0
2012,2015/4/13,0
2012,2015/4/14,0
2012,2015/4/15,0
2012,2015/4/16,0
2012,2015/4/17,0
2012,2015/4/18,0
2012,2015/4/19,0
2012,2015/4/20,0
2012,2015/4/21,0
2012,2015/4/22,0
2012,2015/4/23,0
2012,2015/4/24,0
2012,2015/4/25,0
2012,2015/4/26,0
2012,2015/4/27,0
2012,2015/4/28,0
2012,2015/4/29,0
2012,2015/4/30,0
2013,2015/4/1,1
2013,2015/4/2,1
2013,2015/4/3,1
2013,2015/4/4,1
2013,2015/4/5,1
2013,2015/4/6,1
2013,2015/4/7,1
2013,2015/4/8,1
2013,2015/4/9,1
2013,2015/4/10,1
2013,2015/4/11,1
2013,2015/4/12,1
2013,2015/4/13,1
2013,2015/4/14,1
2013,2015/4/15,1
2013,2015/4/16,1
2013,2015/4/17,1
2013,2015/4/18,1
2013,2015/4/19,1
2013,2015/4/20,1
2013,2015/4/21,1
2013,2015/4/22,1
2013,2015/4/23,1
2013,2015/4/24,1
2013,2015/4/25,1
2013,2015/4/26,1
2013,2015/4/27,1
2013,2015/4/28,1
2013,2015/4/29,1
2013,2015/4/30,1
2014,2015/4/1,1
2014,2015/4/2,1
2014,2015/4/3,1
2014,2015/4/4,1
2014,2015/4/5,1
2014,2015/4/6,1
2014,2015/4/7,1
2014,2015/4/8,1
2014,2015/4/9,1
2014,2015/4/10,1
2014,2015/4/11,1
2014,2015/4/12,1
2014,2015/4/13,1
2014,2015/4/14,1
2014,2015/4/15,1
2014,2015/4/16,1
2014,2015/4/17,1
2014,2015/4/18,1
2014,2015/4/19,1
2014,2015/4/20,1
2014,2015/4/21,1
2014,2015/4/22,1
2014,2015/4/23,1
2014,2015/4/24,1
2014,2015/4/25,1
2014,2015/4/26,1
2014,2015/4/27,1
2014,2015/4/28,1
2014,2015/4/29,1
2014,2015/4/30,1
2015,2015/4/1,1
2015,2015/4/2,1
2015,2015/4/3,1
2015,2015/4/4,1
2015,2015/4/5,1
2015,2015/4/6,1
2015,2015/4/7,0
2015,2015/4/8,1
2015,2015/4/9,1
2015,2015/4/10,1
2015,2015/4/11,1
2015,2015/4/12,1
2015,2015/4/13,1
2015,2015/4/14,1
2015,2015/4/15,1
2015,2015/4/16,1
2015,2015/4/17,1
2015,2015/4/18,1
2015,2015/4/19,1
2015,2015/4/20,1
2015,2015/4/21,1
2015,2015/4/22,1
2015,2015/4/23,1
2015,2015/4/24,1
2015,2015/4/25,1
2015,2015/4/26,1
2015,2015/4/27,1
2015,2015/4/28,1
2015,2015/4/29,1
2015,2015/4/30,1
2101,2015/4/1,0
2101,2015/4/2,0
2101,2015/4/3,0
2101,2015/4/4,0
2101,2015/4/5,0
2101,2015/4/6,0
2101,2015/4/7,0
2101,2015/4/8,0
2101,2015/4/9,0
2101,2015/4/10,0
2101,2015/4/11,0
2101,2015/4/12,0
2101,2015/4/13,0
2101,2015/4/14,0
2101,2015/4/15,0
2101,2015/4/16,0
2101,2015/4/17,0
2101,2015/4/18,0
2101,2015/4/19,0
2101,2015/4/20,0
2101,2015/4/21,0
2101,2015/4/22,0
2101,2015/4/23,0
2101,2015/4/24,0
2101,2015/4/25,0
2101,2015/4/26,0
2101,2015/4/27,0
2101,2015/4/28,0
2101,2015/4/29,0
2101,2015/4/30,0
2102,2015/4/1,0
2102,2015/4/2,0
2102,2015/4/3,0
2102,2015/4/4,0
2102,2015/4/5,0
2102,2015/4/6,0
2102,2015/4/7,0
2102,2015/4/8,0
2102,2015/4/9,0
2102,2015/4/10,0
2102,2015/4/11,0
2102,2015/4/12,0
2102,2015/4/13,0
2102,2015/4/14,0
2102,2015/4/15,0
2102,2015/4/16,0
2102,2015/4/17,0
2102,2015/4/18,0
2102,2015/4/19,0
2102,2015/4/20,0
2102,2015/4/21,0
2102,2015/4/22,0
2102,2015/4/23,0
2102,2015/4/24,0
2102,2015/4/25,0
2102,2015/4/26,0
2102,2015/4/27,0
2102,2015/4/28,0
2102,2015/4/29,0
2102,2015/4/30,0
2103,2015/4/1,0
2103,2015/4/2,0
2103,2015/4/3,0
2103,2015/4/4,0
2103,2015/4/5,0
2103,2015/4/6,0
2103,2015/4/7,0
2103,2015/4/8,0
2103,2015/4/9,0
2103,2015/4/10,0
2103,2015/4/11,0
2103,2015/4/12,0
2103,2015/4/13,0
2103,2015/4/14,0
2103,2015/4/15,0
2103,2015/4/16,0
2103,2015/4/17,0
2103,2015/4/18,0
2103,2015/4/19,0
2103,2015/4/20,0
2103,2015/4/21,0
2103,2015/4/22,0
2103,2015/4/23,0
2103,2015/4/24,0
2103,2015/4/25,0
2103,2015/4/26,0
2103,2015/4/27,0
2103,2015/4/28,0
2103,2015/4/29,0
2103,2015/4/30,0
2104,2015/4/1,0
2104,2015/4/2,0
2104,2015/4/3,0
2104,2015/4/4,0
2104,2015/4/5,0
2104,2015/4/6,0
2104,2015/4/7,0
2104,2015/4/8,0
2104,2015/4/9,0
2104,2015/4/10,0
2104,2015/4/11,0
2104,2015/4/12,0
2104,2015/4/13,0
2104,2015/4/14,0
2104,2015/4/15,0
2104,2015/4/16,0
2104,2015/4/17,0
2104,2015/4/18,0
2104,2015/4/19,0
2104,2015/4/20,0
2104,2015/4/21,0
2104,2015/4/22,0
2104,2015/4/23,0
2104,2015/4/24,0
2104,2015/4/25,0
2104,2015/4/26,0
2104,2015/4/27,0
2104,2015/4/28,0
2104,2015/4/29,0
2104,2015/4/30,0
2105,2015/4/1,1
2105,2015/4/2,0
2105,2015/4/3,1
2105,2015/4/4,0
2105,2015/4/5,1
2105,2015/4/6,0
2105,2015/4/7,0
2105,2015/4/8,1
2105,2015/4/9,0
2105,2015/4/10,1
2105,2015/4/11,0
2105,2015/4/12,0
2105,2015/4/13,1
2105,2015/4/14,1
2105,2015/4/15,1
2105,2015/4/16,0
2105,2015/4/17,0
2105,2015/4/18,0
2105,2015/4/19,0
2105,2015/4/20,0
2105,2015/4/21,1
2105,2015/4/22,1
2105,2015/4/23,0
2105,2015/4/24,0
2105,2015/4/25,0
2105,2015/4/26,0
2105,2015/4/27,0
2105,2015/4/28,1
2105,2015/4/29,1
2105,2015/4/30,0
2106,2015/4/1,1
2106,2015/4/2,0
2106,2015/4/3,0
2106,2015/4/4,0
2106,2015/4/5,1
2106,2015/4/6,1
2106,2015/4/7,0
2106,2015/4/8,1
2106,2015/4/9,0
2106,2015/4/10,0
2106,2015/4/11,0
2106,2015/4/12,0
2106,2015/4/13,1
2106,2015/4/14,1
2106,2015/4/15,1
2106,2015/4/16,0
2106,2015/4/17,0
2106,2015/4/18,0
2106,2015/4/19,0
2106,2015/4/20,1
2106,2015/4/21,1
2106,2015/4/22,1
2106,2015/4/23,0
2106,2015/4/24,0
2106,2015/4/25,0
2106,2015/4/26,0
2106,2015/4/27,1
2106,2015/4/28,1
2106,2015/4/29,1
2106,2015/4/30,0
2107,2015/4/1,0
2107,2015/4/2,0
2107,2015/4/3,0
2107,2015/4/4,0
2107,2015/4/5,0
2107,2015/4/6,0
2107,2015/4/7,0
2107,2015/4/8,0
2107,2015/4/9,0
2107,2015/4/10,0
2107,2015/4/11,0
2107,2015/4/12,0
2107,2015/4/13,0
2107,2015/4/14,0
2107,2015/4/15,0
2107,2015/4/16,0
2107,2015/4/17,0
2107,2015/4/18,0
2107,2015/4/19,0
2107,2015/4/20,0
2107,2015/4/21,0
2107,2015/4/22,0
2107,2015/4/23,0
2107,2015/4/24,0
2107,2015/4/25,0
2107,2015/4/26,0
2107,2015/4/27,0
2107,2015/4/28,0
2107,2015/4/29,0
2107,2015/4/30,0
2108,2015/4/1,0
2108,2015/4/2,0
2108,2015/4/3,0
2108,2015/4/4,0
2108,2015/4/5,0
2108,2015/4/6,0
2108,2015/4/7,0
2108,2015/4/8,0
2108,2015/4/9,0
2108,2015/4/10,0
2108,2015/4/11,0
2108,2015/4/12,0
2108,2015/4/13,0
2108,2015/4/14,0
2108,2015/4/15,0
2108,2015/4/16,0
2108,2015/4/17,0
2108,2015/4/18,0
2108,2015/4/19,0
2108,2015/4/20,0
2108,2015/4/21,0
2108,2015/4/22,0
2108,2015/4/23,0
2108,2015/4/24,0
2108,2015/4/25,0
2108,2015/4/26,0
2108,2015/4/27,0
2108,2015/4/28,0
2108,2015/4/29,0
2108,2015/4/30,0
2201,2015/4/1,3
2201,2015/4/2,1
2201,2015/4/3,1
2201,2015/4/4,1
2201,2015/4/5,2
2201,2015/4/6,2
2201,2015/4/7,1
2201,2015/4/8,3
2201,2015/4/9,1
2201,2015/4/10,1
2201,2015/4/11,1
2201,2015/4/12,1
2201,2015/4/13,1
2201,2015/4/14,1
2201,2015/4/15,2
2201,2015/4/16,1
2201,2015/4/17,1
2201,2015/4/18,1
2201,2015/4/19,1
2201,2015/4/20,1
2201,2015/4/21,1
2201,2015/4/22,2
2201,2015/4/23,1
2201,2015/4/24,1
2201,2015/4/25,1
2201,2015/4/26,1
2201,2015/4/27,1
2201,2015/4/28,1
2201,2015/4/29,2
2201,2015/4/30,1
2202,2015/4/1,14
2202,2015/4/2,7
2202,2015/4/3,7
2202,2015/4/4,6
2202,2015/4/5,18
2202,2015/4/6,5
2202,2015/4/7,0
2202,2015/4/8,14
2202,2015/4/9,7
2202,2015/4/10,7
2202,2015/4/11,6
2202,2015/4/12,9
2202,2015/4/13,9
2202,2015/4/14,9
2202,2015/4/15,14
2202,2015/4/16,7
2202,2015/4/17,7
2202,2015/4/18,7
2202,2015/4/19,10
2202,2015/4/20,9
2202,2015/4/21,9
2202,2015/4/22,14
2202,2015/4/23,7
2202,2015/4/24,7
2202,2015/4/25,7
2202,2015/4/26,10
2202,2015/4/27,9
2202,2015/4/28,9
2202,2015/4/29,14
2202,2015/4/30,7
2203,2015/4/1,4
2203,2015/4/2,2
2203,2015/4/3,2
2203,2015/4/4,2
2203,2015/4/5,7
2203,2015/4/6,5
2203,2015/4/7,0
2203,2015/4/8,4
2203,2015/4/9,3
2203,2015/4/10,2
2203,2015/4/11,2
2203,2015/4/12,3
2203,2015/4/13,3
2203,2015/4/14,2
2203,2015/4/15,5
2203,2015/4/16,3
2203,2015/4/17,2
2203,2015/4/18,2
2203,2015/4/19,3
2203,2015/4/20,3
2203,2015/4/21,2
2203,2015/4/22,5
2203,2015/4/23,3
2203,2015/4/24,2
2203,2015/4/25,2
2203,2015/4/26,3
2203,2015/4/27,3
2203,2015/4/28,2
2203,2015/4/29,5
2203,2015/4/30,3
2204,2015/4/1,3
2204,2015/4/2,1
2204,2015/4/3,1
2204,2015/4/4,1
2204,2015/4/5,1
2204,2015/4/6,1
2204,2015/4/7,1
2204,2015/4/8,3
2204,2015/4/9,1
2204,2015/4/10,1
2204,2015/4/11,1
2204,2015/4/12,1
2204,2015/4/13,1
2204,2015/4/14,1
2204,2015/4/15,3
2204,2015/4/16,1
2204,2015/4/17,1
2204,2015/4/18,1
2204,2015/4/19,1
2204,2015/4/20,1
2204,2015/4/21,1
2204,2015/4/22,3
2204,2015/4/23,1
2204,2015/4/24,1
2204,2015/4/25,1
2204,2015/4/26,1
2204,2015/4/27,1
2204,2015/4/28,1
2204,2015/4/29,3
2204,2015/4/30,1
2205,2015/4/1,6
2205,2015/4/2,1
2205,2015/4/3,4
2205,2015/4/4,1
2205,2015/4/5,7
2205,2015/4/6,1
2205,2015/4/7,0
2205,2015/4/8,6
2205,2015/4/9,1
2205,2015/4/10,4
2205,2015/4/11,1
2205,2015/4/12,3
2205,2015/4/13,3
2205,2015/4/14,3
2205,2015/4/15,6
2205,2015/4/16,1
2205,2015/4/17,4
2205,2015/4/18,1
2205,2015/4/19,3
2205,2015/4/20,3
2205,2015/4/21,3
2205,2015/4/22,6
2205,2015/4/23,1
2205,2015/4/24,4
2205,2015/4/25,1
2205,2015/4/26,3
2205,2015/4/27,3
2205,2015/4/28,3
2205,2015/4/29,6
2205,2015/4/30,1
2206,2015/4/1,1
2206,2015/4/2,1
2206,2015/4/3,0
2206,2015/4/4,0
2206,2015/4/5,0
2206,2015/4/6,0
2206,2015/4/7,0
2206,2015/4/8,1
2206,2015/4/9,1
2206,2015/4/10,0
2206,2015/4/11,0
2206,2015/4/12,1
2206,2015/4/13,1
2206,2015/4/14,1
2206,2015/4/15,1
2206,2015/4/16,1
2206,2015/4/17,0
2206,2015/4/18,0
2206,2015/4/19,1
2206,2015/4/20,1
2206,2015/4/21,1
2206,2015/4/22,1
2206,2015/4/23,1
2206,2015/4/24,0
2206,2015/4/25,0
2206,2015/4/26,1
2206,2015/4/27,1
2206,2015/4/28,1
2206,2015/4/29,1
2206,2015/4/30,1
2207,2015/4/1,1
2207,2015/4/2,1
2207,2015/4/3,1
2207,2015/4/4,0
2207,2015/4/5,2
2207,2015/4/6,1
2207,2015/4/7,0
2207,2015/4/8,1
2207,2015/4/9,1
2207,2015/4/10,1
2207,2015/4/11,0
2207,2015/4/12,1
2207,2015/4/13,1
2207,2015/4/14,1
2207,2015/4/15,1
2207,2015/4/16,1
2207,2015/4/17,1
2207,2015/4/18,0
2207,2015/4/19,1
2207,2015/4/20,1
2207,2015/4/21,1
2207,2015/4/22,1
2207,2015/4/23,1
2207,2015/4/24,1
2207,2015/4/25,1
2207,2015/4/26,1
2207,2015/4/27,1
2207,2015/4/28,1
2207,2015/4/29,1
2207,2015/4/30,1
2208,2015/4/1,0
2208,2015/4/2,0
2208,2015/4/3,0
2208,2015/4/4,0
2208,2015/4/5,0
2208,2015/4/6,0
2208,2015/4/7,0
2208,2015/4/8,0
2208,2015/4/9,0
2208,2015/4/10,0
2208,2015/4/11,0
2208,2015/4/12,0
2208,2015/4/13,0
2208,2015/4/14,0
2208,2015/4/15,0
2208,2015/4/16,0
2208,2015/4/17,0
2208,2015/4/18,0
2208,2015/4/19,0
2208,2015/4/20,0
2208,2015/4/21,0
2208,2015/4/22,0
2208,2015/4/23,0
2208,2015/4/24,0
2208,2015/4/25,0
2208,2015/4/26,0
2208,2015/4/27,0
2208,2015/4/28,0
2208,2015/4/29,0
2208,2015/4/30,0
2209,2015/4/1,0
2209,2015/4/2,0
2209,2015/4/3,0
2209,2015/4/4,0
2209,2015/4/5,0
2209,2015/4/6,0
2209,2015/4/7,0
2209,2015/4/8,0
2209,2015/4/9,0
2209,2015/4/10,0
2209,2015/4/11,0
2209,2015/4/12,0
2209,2015/4/13,0
2209,2015/4/14,0
2209,2015/4/15,0
2209,2015/4/16,0
2209,2015/4/17,0
2209,2015/4/18,0
2209,2015/4/19,0
2209,2015/4/20,0
2209,2015/4/21,0
2209,2015/4/22,0
2209,2015/4/23,0
2209,2015/4/24,0
2209,2015/4/25,0
2209,2015/4/26,0
2209,2015/4/27,0
2209,2015/4/28,0
2209,2015/4/29,0
2209,2015/4/30,0
2210,2015/4/1,0
2210,2015/4/2,0
2210,2015/4/3,0
2210,2015/4/4,0
2210,2015/4/5,0
2210,2015/4/6,0
2210,2015/4/7,0
2210,2015/4/8,0
2210,2015/4/9,0
2210,2015/4/10,0
2210,2015/4/11,0
2210,2015/4/12,0
2210,2015/4/13,0
2210,2015/4/14,0
2210,2015/4/15,0
2210,2015/4/16,0
2210,2015/4/17,0
2210,2015/4/18,0
2210,2015/4/19,0
2210,2015/4/20,0
2210,2015/4/21,0
2210,2015/4/22,0
2210,2015/4/23,0
2210,2015/4/24,0
2210,2015/4/25,0
2210,2015/4/26,0
2210,2015/4/27,0
2210,2015/4/28,0
2210,2015/4/29,0
2210,2015/4/30,0
2211,2015/4/1,0
2211,2015/4/2,0
2211,2015/4/3,0
2211,2015/4/4,0
2211,2015/4/5,0
2211,2015/4/6,0
2211,2015/4/7,0
2211,2015/4/8,0
2211,2015/4/9,0
2211,2015/4/10,0
2211,2015/4/11,0
2211,2015/4/12,0
2211,2015/4/13,0
2211,2015/4/14,0
2211,2015/4/15,0
2211,2015/4/16,0
2211,2015/4/17,0
2211,2015/4/18,0
2211,2015/4/19,0
2211,2015/4/20,0
2211,2015/4/21,0
2211,2015/4/22,0
2211,2015/4/23,0
2211,2015/4/24,0
2211,2015/4/25,0
2211,2015/4/26,0
2211,2015/4/27,0
2211,2015/4/28,0
2211,2015/4/29,0
2211,2015/4/30,0
2212,2015/4/1,0
2212,2015/4/2,0
2212,2015/4/3,0
2212,2015/4/4,0
2212,2015/4/5,1
2212,2015/4/6,0
2212,2015/4/7,0
2212,2015/4/8,0
2212,2015/4/9,0
2212,2015/4/10,0
2212,2015/4/11,0
2212,2015/4/12,0
2212,2015/4/13,0
2212,2015/4/14,0
2212,2015/4/15,0
2212,2015/4/16,0
2212,2015/4/17,0
2212,2015/4/18,0
2212,2015/4/19,0
2212,2015/4/20,0
2212,2015/4/21,0
2212,2015/4/22,0
2212,2015/4/23,0
2212,2015/4/24,0
2212,2015/4/25,0
2212,2015/4/26,0
2212,2015/4/27,0
2212,2015/4/28,0
2212,2015/4/29,0
2212,2015/4/30,0
2301,2015/4/1,0
2301,2015/4/2,0
2301,2015/4/3,0
2301,2015/4/4,0
2301,2015/4/5,1
2301,2015/4/6,0
2301,2015/4/7,0
2301,2015/4/8,0
2301,2015/4/9,0
2301,2015/4/10,0
2301,2015/4/11,0
2301,2015/4/12,0
2301,2015/4/13,0
2301,2015/4/14,1
2301,2015/4/15,0
2301,2015/4/16,0
2301,2015/4/17,0
2301,2015/4/18,0
2301,2015/4/19,0
2301,2015/4/20,0
2301,2015/4/21,1
2301,2015/4/22,0
2301,2015/4/23,0
2301,2015/4/24,0
2301,2015/4/25,0
2301,2015/4/26,0
2301,2015/4/27,0
2301,2015/4/28,1
2301,2015/4/29,0
2301,2015/4/30,0
2302,2015/4/1,1
2302,2015/4/2,0
2302,2015/4/3,0
2302,2015/4/4,0
2302,2015/4/5,3
2302,2015/4/6,1
2302,2015/4/7,0
2302,2015/4/8,1
2302,2015/4/9,0
2302,2015/4/10,1
2302,2015/4/11,1
2302,2015/4/12,1
2302,2015/4/13,1
2302,2015/4/14,1
2302,2015/4/15,1
2302,2015/4/16,0
2302,2015/4/17,1
2302,2015/4/18,1
2302,2015/4/19,1
2302,2015/4/20,1
2302,2015/4/21,1
2302,2015/4/22,1
2302,2015/4/23,0
2302,2015/4/24,1
2302,2015/4/25,1
2302,2015/4/26,1
2302,2015/4/27,1
2302,2015/4/28,1
2302,2015/4/29,1
2302,2015/4/30,1
2303,2015/4/1,1
2303,2015/4/2,1
2303,2015/4/3,1
2303,2015/4/4,1
2303,2015/4/5,1
2303,2015/4/6,0
2303,2015/4/7,0
2303,2015/4/8,1
2303,2015/4/9,1
2303,2015/4/10,1
2303,2015/4/11,0
2303,2015/4/12,1
2303,2015/4/13,0
2303,2015/4/14,1
2303,2015/4/15,1
2303,2015/4/16,1
2303,2015/4/17,1
2303,2015/4/18,0
2303,2015/4/19,1
2303,2015/4/20,0
2303,2015/4/21,1
2303,2015/4/22,1
2303,2015/4/23,0
2303,2015/4/24,1
2303,2015/4/25,0
2303,2015/4/26,1
2303,2015/4/27,0
2303,2015/4/28,1
2303,2015/4/29,1
2303,2015/4/30,0
2304,2015/4/1,0
2304,2015/4/2,0
2304,2015/4/3,0
2304,2015/4/4,0
2304,2015/4/5,0
2304,2015/4/6,0
2304,2015/4/7,0
2304,2015/4/8,0
2304,2015/4/9,0
2304,2015/4/10,0
2304,2015/4/11,0
2304,2015/4/12,0
2304,2015/4/13,0
2304,2015/4/14,0
2304,2015/4/15,0
2304,2015/4/16,0
2304,2015/4/17,0
2304,2015/4/18,0
2304,2015/4/19,0
