Class,parClass,SaleDate,saleCount,Coupon
2102,21,2015/2/24,0,0
2102,21,2015/2/25,0,0
2102,21,2015/2/26,0,0
2102,21,2015/2/27,0,0
2102,21,2015/2/28,0,0
2102,21,2015/3/1,1,0
2102,21,2015/3/2,0,0
2102,21,2015/3/3,3,0
2102,21,2015/3/4,0,0
2102,21,2015/3/5,0,0
2102,21,2015/3/6,0,0
2102,21,2015/3/7,0,0
2102,21,2015/3/8,0,0
2102,21,2015/3/9,0,0
2102,21,2015/3/10,0,0
2102,21,2015/3/11,0,0
2102,21,2015/3/12,0,0
2102,21,2015/3/13,0,0
2102,21,2015/3/14,0,0
2102,21,2015/3/15,0,0
2102,21,2015/3/16,0,0
2102,21,2015/3/17,0,0
2102,21,2015/3/18,0,0
2102,21,2015/3/19,0,0
2102,21,2015/3/20,0,0
2102,21,2015/3/21,0,0
2102,21,2015/3/22,0,0
2102,21,2015/3/23,0,0
2102,21,2015/3/24,1,0
2102,21,2015/3/25,0,0
2102,21,2015/3/26,0,0
2102,21,2015/3/27,0,0
2102,21,2015/3/28,0,0
2102,21,2015/3/29,0,0
2102,21,2015/3/30,0,0
2102,21,2015/4/1,2,0
2102,21,2015/4/2,0,0
2102,21,2015/4/3,0,0
2102,21,2015/4/4,0,0
2102,21,2015/4/5,0,0
2102,21,2015/4/6,0,0
2102,21,2015/4/7,0,0
2102,21,2015/4/8,0,0
2102,21,2015/4/10,0,0
2102,21,2015/4/11,0,0
2102,21,2015/4/12,0,0
2102,21,2015/4/13,1,0
2102,21,2015/4/14,0,0
2102,21,2015/4/15,0,0
2102,21,2015/4/17,0,0
2102,21,2015/4/18,0,0
2102,21,2015/4/19,1,0
2102,21,2015/4/20,0,0
2102,21,2015/4/21,1,0
2102,21,2015/4/22,0,0
2102,21,2015/4/23,0,0
2102,21,2015/4/24,0,0
2102,21,2015/4/25,0,0
2102,21,2015/4/26,0,0
2102,21,2015/4/27,0,0
2102,21,2015/4/28,0,0
2102,21,2015/4/29,0,0
2102,21,2015/4/30,0,0
2103,21,2015/1/1,1,0
2103,21,2015/1/2,0,0
2103,21,2015/1/3,0,0
2103,21,2015/1/4,2,0
2103,21,2015/1/5,2,0
2103,21,2015/1/6,0,0
2103,21,2015/1/7,0,0
2103,21,2015/1/8,0,0
2103,21,2015/1/9,2,0
2103,21,2015/1/10,0,0
2103,21,2015/1/11,0,0
2103,21,2015/1/12,0,0
2103,21,2015/1/13,0,0
2103,21,2015/1/14,1,0
2103,21,2015/1/15,0,0
2103,21,2015/1/16,0,0
2103,21,2015/1/17,1,0
2103,21,2015/1/18,0,0
2103,21,2015/1/19,3,0
2103,21,2015/1/20,1,0
2103,21,2015/1/21,1,0
2103,21,2015/1/22,0,0
2103,21,2015/1/23,3,3
2103,21,2015/1/24,0,0
2103,21,2015/1/25,0,0
2103,21,2015/1/26,0,0
2103,21,2015/1/27,2,0
2103,21,2015/1/28,1,1
2103,21,2015/1/29,0,0
2103,21,2015/1/30,0,0
2103,21,2015/1/31,0,0
2103,21,2015/2/1,0,0
2103,21,2015/2/2,1,0
2103,21,2015/2/3,0,0
2103,21,2015/2/4,0,0
2103,21,2015/2/5,0,0
2103,21,2015/2/6,1,0
2103,21,2015/2/7,0,0
2103,21,2015/2/8,0,0
2103,21,2015/2/9,1,1
2103,21,2015/2/10,0,0
2103,21,2015/2/11,0,0
2103,21,2015/2/12,0,0
2103,21,2015/2/13,0,0
2103,21,2015/2/15,0,0
2103,21,2015/2/16,0,0
2103,21,2015/2/17,3,0
2103,21,2015/2/18,0,0
2103,21,2015/2/19,0,0
2103,21,2015/2/20,0,0
2103,21,2015/2/21,0,0
2103,21,2015/2/22,0,0
2103,21,2015/2/23,0,0
2103,21,2015/2/24,1,0
2103,21,2015/2/25,0,0
2103,21,2015/2/26,5,0
2103,21,2015/2/27,0,0
2103,21,2015/2/28,1,1
2103,21,2015/3/1,0,0
2103,21,2015/3/2,1,0
2103,21,2015/3/3,2,0
2103,21,2015/3/4,0,0
2103,21,2015/3/5,1,0
2103,21,2015/3/6,0,0
2103,21,2015/3/7,0,0
2103,21,2015/3/8,0,0
2103,21,2015/3/9,2,0
2103,21,2015/3/10,0,0
2103,21,2015/3/11,2,0
2103,21,2015/3/12,0,0
2103,21,2015/3/13,0,0
2103,21,2015/3/14,1,0
2103,21,2015/3/15,0,0
2103,21,2015/3/16,0,0
2103,21,2015/3/17,3,0
2103,21,2015/3/18,0,0
2103,21,2015/3/19,0,0
2103,21,2015/3/20,1,0
2103,21,2015/3/21,1,0
2103,21,2015/3/22,0,0
2103,21,2015/3/23,0,0
2103,21,2015/3/24,2,0
2103,21,2015/3/25,0,0
2103,21,2015/3/26,0,0
2103,21,2015/3/27,0,0
2103,21,2015/3/28,0,0
2103,21,2015/3/29,0,0
2103,21,2015/3/30,0,0
2103,21,2015/4/1,1,0
2103,21,2015/4/2,0,0
2103,21,2015/4/3,0,0
2103,21,2015/4/4,0,0
2103,21,2015/4/5,0,0
2103,21,2015/4/6,1,0
2103,21,2015/4/7,0,0
2103,21,2015/4/8,1,0
2103,21,2015/4/10,1,0
2103,21,2015/4/11,0,0
2103,21,2015/4/12,1,0
2103,21,2015/4/13,3,0
2103,21,2015/4/14,0,0
2103,21,2015/4/15,0,0
2103,21,2015/4/17,1,0
2103,21,2015/4/18,2,0
2103,21,2015/4/19,1,0
2103,21,2015/4/20,0,0
2103,21,2015/4/21,0,0
2103,21,2015/4/22,1,0
2103,21,2015/4/23,2,1
2103,21,2015/4/24,0,0
2103,21,2015/4/25,0,0
2103,21,2015/4/26,0,0
2103,21,2015/4/27,0,0
2103,21,2015/4/28,0,0
2103,21,2015/4/29,1,0
2103,21,2015/4/30,0,0
2104,21,2015/1/1,0,0
2104,21,2015/1/2,4,0
2104,21,2015/1/3,0,0
2104,21,2015/1/4,3,0
2104,21,2015/1/5,3,0
2104,21,2015/1/6,2,0
2104,21,2015/1/7,0,0
2104,21,2015/1/8,0,0
2104,21,2015/1/9,1,0
2104,21,2015/1/10,1,1
2104,21,2015/1/11,3,2
2104,21,2015/1/12,3,1
2104,21,2015/1/13,2,2
2104,21,2015/1/14,1,0
2104,21,2015/1/15,1,0
2104,21,2015/1/16,2,0
2104,21,2015/1/17,2,0
2104,21,2015/1/18,0,0
2104,21,2015/1/19,3,0
2104,21,2015/1/20,0,0
2104,21,2015/1/21,2,0
2104,21,2015/1/22,0,0
2104,21,2015/1/23,1,0
2104,21,2015/1/24,1,0
2104,21,2015/1/25,0,0
2104,21,2015/1/26,2,0
2104,21,2015/1/27,2,0
2104,21,2015/1/28,2,0
2104,21,2015/1/29,0,0
2104,21,2015/1/30,1,0
2104,21,2015/1/31,2,0
2104,21,2015/2/1,1,0
2104,21,2015/2/2,0,0
2104,21,2015/2/3,4,0
2104,21,2015/2/4,0,0
2104,21,2015/2/5,1,0
2104,21,2015/2/6,0,0
2104,21,2015/2/7,3,0
2104,21,2015/2/8,2,0
2104,21,2015/2/9,5,0
2104,21,2015/2/10,2,0
2104,21,2015/2/11,0,0
2104,21,2015/2/12,0,0
2104,21,2015/2/13,1,0
2104,21,2015/2/15,0,0
2104,21,2015/2/16,2,0
2104,21,2015/2/17,3,0
2104,21,2015/2/18,4,0
2104,21,2015/2/19,2,0
2104,21,2015/2/20,2,0
2104,21,2015/2/21,2,0
2104,21,2015/2/22,3,0
2104,21,2015/2/23,0,0
2104,21,2015/2/24,0,0
2104,21,2015/2/25,2,0
2104,21,2015/2/26,1,0
2104,21,2015/2/27,1,0
2104,21,2015/2/28,4,0
2104,21,2015/3/1,1,0
2104,21,2015/3/2,1,0
2104,21,2015/3/3,0,0
2104,21,2015/3/4,1,0
2104,21,2015/3/5,2,0
2104,21,2015/3/6,1,0
2104,21,2015/3/7,1,0
2104,21,2015/3/8,0,0
2104,21,2015/3/9,0,0
2104,21,2015/3/10,0,0
2104,21,2015/3/11,2,0
2104,21,2015/3/12,0,0
2104,21,2015/3/13,0,0
2104,21,2015/3/14,3,0
2104,21,2015/3/15,0,0
2104,21,2015/3/16,2,0
2104,21,2015/3/17,0,0
2104,21,2015/3/18,3,0
2104,21,2015/3/19,2,0
2104,21,2015/3/20,0,0
2104,21,2015/3/21,0,0
2104,21,2015/3/22,0,0
2104,21,2015/3/23,0,0
2104,21,2015/3/24,0,0
2104,21,2015/3/25,0,0
2104,21,2015/3/26,1,0
2104,21,2015/3/27,0,0
2104,21,2015/3/28,0,0
2104,21,2015/3/29,1,0
2104,21,2015/3/30,1,0
2104,21,2015/4/1,0,0
2104,21,2015/4/2,0,0
2104,21,2015/4/3,0,0
2104,21,2015/4/4,1,0
2104,21,2015/4/5,1,0
2104,21,2015/4/6,1,0
2104,21,2015/4/7,0,0
2104,21,2015/4/8,1,1
2104,21,2015/4/10,2,2
2104,21,2015/4/11,0,0
2104,21,2015/4/12,0,0
2104,21,2015/4/13,2,2
2104,21,2015/4/14,0,0
2104,21,2015/4/15,4,3
2104,21,2015/4/17,0,0
2104,21,2015/4/18,2,1
2104,21,2015/4/19,2,2
2104,21,2015/4/20,1,1
2104,21,2015/4/21,1,0
2104,21,2015/4/22,1,0
2104,21,2015/4/23,0,0
2104,21,2015/4/24,0,0
2104,21,2015/4/25,0,0
2104,21,2015/4/26,0,0
2104,21,2015/4/27,0,0
2104,21,2015/4/28,0,0
2104,21,2015/4/29,0,0
2104,21,2015/4/30,0,0
2105,21,2015/1/1,4,0
2105,21,2015/1/2,1,0
2105,21,2015/1/3,3,2
2105,21,2015/1/4,1,0
2105,21,2015/1/5,1,0
2105,21,2015/1/6,2,2
2105,21,2015/1/7,0,0
2105,21,2015/1/8,1,1
2105,21,2015/1/9,3,1
2105,21,2015/1/10,4,1
2105,21,2015/1/11,1,0
2105,21,2015/1/12,1,0
2105,21,2015/1/13,0,0
2105,21,2015/1/14,3,2
2105,21,2015/1/15,0,0
2105,21,2015/1/16,1,0
2105,21,2015/1/17,3,0
2105,21,2015/1/18,0,0
2105,21,2015/1/19,3,1
2105,21,2015/1/20,0,0
2105,21,2015/1/21,3,1
2105,21,2015/1/22,4,3
2105,21,2015/1/23,1,1
2105,21,2015/1/24,0,0
2105,21,2015/1/25,3,0
2105,21,2015/1/26,0,0
2105,21,2015/1/27,5,3
2105,21,2015/1/28,2,1
2105,21,2015/1/29,1,0
2105,21,2015/1/30,1,1
2105,21,2015/1/31,6,2
2105,21,2015/2/1,1,1
2105,21,2015/2/2,1,1
2105,21,2015/2/3,3,3
2105,21,2015/2/4,0,0
2105,21,2015/2/5,0,0
2105,21,2015/2/6,6,3
2105,21,2015/2/7,3,1
2105,21,2015/2/8,4,1
2105,21,2015/2/9,10,4
2105,21,2015/2/10,9,9
2105,21,2015/2/11,15,11
2105,21,2015/2/12,2,2
2105,21,2015/2/13,6,5
2105,21,2015/2/15,10,8
2105,21,2015/2/16,14,9
2105,21,2015/2/17,3,2
2105,21,2015/2/18,6,5
2105,21,2015/2/19,3,1
2105,21,2015/2/20,1,0
2105,21,2015/2/21,3,0
2105,21,2015/2/22,0,0
2105,21,2015/2/23,0,0
2105,21,2015/2/24,3,0
2105,21,2015/2/25,2,0
2105,21,2015/2/26,0,0
2105,21,2015/2/27,0,0
2105,21,2015/2/28,0,0
2105,21,2015/3/1,0,0
2105,21,2015/3/2,1,0
2105,21,2015/3/3,4,0
2105,21,2015/3/4,1,0
2105,21,2015/3/5,0,0
2105,21,2015/3/6,0,0
2105,21,2015/3/7,0,0
2105,21,2015/3/8,0,0
2105,21,2015/3/9,0,0
2105,21,2015/3/10,0,0
2105,21,2015/3/11,0,0
2105,21,2015/3/12,1,0
2105,21,2015/3/13,0,0
2105,21,2015/3/14,2,0
2105,21,2015/3/15,1,0
2105,21,2015/3/16,4,0
2105,21,2015/3/17,1,0
2105,21,2015/3/18,0,0
2105,21,2015/3/19,0,0
2105,21,2015/3/20,0,0
2105,21,2015/3/21,5,0
2105,21,2015/3/22,0,0
2105,21,2015/3/23,0,0
2105,21,2015/3/24,0,0
2105,21,2015/3/25,0,0
2105,21,2015/3/26,2,0
2105,21,2015/3/27,3,2
2105,21,2015/3/28,2,0
2105,21,2015/3/29,0,0
2105,21,2015/3/30,0,0
2105,21,2015/4/1,2,0
2105,21,2015/4/2,1,1
2105,21,2015/4/3,4,0
2105,21,2015/4/4,0,0
2105,21,2015/4/5,1,0
2105,21,2015/4/6,1,0
2105,21,2015/4/7,3,0
2105,21,2015/4/8,2,1
2105,21,2015/4/10,0,0
2105,21,2015/4/11,1,0
2105,21,2015/4/12,0,0
2105,21,2015/4/13,1,0
2105,21,2015/4/14,0,0
2105,21,2015/4/15,1,0
2105,21,2015/4/17,2,1
2105,21,2015/4/18,2,0
2105,21,2015/4/19,2,1
2105,21,2015/4/20,0,0
2105,21,2015/4/21,1,0
2105,21,2015/4/22,0,0
2105,21,2015/4/23,1,1
2105,21,2015/4/24,3,0
2105,21,2015/4/25,0,0
2105,21,2015/4/26,1,0
2105,21,2015/4/27,2,0
2105,21,2015/4/28,1,0
2105,21,2015/4/29,3,0
2105,21,2015/4/30,1,0
2106,21,2015/1/1,0,0
2106,21,2015/1/2,0,0
2106,21,2015/1/3,0,0
2106,21,2015/1/4,0,0
2106,21,2015/1/5,0,0
2106,21,2015/1/6,1,1
2106,21,2015/1/7,0,0
2106,21,2015/1/8,1,0
2106,21,2015/1/9,0,0
2106,21,2015/1/10,2,0
2106,21,2015/1/11,1,0
2106,21,2015/1/12,1,0
2106,21,2015/1/13,0,0
2106,21,2015/1/14,0,0
2106,21,2015/1/15,1,0
2106,21,2015/1/16,1,0
2106,21,2015/1/17,0,0
2106,21,2015/1/18,0,0
2106,21,2015/1/19,0,0
2106,21,2015/1/20,1,0
2106,21,2015/1/21,1,0
2106,21,2015/1/22,1,1
2106,21,2015/1/23,0,0
2106,21,2015/1/24,1,0
2106,21,2015/1/25,1,0
2106,21,2015/1/26,0,0
2106,21,2015/1/27,1,1
2106,21,2015/1/28,0,0
2106,21,2015/1/29,0,0
2106,21,2015/1/30,0,0
2106,21,2015/1/31,1,0
2106,21,2015/2/1,0,0
2106,21,2015/2/2,0,0
2106,21,2015/2/3,2,2
2106,21,2015/2/4,0,0
2106,21,2015/2/5,0,0
2106,21,2015/2/6,0,0
2106,21,2015/2/7,0,0
2106,21,2015/2/8,1,1
2106,21,2015/2/9,2,2
2106,21,2015/2/10,1,0
2106,21,2015/2/11,3,2
2106,21,2015/2/12,0,0
2106,21,2015/2/13,2,1
2106,21,2015/2/15,0,0
2106,21,2015/2/16,3,1
2106,21,2015/2/17,3,2
2106,21,2015/2/18,3,3
2106,21,2015/2/19,1,1
2106,21,2015/2/20,0,0
2106,21,2015/2/21,1,0
2106,21,2015/2/22,0,0
2106,21,2015/2/23,0,0
2106,21,2015/2/24,1,1
2106,21,2015/2/25,0,0
2106,21,2015/2/26,0,0
2106,21,2015/2/27,1,0
2106,21,2015/2/28,0,0
2106,21,2015/3/1,0,0
2106,21,2015/3/2,0,0
2106,21,2015/3/3,0,0
2106,21,2015/3/4,0,0
2106,21,2015/3/5,1,0
2106,21,2015/3/6,1,0
2106,21,2015/3/7,0,0
2106,21,2015/3/8,0,0
2106,21,2015/3/9,0,0
2106,21,2015/3/10,0,0
2106,21,2015/3/11,1,0
2106,21,2015/3/12,0,0
2106,21,2015/3/13,0,0
2106,21,2015/3/14,1,0
2106,21,2015/3/15,1,0
2106,21,2015/3/16,2,0
2106,21,2015/3/17,0,0
2106,21,2015/3/18,1,0
2106,21,2015/3/19,2,0
2106,21,2015/3/20,0,0
2106,21,2015/3/21,1,0
2106,21,2015/3/22,0,0
2106,21,2015/3/23,2,2
2106,21,2015/3/24,0,0
2106,21,2015/3/25,0,0
2106,21,2015/3/26,1,1
2106,21,2015/3/27,0,0
2106,21,2015/3/28,0,0
2106,21,2015/3/29,0,0
2106,21,2015/3/30,1,0
2106,21,2015/4/1,1,0
2106,21,2015/4/2,0,0
2106,21,2015/4/3,0,0
2106,21,2015/4/4,2,0
2106,21,2015/4/5,0,0
2106,21,2015/4/6,2,1
2106,21,2015/4/7,0,0
2106,21,2015/4/8,2,2
2106,21,2015/4/10,1,1
2106,21,2015/4/11,0,0
2106,21,2015/4/12,0,0
2106,21,2015/4/13,1,0
2106,21,2015/4/14,1,1
2106,21,2015/4/15,1,0
2106,21,2015/4/17,0,0
2106,21,2015/4/18,0,0
2106,21,2015/4/19,0,0
2106,21,2015/4/20,1,0
2106,21,2015/4/21,1,1
2106,21,2015/4/22,0,0
2106,21,2015/4/23,1,0
2106,21,2015/4/24,0,0
2106,21,2015/4/25,0,0
2106,21,2015/4/26,0,0
2106,21,2015/4/27,0,0
2106,21,2015/4/28,1,0
2106,21,2015/4/29,0,0
2106,21,2015/4/30,1,0
2107,21,2015/1/1,0,0
2107,21,2015/1/2,1,0
2107,21,2015/1/3,0,0
2107,21,2015/1/4,0,0
2107,21,2015/1/5,0,0
2107,21,2015/1/6,0,0
2107,21,2015/1/7,0,0
2107,21,2015/1/8,0,0
2107,21,2015/1/9,0,0
2107,21,2015/1/10,0,0
2107,21,2015/1/11,0,0
2107,21,2015/1/12,0,0
2107,21,2015/1/13,0,0
2107,21,2015/1/14,0,0
2107,21,2015/1/15,0,0
2107,21,2015/1/16,2,0
2107,21,2015/1/17,0,0
2107,21,2015/1/18,0,0
2107,21,2015/1/19,0,0
2107,21,2015/1/20,0,0
2107,21,2015/1/21,0,0
2107,21,2015/1/22,0,0
2107,21,2015/1/23,0,0
2107,21,2015/1/24,0,0
2107,21,2015/1/25,0,0
2107,21,2015/1/26,0,0
2107,21,2015/1/27,0,0
2107,21,2015/1/28,0,0
2107,21,2015/1/29,0,0
2107,21,2015/1/30,0,0
2107,21,2015/1/31,0,0
2107,21,2015/2/1,0,0
2107,21,2015/2/2,0,0
2107,21,2015/2/3,0,0
2107,21,2015/2/4,0,0
2107,21,2015/2/5,0,0
2107,21,2015/2/6,0,0
2107,21,2015/2/7,0,0
2107,21,2015/2/8,0,0
2107,21,2015/2/9,2,1
2107,21,2015/2/10,0,0
2107,21,2015/2/11,0,0
2107,21,2015/2/12,0,0
2107,21,2015/2/13,6,1
2107,21,2015/2/15,0,0
2107,21,2015/2/16,0,0
2107,21,2015/2/17,1,1
2107,21,2015/2/18,1,0
2107,21,2015/2/19,1,0
2107,21,2015/2/20,0,0
2107,21,2015/2/21,0,0
2107,21,2015/2/22,0,0
2107,21,2015/2/23,0,0
2107,21,2015/2/24,0,0
2107,21,2015/2/25,0,0
2107,21,2015/2/26,0,0
2107,21,2015/2/27,0,0
2107,21,2015/2/28,0,0
2107,21,2015/3/1,0,0
2107,21,2015/3/2,0,0
2107,21,2015/3/3,0,0
2107,21,2015/3/4,0,0
2107,21,2015/3/5,0,0
2107,21,2015/3/6,0,0
2107,21,2015/3/7,0,0
2107,21,2015/3/8,0,0
2107,21,2015/3/9,0,0
2107,21,2015/3/10,0,0
2107,21,2015/3/11,0,0
2107,21,2015/3/12,0,0
2107,21,2015/3/13,0,0
2107,21,2015/3/14,0,0
2107,21,2015/3/15,0,0
2107,21,2015/3/16,0,0
2107,21,2015/3/17,0,0
2107,21,2015/3/18,0,0
2107,21,2015/3/19,0,0
2107,21,2015/3/20,1,0
2107,21,2015/3/21,0,0
2107,21,2015/3/22,0,0
2107,21,2015/3/23,0,0
2107,21,2015/3/24,1,0
2107,21,2015/3/25,0,0
2107,21,2015/3/26,0,0
2107,21,2015/3/27,0,0
2107,21,2015/3/28,0,0
2107,21,2015/3/29,0,0
2107,21,2015/3/30,0,0
2107,21,2015/4/1,0,0
2107,21,2015/4/2,0,0
2107,21,2015/4/3,0,0
2107,21,2015/4/4,0,0
2107,21,2015/4/5,0,0
2107,21,2015/4/6,0,0
2107,21,2015/4/7,0,0
2107,21,2015/4/8,0,0
2107,21,2015/4/10,0,0
2107,21,2015/4/11,0,0
2107,21,2015/4/12,0,0
2107,21,2015/4/13,0,0
2107,21,2015/4/14,0,0
2107,21,2015/4/15,0,0
2107,21,2015/4/17,0,0
2107,21,2015/4/18,0,0
2107,21,2015/4/19,0,0
2107,21,2015/4/20,0,0
2107,21,2015/4/21,0,0
2107,21,2015/4/22,0,0
2107,21,2015/4/23,0,0
2107,21,2015/4/24,0,0
2107,21,2015/4/25,0,0
2107,21,2015/4/26,0,0
2107,21,2015/4/27,0,0
2107,21,2015/4/28,0,0
2107,21,2015/4/29,0,0
2107,21,2015/4/30,0,0
2108,21,2015/1/1,0,0
2108,21,2015/1/2,0,0
2108,21,2015/1/3,0,0
2108,21,2015/1/4,0,0
2108,21,2015/1/5,0,0
2108,21,2015/1/6,0,0
2108,21,2015/1/7,0,0
2108,21,2015/1/8,0,0
2108,21,2015/1/9,0,0
2108,21,2015/1/10,0,0
2108,21,2015/1/11,0,0
2108,21,2015/1/12,0,0
2108,21,2015/1/13,0,0
2108,21,2015/1/14,0,0
2108,21,2015/1/15,0,0
2108,21,2015/1/16,0,0
2108,21,2015/1/17,0,0
2108,21,2015/1/18,0,0
2108,21,2015/1/19,0,0
2108,21,2015/1/20,0,0
2108,21,2015/1/21,0,0
2108,21,2015/1/22,0,0
2108,21,2015/1/23,0,0
2108,21,2015/1/24,0,0
2108,21,2015/1/25,0,0
2108,21,2015/1/26,0,0
2108,21,2015/1/27,0,0
2108,21,2015/1/28,0,0
2108,21,2015/1/29,0,0
2108,21,2015/1/30,0,0
2108,21,2015/1/31,0,0
2108,21,2015/2/1,0,0
2108,21,2015/2/2,0,0
2108,21,2015/2/3,0,0
2108,21,2015/2/4,0,0
2108,21,2015/2/5,0,0
2108,21,2015/2/6,0,0
2108,21,2015/2/7,0,0
2108,21,2015/2/8,0,0
2108,21,2015/2/9,0,0
2108,21,2015/2/10,0,0
2108,21,2015/2/11,0,0
2108,21,2015/2/12,0,0
2108,21,2015/2/13,0,0
2108,21,2015/2/15,0,0
2108,21,2015/2/16,0,0
2108,21,2015/2/17,0,0
2108,21,2015/2/18,0,0
2108,21,2015/2/19,0,0
2108,21,2015/2/20,0,0
2108,21,2015/2/21,0,0
2108,21,2015/2/22,0,0
2108,21,2015/2/23,0,0
2108,21,2015/2/24,0,0
2108,21,2015/2/25,0,0
2108,21,2015/2/26,0,0
2108,21,2015/2/27,0,0
2108,21,2015/2/28,0,0
2108,21,2015/3/1,0,0
2108,21,2015/3/2,0,0
2108,21,2015/3/3,0,0
2108,21,2015/3/4,0,0
2108,21,2015/3/5,0,0
2108,21,2015/3/6,0,0
2108,21,2015/3/7,0,0
2108,21,2015/3/8,0,0
2108,21,2015/3/9,0,0
2108,21,2015/3/10,0,0
2108,21,2015/3/11,0,0
2108,21,2015/3/12,0,0
2108,21,2015/3/13,0,0
2108,21,2015/3/14,0,0
2108,21,2015/3/15,0,0
2108,21,2015/3/16,0,0
2108,21,2015/3/17,0,0
2108,21,2015/3/18,0,0
2108,21,2015/3/19,0,0
2108,21,2015/3/20,0,0
2108,21,2015/3/21,0,0
2108,21,2015/3/22,0,0
2108,21,2015/3/23,0,0
2108,21,2015/3/24,0,0
2108,21,2015/3/25,0,0
2108,21,2015/3/26,0,0
2108,21,2015/3/27,0,0
2108,21,2015/3/28,0,0
2108,21,2015/3/29,0,0
2108,21,2015/3/30,0,0
2108,21,2015/4/1,0,0
2108,21,2015/4/2,0,0
2108,21,2015/4/3,0,0
2108,21,2015/4/4,0,0
2108,21,2015/4/5,0,0
2108,21,2015/4/6,0,0
2108,21,2015/4/7,0,0
2108,21,2015/4/8,1,0
2108,21,2015/4/10,0,0
2108,21,2015/4/11,0,0
2108,21,2015/4/12,0,0
2108,21,2015/4/13,0,0
2108,21,2015/4/14,0,0
2108,21,2015/4/15,0,0
2108,21,2015/4/17,0,0
2108,21,2015/4/18,0,0
2108,21,2015/4/19,0,0
2108,21,2015/4/20,0,0
2108,21,2015/4/21,0,0
2108,21,2015/4/22,0,0
2108,21,2015/4/23,0,0
2108,21,2015/4/24,0,0
2108,21,2015/4/25,0,0
2108,21,2015/4/26,0,0
2108,21,2015/4/27,1,0
2108,21,2015/4/28,0,0
2108,21,2015/4/29,0,0
2108,21,2015/4/30,0,0
2201,22,2015/1/1,14,2
2201,22,2015/1/2,15,2
2201,22,2015/1/3,13,2
2201,22,2015/1/4,24,3
2201,22,2015/1/5,9,1
2201,22,2015/1/6,13,2
2201,22,2015/1/7,22,5
2201,22,2015/1/8,9,1
2201,22,2015/1/9,13,2
2201,22,2015/1/10,25,4
2201,22,2015/1/11,17,4
2201,22,2015/1/12,9,4
2201,22,2015/1/13,18,4
2201,22,2015/1/14,12,4
2201,22,2015/1/15,24,4
2201,22,2015/1/16,13,3
2201,22,2015/1/17,18,4
2201,22,2015/1/18,10,3
2201,22,2015/1/19,19,1
2201,22,2015/1/20,10,3
2201,22,2015/1/21,18,3
2201,22,2015/1/22,11,0
2201,22,2015/1/23,18,1
2201,22,2015/1/24,5,0
2201,22,2015/1/25,16,1
2201,22,2015/1/26,14,3
2201,22,2015/1/27,20,4
2201,22,2015/1/28,25,4
2201,22,2015/1/29,18,6
2201,22,2015/1/30,12,1
2201,22,2015/1/31,22,2
2201,22,2015/2/1,6,0
2201,22,2015/2/2,12,1
2201,22,2015/2/3,18,0
2201,22,2015/2/4,0,0
2201,22,2015/2/5,3,1
2201,22,2015/2/6,11,4
2201,22,2015/2/7,11,5
2201,22,2015/2/8,9,3
2201,22,2015/2/9,15,2
2201,22,2015/2/10,10,4
2201,22,2015/2/11,22,5
2201,22,2015/2/12,18,2
2201,22,2015/2/13,18,3
2201,22,2015/2/15,22,1
2201,22,2015/2/16,32,6
2201,22,2015/2/17,29,9
2201,22,2015/2/18,24,7
2201,22,2015/2/19,1,1
2201,22,2015/2/20,6,5
2201,22,2015/2/21,5,2
2201,22,2015/2/22,11,5
2201,22,2015/2/23,11,1
2201,22,2015/2/24,10,4
2201,22,2015/2/25,11,2
2201,22,2015/2/26,13,1
2201,22,2015/2/27,5,0
2201,22,2015/2/28,16,3
2201,22,2015/3/1,9,3
2201,22,2015/3/2,3,2
2201,22,2015/3/3,8,1
2201,22,2015/3/4,22,7
2201,22,2015/3/5,11,1
2201,22,2015/3/6,12,3
2201,22,2015/3/7,6,2
2201,22,2015/3/8,9,2
2201,22,2015/3/9,10,3
2201,22,2015/3/10,14,0
2201,22,2015/3/11,12,2
2201,22,2015/3/12,16,0
2201,22,2015/3/13,9,3
2201,22,2015/3/14,17,4
2201,22,2015/3/15,8,2
2201,22,2015/3/16,19,0
2201,22,2015/3/17,6,1
2201,22,2015/3/18,18,4
2201,22,2015/3/19,7,2
2201,22,2015/3/20,12,2
2201,22,2015/3/21,16,1
2201,22,2015/3/22,18,3
2201,22,2015/3/23,7,0
2201,22,2015/3/24,13,1
2201,22,2015/3/25,7,3
2201,22,2015/3/26,20,2
2201,22,2015/3/27,16,0
2201,22,2015/3/28,21,0
2201,22,2015/3/29,8,0
2201,22,2015/3/30,18,3
2201,22,2015/4/1,12,2
2201,22,2015/4/2,8,0
2201,22,2015/4/3,14,1
2201,22,2015/4/4,40,1
2201,22,2015/4/5,15,0
2201,22,2015/4/6,11,1
2201,22,2015/4/7,21,3
2201,22,2015/4/8,13,1
2201,22,2015/4/10,14,3
2201,22,2015/4/11,14,2
2201,22,2015/4/12,15,2
2201,22,2015/4/13,8,4
2201,22,2015/4/14,31,6
2201,22,2015/4/15,18,9
2201,22,2015/4/17,7,2
2201,22,2015/4/18,27,12
2201,22,2015/4/19,9,5
2201,22,2015/4/20,7,0
2201,22,2015/4/21,10,1
2201,22,2015/4/22,16,0
2201,22,2015/4/23,15,5
2201,22,2015/4/24,6,2
2201,22,2015/4/25,13,3
2201,22,2015/4/26,10,2
2201,22,2015/4/27,12,1
2201,22,2015/4/28,5,0
